SKDI_01G0010	XP_056085810.1
SKDI_12G1690	XP_056083737.1
SKDI_12G1700	XP_056083738.1
SKDI_12G1710	XP_056083739.1
SKDI_12G1720	XP_056083740.1
SKDI_12G1730	XP_056083741.1
SKDI_12G1730	XP_056083741.1
SKDI_12G1740	XP_056083742.1
SKDI_12G1750	XP_056083743.1
SKDI_12G1760	XP_056083744.1
SKDI_12G1770	XP_056083745.1
SKDI_12G1780	XP_056083746.1
SKDI_12G1790	XP_056083747.1
SKDI_12G1800	XP_056083748.1
SKDI_12G1810	XP_056083749.1
SKDI_12G1820	XP_056083750.1
SKDI_12G1830	XP_056083751.1
SKDI_12G1840	XP_056083752.1
SKDI_12G1850	XP_056083753.1
SKDI_12G1860	XP_056083754.1
SKDI_12G1870	XP_056083755.1
SKDI_12G1880	XP_056083756.1
SKDI_12G1890	XP_056083757.1
SKDI_12G1900	XP_056083758.1
SKDI_12G1910	XP_056083759.1
SKDI_12G1920	XP_056083760.1
SKDI_12G1930	XP_056083761.1
SKDI_12G1940	XP_056083762.1
SKDI_12G1960	XP_056083763.1
SKDI_12G1970	XP_056083764.1
SKDI_12G1980	XP_056083765.1
SKDI_12G1990	XP_056083766.1
SKDI_12G2000	XP_056083767.1
SKDI_12G2010	XP_056083768.1
SKDI_12G2030	XP_056083769.1
SKDI_12G2040	XP_056083770.1
SKDI_12G2050	XP_056083771.1
SKDI_12G2060	XP_056083772.1
SKDI_12G2070	XP_056083773.1
SKDI_12G2080	XP_056083774.1
SKDI_12G2090	XP_056083775.1
SKDI_12G2100	XP_056083776.1
SKDI_12G2110	XP_056083777.1
SKDI_12G2120	XP_056083778.1
SKDI_12G2130	XP_056083779.1
SKDI_12G2140	XP_056083780.1
SKDI_12G2150	XP_056083781.1
SKDI_12G2160	XP_056083782.1
SKDI_12G2170	XP_056083783.1
SKDI_12G2180	XP_056083784.1
SKDI_12G2190	XP_056083785.1
SKDI_12G2200	XP_056083786.1
SKDI_12G2210	XP_056083787.1
SKDI_12G2210	XP_056083787.1
SKDI_12G2220	XP_056083788.1
SKDI_12G2230	XP_056083789.1
SKDI_12G2240	XP_056083790.1
SKDI_12G2250	XP_056083791.1
SKDI_12G2260	XP_056083792.1
SKDI_12G2270	XP_056083793.1
SKDI_12G2280	XP_056083794.1
SKDI_12G2290	XP_056083795.1
SKDI_12G2300	XP_056083796.1
SKDI_12G2310	XP_056083797.1
SKDI_12G2320	XP_056083798.1
SKDI_12G2330	XP_056083799.1
SKDI_12G2340	XP_056083800.1
SKDI_12G2340	XP_056083800.1
SKDI_12G2350	XP_056083801.1
SKDI_12G2360	XP_056083802.1
SKDI_12G2370	XP_056083803.1
SKDI_12G2380	XP_056083804.1
SKDI_12G2390	XP_056083805.1
SKDI_12G2400	XP_056083806.1
SKDI_12G2410	XP_056083807.1
SKDI_12G2420	XP_056083808.1
SKDI_12G2430	XP_056083809.1
SKDI_12G2440	XP_056083810.1
SKDI_12G2450	XP_056083811.1
SKDI_12G2450	XP_056083811.1
SKDI_12G2460	XP_056083812.1
SKDI_12G2470	XP_056083813.1
SKDI_12G2480	XP_056083814.1
SKDI_12G2490	XP_056083815.1
SKDI_12G2500	XP_056083816.1
SKDI_12G2510	XP_056083817.1
SKDI_12G2520	XP_056083818.1
SKDI_12G2530	XP_056083819.1
SKDI_12G2540	XP_056083820.1
SKDI_12G2550	XP_056083821.1
SKDI_12G2560	XP_056083822.1
SKDI_12G2570	XP_056083823.1
SKDI_12G2580	XP_056083824.1
SKDI_12G2590	XP_056083825.1
SKDI_12G2600	XP_056083826.1
SKDI_12G2610	XP_056083827.1
SKDI_12G2620	XP_056083828.1
SKDI_12G2640	XP_056083829.1
SKDI_12G2650	XP_056083830.1
SKDI_12G2670	XP_056083831.1
SKDI_12G2680	XP_056083832.1
SKDI_12G2690	XP_056083833.1
SKDI_12G2700	XP_056083834.1
SKDI_12G2710	XP_056083835.1
SKDI_12G2720	XP_056083836.1
SKDI_12G2730	XP_056083837.1
SKDI_12G2740	XP_056083838.1
SKDI_12G2750	XP_056083839.1
SKDI_12G2760	XP_056083840.1
SKDI_12G2770	XP_056083841.1
SKDI_12G2780	XP_056083842.1
SKDI_12G2790	XP_056083843.1
SKDI_12G2800	XP_056083844.1
SKDI_12G2810	XP_056083845.1
SKDI_12G2820	XP_056083846.1
SKDI_12G2830	XP_056083847.1
SKDI_12G2840	XP_056083848.1
SKDI_12G2850	XP_056083849.1
SKDI_12G2860	XP_056083850.1
SKDI_12G2870	XP_056083851.1
SKDI_12G2880	XP_056083852.1
SKDI_12G2890	XP_056083853.1
SKDI_12G2900	XP_056083854.1
SKDI_12G2910	XP_056083855.1
SKDI_12G2920	XP_056083856.1
SKDI_12G2940	XP_056083857.1
SKDI_12G2950	XP_056083858.1
SKDI_12G2960	XP_056083859.1
SKDI_12G2970	XP_056083860.1
SKDI_12G2990	XP_056083861.1
SKDI_12G3000	XP_056083862.1
SKDI_12G3010	XP_056083863.1
SKDI_12G3020	XP_056083864.1
SKDI_12G3030	XP_056083865.1
SKDI_12G3040	XP_056083866.1
SKDI_12G3050	XP_056083867.1
SKDI_12G3060	XP_056083868.1
SKDI_12G3070	XP_056083869.1
SKDI_12G3080	XP_056083870.1
SKDI_12G3080	XP_056083870.1
SKDI_12G3090	XP_056083871.1
SKDI_12G3100	XP_056083872.1
SKDI_12G3110	XP_056083873.1
SKDI_12G3130	XP_056083874.1
SKDI_12G3150	XP_056083875.1
SKDI_12G3160	XP_056083876.1
SKDI_12G3170	XP_056083877.1
SKDI_12G3180	XP_056083878.1
SKDI_12G3200	XP_056083879.1
SKDI_12G3210	XP_056083880.1
SKDI_12G3210	XP_056083880.1
SKDI_12G3220	XP_056083881.1
SKDI_12G3230	XP_056083882.1
SKDI_12G3240	XP_056083883.1
SKDI_12G3250	XP_056083884.1
SKDI_12G3260	XP_056083885.1
SKDI_12G3270	XP_056083886.1
SKDI_12G3280	XP_056083887.1
SKDI_12G3290	XP_056083888.1
SKDI_12G3300	XP_056083889.1
SKDI_12G3310	XP_056083890.1
SKDI_12G3320	XP_056083891.1
SKDI_12G3330	XP_056083892.1
SKDI_12G3340	XP_056083893.1
SKDI_12G3350	XP_056083894.1
SKDI_12G3360	XP_056083895.1
SKDI_12G3370	XP_056083896.1
SKDI_12G3370	XP_056083896.1
SKDI_12G3380	XP_056083897.1
SKDI_12G3390	XP_056083898.1
SKDI_12G3400	XP_056083899.1
SKDI_12G3410	XP_056083900.1
SKDI_12G3420	XP_056083901.1
SKDI_12G3430	XP_056083902.1
SKDI_12G3440	XP_056083903.1
SKDI_12G3450	XP_056083904.1
SKDI_12G3460	XP_056083905.1
SKDI_12G3470	XP_056083906.1
SKDI_12G3480	XP_056083907.1
SKDI_12G3480	XP_056083907.1
SKDI_12G3480	XP_056083907.1
SKDI_12G3490	XP_056083908.1
SKDI_12G3500	XP_056083909.1
SKDI_12G3510	XP_056083910.1
SKDI_12G3520	XP_056083911.1
SKDI_12G3540	XP_056083912.1
SKDI_12G3550	XP_056083913.1
SKDI_12G3560	XP_056083914.1
SKDI_12G3570	XP_056083915.1
SKDI_12G3580	XP_056083916.1
SKDI_12G3590	XP_056083917.1
SKDI_12G3600	XP_056083918.1
SKDI_12G3600	XP_056083918.1
SKDI_12G3610	XP_056083919.1
SKDI_12G3620	XP_056083920.1
SKDI_12G3630	XP_056083921.1
SKDI_12G3640	XP_056083922.1
SKDI_12G3650	XP_056083923.1
SKDI_12G3660	XP_056083924.1
SKDI_12G3670	XP_056083925.1
SKDI_12G3680	XP_056083926.1
SKDI_12G3690	XP_056083927.1
SKDI_12G3700	XP_056083928.1
SKDI_12G3710	XP_056083929.1
SKDI_12G3710	XP_056083929.1
SKDI_12G3720	XP_056083930.1
SKDI_12G3730	XP_056083931.1
SKDI_12G3740	XP_056083932.1
SKDI_12G3760	XP_056083933.1
SKDI_12G3780	XP_056083934.1
SKDI_12G3790	XP_056083935.1
SKDI_12G3800	XP_056083936.1
SKDI_12G3810	XP_056083937.1
SKDI_12G3820	XP_056083938.1
SKDI_12G3830	XP_056083939.1
SKDI_12G3840	XP_056083940.1
SKDI_12G3850	XP_056083941.1
SKDI_12G3860	XP_056083942.1
SKDI_12G3870	XP_056083943.1
SKDI_12G3880	XP_056083944.1
SKDI_12G3890	XP_056083945.1
SKDI_12G3900	XP_056083946.1
SKDI_12G3910	XP_056083947.1
SKDI_12G3920	XP_056083948.1
SKDI_12G3930	XP_056083949.1
SKDI_12G3940	XP_056083950.1
SKDI_12G3940	XP_056083950.1
SKDI_12G3950	XP_056083951.1
SKDI_12G3960	XP_056083952.1
SKDI_12G3970	XP_056083953.1
SKDI_12G3980	XP_056083954.1
SKDI_12G3990	XP_056083955.1
SKDI_12G4000	XP_056083956.1
SKDI_12G4010	XP_056083957.1
SKDI_12G4020	XP_056083958.1
SKDI_12G4030	XP_056083959.1
SKDI_12G4040	XP_056083960.1
SKDI_12G4060	XP_056083961.1
SKDI_12G4070	XP_056083962.1
SKDI_12G4080	XP_056083963.1
SKDI_12G4090	XP_056083964.1
SKDI_12G4100	XP_056083965.1
SKDI_12G4110	XP_056083966.1
SKDI_12G4120	XP_056083967.1
SKDI_12G4130	XP_056083968.1
SKDI_12G4140	XP_056083969.1
SKDI_12G4150	XP_056083970.1
SKDI_12G4160	XP_056083971.1
SKDI_12G4170	XP_056083972.1
SKDI_12G4180	XP_056083973.1
SKDI_12G4190	XP_056083974.1
SKDI_12G4200	XP_056083975.1
SKDI_12G4210	XP_056083976.1
SKDI_12G4220	XP_056083977.1
SKDI_12G4230	XP_056083978.1
SKDI_12G4240	XP_056083979.1
SKDI_12G4250	XP_056083980.1
SKDI_12G4270	XP_056083981.1
SKDI_12G4280	XP_056083982.1
SKDI_12G4290	XP_056083983.1
SKDI_12G4300	XP_056083984.1
SKDI_12G4310	XP_056083985.1
SKDI_12G4310	XP_056083985.1
SKDI_12G4320	XP_056083986.1
SKDI_12G4330	XP_056083987.1
SKDI_12G4340	XP_056083988.1
SKDI_12G4350	XP_056083989.1
SKDI_12G4360	XP_056083990.1
SKDI_12G4370	XP_056083991.1
SKDI_12G4390	XP_056083992.1
SKDI_12G4400	XP_056083993.1
SKDI_12G4410	XP_056083994.1
SKDI_12G4420	XP_056083995.1
SKDI_12G4430	XP_056083996.1
SKDI_12G4440	XP_056083997.1
SKDI_12G4450	XP_056083998.1
SKDI_12G4460	XP_056083999.1
SKDI_12G4470	XP_056084000.1
SKDI_12G4480	XP_056084001.1
SKDI_12G4490	XP_056084002.1
SKDI_12G4500	XP_056084003.1
SKDI_12G4510	XP_056084004.1
SKDI_12G4520	XP_056084005.1
SKDI_12G4530	XP_056084006.1
SKDI_12G4540	XP_056084007.1
SKDI_12G4540	XP_056084007.1
SKDI_12G4550	XP_056084008.1
SKDI_12G4560	XP_056084009.1
SKDI_12G4570	XP_056084010.1
SKDI_12G4580	XP_056084011.1
SKDI_12G4590	XP_056084012.1
SKDI_12G4600	XP_056084013.1
SKDI_12G4610	XP_056084014.1
SKDI_12G4620	XP_056084015.1
SKDI_12G4630	XP_056084016.1
SKDI_12G4650	XP_056084017.1
SKDI_12G4660	XP_056084018.1
SKDI_12G4670	XP_056084019.1
SKDI_12G4680	XP_056084020.1
SKDI_12G4690	XP_056084021.1
SKDI_12G4700	XP_056084022.1
SKDI_12G4710	XP_056084023.1
SKDI_12G4730	XP_056084024.1
SKDI_12G4730	XP_056084024.1
SKDI_12G4740	XP_056084025.1
SKDI_12G4750	XP_056084026.1
SKDI_12G4760	XP_056084027.1
SKDI_12G4760	XP_056084027.1
SKDI_12G4770	XP_056084028.1
SKDI_12G4780	XP_056084029.1
SKDI_12G4790	XP_056084030.1
SKDI_12G4800	XP_056084031.1
SKDI_12G4810	XP_056084032.1
SKDI_12G4820	XP_056084033.1
SKDI_12G4830	XP_056084034.1
SKDI_12G4840	XP_056084035.1
SKDI_12G4850	XP_056084036.1
SKDI_12G4860	XP_056084037.1
SKDI_12G4870	XP_056084038.1
SKDI_12G4880	XP_056084039.1
SKDI_12G4890	XP_056084040.1
SKDI_12G4900	XP_056084041.1
SKDI_13G0010	XP_056084042.1
SKDI_13G0020	XP_056084043.1
SKDI_13G0030	XP_056084044.1
SKDI_13G0050	XP_056084045.1
SKDI_13G0060	XP_056084046.1
SKDI_13G0070	XP_056084047.1
SKDI_13G0080	XP_056084048.1
SKDI_13G0090	XP_056084049.1
SKDI_13G0100	XP_056084050.1
SKDI_13G0110	XP_056084051.1
SKDI_13G0120	XP_056084052.1
SKDI_13G0130	XP_056084053.1
SKDI_13G0140	XP_056084054.1
SKDI_13G0150	XP_056084055.1
SKDI_13G0150	XP_056084055.1
SKDI_13G0160	XP_056084056.1
SKDI_13G0170	XP_056084057.1
SKDI_13G0180	XP_056084058.1
SKDI_13G0190	XP_056084059.1
SKDI_13G0200	XP_056084060.1
SKDI_13G0210	XP_056084061.1
SKDI_13G0230	XP_056084062.1
SKDI_13G0240	XP_056084063.1
SKDI_13G0250	XP_056084064.1
SKDI_13G0260	XP_056084065.1
SKDI_13G0270	XP_056084066.1
SKDI_13G0280	XP_056084067.1
SKDI_13G0290	XP_056084068.1
SKDI_13G0300	XP_056084069.1
SKDI_13G0310	XP_056084070.1
SKDI_13G0320	XP_056084071.1
SKDI_13G0330	XP_056084072.1
SKDI_13G0340	XP_056084073.1
SKDI_13G0350	XP_056084074.1
SKDI_13G0360	XP_056084075.1
SKDI_13G0370	XP_056084076.1
SKDI_13G0380	XP_056084077.1
SKDI_13G0390	XP_056084078.1
SKDI_13G0400	XP_056084079.1
SKDI_13G0410	XP_056084080.1
SKDI_13G0420	XP_056084081.1
SKDI_13G0430	XP_056084082.1
SKDI_13G0440	XP_056084083.1
SKDI_13G0460	XP_056084084.1
SKDI_13G0460	XP_056084084.1
SKDI_13G0470	XP_056084085.1
SKDI_13G0480	XP_056084086.1
SKDI_13G0490	XP_056084087.1
SKDI_13G0500	XP_056084088.1
SKDI_13G0510	XP_056084089.1
SKDI_13G0520	XP_056084090.1
SKDI_13G0530	XP_056084091.1
SKDI_13G0530	XP_056084091.1
SKDI_13G0540	XP_056084092.1
SKDI_13G0550	XP_056084093.1
SKDI_13G0560	XP_056084094.1
SKDI_13G0570	XP_056084095.1
SKDI_13G0580	XP_056084096.1
SKDI_13G0590	XP_056084097.1
SKDI_13G0600	XP_056084098.1
SKDI_13G0610	XP_056084099.1
SKDI_13G0620	XP_056084100.1
SKDI_13G0630	XP_056084101.1
SKDI_13G0640	XP_056084102.1
SKDI_13G0650	XP_056084103.1
SKDI_13G0650	XP_056084103.1
SKDI_13G0660	XP_056084104.1
SKDI_13G0670	XP_056084105.1
SKDI_13G0680	XP_056084106.1
SKDI_13G0690	XP_056084107.1
SKDI_13G0700	XP_056084108.1
SKDI_13G0710	XP_056084109.1
SKDI_13G0720	XP_056084110.1
SKDI_13G0720	XP_056084110.1
SKDI_13G0730	XP_056084111.1
SKDI_13G0740	XP_056084112.1
SKDI_13G0750	XP_056084113.1
SKDI_13G0760	XP_056084114.1
SKDI_13G0770	XP_056084115.1
SKDI_13G0780	XP_056084116.1
SKDI_13G0790	XP_056084117.1
SKDI_13G0800	XP_056084118.1
SKDI_13G0810	XP_056084119.1
SKDI_13G0820	XP_056084120.1
SKDI_13G0840	XP_056084121.1
SKDI_13G0850	XP_056084122.1
SKDI_13G0850	XP_056084122.1
SKDI_13G0860	XP_056084123.1
SKDI_13G0870	XP_056084124.1
SKDI_13G0890	XP_056084125.1
SKDI_13G0900	XP_056084126.1
SKDI_13G0910	XP_056084127.1
SKDI_13G0920	XP_056084128.1
SKDI_13G0930	XP_056084129.1
SKDI_13G0940	XP_056084130.1
SKDI_13G0950	XP_056084131.1
SKDI_13G0960	XP_056084132.1
SKDI_13G0970	XP_056084133.1
SKDI_13G0980	XP_056084134.1
SKDI_13G0990	XP_056084135.1
SKDI_13G1000	XP_056084136.1
SKDI_13G1010	XP_056084137.1
SKDI_13G1020	XP_056084138.1
SKDI_13G1030	XP_056084139.1
SKDI_13G1030	XP_056084139.1
SKDI_13G1040	XP_056084140.1
SKDI_13G1050	XP_056084141.1
SKDI_13G1060	XP_056084142.1
SKDI_13G1070	XP_056084143.1
SKDI_13G1080	XP_056084144.1
SKDI_13G1090	XP_056084145.1
SKDI_13G1100	XP_056084146.1
SKDI_13G1100	XP_056084146.1
SKDI_13G1110	XP_056084147.1
SKDI_13G1120	XP_056084148.1
SKDI_13G1120	XP_056084148.1
SKDI_13G1130	XP_056084149.1
SKDI_13G1140	XP_056084150.1
SKDI_13G1150	XP_056084151.1
SKDI_13G1160	XP_056084152.1
SKDI_13G1170	XP_056084153.1
SKDI_13G1180	XP_056084154.1
SKDI_13G1190	XP_056084155.1
SKDI_13G1190	XP_056084155.1
SKDI_13G1200	XP_056084156.1
SKDI_13G1210	XP_056084157.1
SKDI_13G1220	XP_056084158.1
SKDI_13G1230	XP_056084159.1
SKDI_13G1240	XP_056084160.1
SKDI_13G1250	XP_056084161.1
SKDI_13G1260	XP_056084162.1
SKDI_13G1280	XP_056084163.1
SKDI_13G1290	XP_056084164.1
SKDI_13G1300	XP_056084165.1
SKDI_13G1310	XP_056084166.1
SKDI_13G1320	XP_056084167.1
SKDI_13G1330	XP_056084168.1
SKDI_13G1340	XP_056084169.1
SKDI_13G1350	XP_056084170.1
SKDI_13G1360	XP_056084171.1
SKDI_13G1370	XP_056084172.1
SKDI_13G1380	XP_056084173.1
SKDI_13G1390	XP_056084174.1
SKDI_13G1400	XP_056084175.1
SKDI_13G1410	XP_056084176.1
SKDI_13G1420	XP_056084177.1
SKDI_13G1430	XP_056084178.1
SKDI_13G1440	XP_056084179.1
SKDI_13G1450	XP_056084180.1
SKDI_13G1460	XP_056084181.1
SKDI_13G1470	XP_056084182.1
SKDI_13G1490	XP_056084183.1
SKDI_13G1500	XP_056084184.1
SKDI_13G1510	XP_056084185.1
SKDI_13G1520	XP_056084186.1
SKDI_13G1530	XP_056084187.1
SKDI_13G1540	XP_056084188.1
SKDI_13G1550	XP_056084189.1
SKDI_13G1560	XP_056084190.1
SKDI_13G1570	XP_056084191.1
SKDI_13G1580	XP_056084192.1
SKDI_13G1590	XP_056084193.1
SKDI_13G1600	XP_056084194.1
SKDI_13G1610	XP_056084195.1
SKDI_13G1620	XP_056084196.1
SKDI_13G1630	XP_056084197.1
SKDI_13G1640	XP_056084198.1
SKDI_13G1650	XP_056084199.1
SKDI_13G1660	XP_056084200.1
SKDI_13G1670	XP_056084201.1
SKDI_13G1680	XP_056084202.1
SKDI_13G1680	XP_056084202.1
SKDI_13G1690	XP_056084203.1
SKDI_13G1700	XP_056084204.1
SKDI_13G1710	XP_056084205.1
SKDI_13G1720	XP_056084206.1
SKDI_13G1730	XP_056084207.1
SKDI_13G1740	XP_056084208.1
SKDI_13G1750	XP_056084209.1
SKDI_13G1760	XP_056084210.1
SKDI_13G1770	XP_056084211.1
SKDI_13G1780	XP_056084212.1
SKDI_13G1790	XP_056084213.1
SKDI_13G1800	XP_056084214.1
SKDI_13G1810	XP_056084215.1
SKDI_13G1820	XP_056084216.1
SKDI_13G1830	XP_056084217.1
SKDI_13G1840	XP_056084218.1
SKDI_13G1850	XP_056084219.1
SKDI_13G1860	XP_056084220.1
SKDI_13G1870	XP_056084221.1
SKDI_13G1880	XP_056084222.1
SKDI_13G1890	XP_056084223.1
SKDI_13G1900	XP_056084224.1
SKDI_13G1910	XP_056084225.1
SKDI_13G1920	XP_056084226.1
SKDI_13G1930	XP_056084227.1
SKDI_13G1950	XP_056084228.1
SKDI_13G1960	XP_056084229.1
SKDI_13G1970	XP_056084230.1
SKDI_13G1980	XP_056084231.1
SKDI_13G1990	XP_056084232.1
SKDI_13G2000	XP_056084233.1
SKDI_13G2010	XP_056084234.1
SKDI_13G2020	XP_056084235.1
SKDI_13G2030	XP_056084236.1
SKDI_13G2040	XP_056084237.1
SKDI_13G2050	XP_056084238.1
SKDI_13G2060	XP_056084239.1
SKDI_13G2080	XP_056084240.1
SKDI_13G2090	XP_056084241.1
SKDI_13G2100	XP_056084242.1
SKDI_13G2110	XP_056084243.1
SKDI_13G2110	XP_056084243.1
SKDI_13G2120	XP_056084244.1
SKDI_13G2130	XP_056084245.1
SKDI_13G2140	XP_056084246.1
SKDI_13G2150	XP_056084247.1
SKDI_13G2160	XP_056084248.1
SKDI_13G2170	XP_056084249.1
SKDI_13G2180	XP_056084250.1
SKDI_13G2190	XP_056084251.1
SKDI_13G2200	XP_056084252.1
SKDI_13G2210	XP_056084253.1
SKDI_13G2220	XP_056084254.1
SKDI_13G2230	XP_056084255.1
SKDI_13G2240	XP_056084256.1
SKDI_13G2250	XP_056084257.1
SKDI_13G2260	XP_056084258.1
SKDI_13G2270	XP_056084259.1
SKDI_13G2280	XP_056084260.1
SKDI_13G2290	XP_056084261.1
SKDI_13G2300	XP_056084262.1
SKDI_13G2310	XP_056084263.1
SKDI_13G2320	XP_056084264.1
SKDI_13G2330	XP_056084265.1
SKDI_13G2340	XP_056084266.1
SKDI_13G2350	XP_056084267.1
SKDI_13G2360	XP_056084268.1
SKDI_13G2370	XP_056084269.1
SKDI_13G2380	XP_056084270.1
SKDI_13G2390	XP_056084271.1
SKDI_13G2400	XP_056084272.1
SKDI_13G2410	XP_056084273.1
SKDI_13G2420	XP_056084274.1
SKDI_13G2430	XP_056084275.1
SKDI_13G2440	XP_056084276.1
SKDI_13G2450	XP_056084277.1
SKDI_13G2460	XP_056084278.1
SKDI_13G2460	XP_056084278.1
SKDI_13G2470	XP_056084279.1
SKDI_13G2480	XP_056084280.1
SKDI_13G2490	XP_056084281.1
SKDI_13G2500	XP_056084282.1
SKDI_13G2510	XP_056084283.1
SKDI_13G2520	XP_056084284.1
SKDI_13G2530	XP_056084285.1
SKDI_13G2540	XP_056084286.1
SKDI_13G2550	XP_056084287.1
SKDI_13G2550	XP_056084287.1
SKDI_13G2560	XP_056084288.1
SKDI_13G2570	XP_056084289.1
SKDI_13G2580	XP_056084290.1
SKDI_13G2590	XP_056084291.1
SKDI_13G2600	XP_056084292.1
SKDI_13G2610	XP_056084293.1
SKDI_13G2620	XP_056084294.1
SKDI_13G2630	XP_056084295.1
SKDI_13G2630	XP_056084295.1
SKDI_13G2640	XP_056084296.1
SKDI_13G2650	XP_056084297.1
SKDI_13G2670	XP_056084298.1
SKDI_13G2680	XP_056084299.1
SKDI_13G2690	XP_056084300.1
SKDI_13G2700	XP_056084301.1
SKDI_13G2710	XP_056084302.1
SKDI_13G2720	XP_056084303.1
SKDI_13G2720	XP_056084303.1
SKDI_13G2730	XP_056084304.1
SKDI_13G2730	XP_056084304.1
SKDI_13G2740	XP_056084305.1
SKDI_13G2750	XP_056084306.1
SKDI_13G2760	XP_056084307.1
SKDI_13G2770	XP_056084308.1
SKDI_13G2780	XP_056084309.1
SKDI_13G2790	XP_056084310.1
SKDI_13G2800	XP_056084311.1
SKDI_13G2810	XP_056084312.1
SKDI_13G2820	XP_056084313.1
SKDI_13G2830	XP_056084314.1
SKDI_13G2840	XP_056084315.1
SKDI_13G2850	XP_056084316.1
SKDI_13G2860	XP_056084317.1
SKDI_13G2870	XP_056084318.1
SKDI_13G2880	XP_056084319.1
SKDI_13G2900	XP_056084320.1
SKDI_13G2910	XP_056084321.1
SKDI_13G2920	XP_056084322.1
SKDI_13G2930	XP_056084323.1
SKDI_13G2940	XP_056084324.1
SKDI_13G2950	XP_056084325.1
SKDI_13G2960	XP_056084326.1
SKDI_13G2970	XP_056084327.1
SKDI_13G2980	XP_056084328.1
SKDI_13G2990	XP_056084329.1
SKDI_13G3000	XP_056084330.1
SKDI_13G3010	XP_056084331.1
SKDI_13G3020	XP_056084332.1
SKDI_13G3030	XP_056084333.1
SKDI_13G3040	XP_056084334.1
SKDI_13G3050	XP_056084335.1
SKDI_13G3060	XP_056084336.1
SKDI_13G3070	XP_056084337.1
SKDI_13G3080	XP_056084338.1
SKDI_13G3090	XP_056084339.1
SKDI_13G3100	XP_056084340.1
SKDI_13G3110	XP_056084341.1
SKDI_13G3120	XP_056084342.1
SKDI_13G3130	XP_056084343.1
SKDI_13G3140	XP_056084344.1
SKDI_13G3150	XP_056084345.1
SKDI_13G3160	XP_056084346.1
SKDI_13G3170	XP_056084347.1
SKDI_13G3180	XP_056084348.1
SKDI_13G3190	XP_056084349.1
SKDI_13G3200	XP_056084350.1
SKDI_13G3210	XP_056084351.1
SKDI_13G3220	XP_056084352.1
SKDI_13G3230	XP_056084353.1
SKDI_13G3240	XP_056084354.1
SKDI_13G3250	XP_056084355.1
SKDI_13G3260	XP_056084356.1
SKDI_13G3270	XP_056084357.1
SKDI_13G3280	XP_056084358.1
SKDI_13G3290	XP_056084359.1
SKDI_13G3300	XP_056084360.1
SKDI_13G3310	XP_056084361.1
SKDI_13G3320	XP_056084362.1
SKDI_13G3330	XP_056084363.1
SKDI_13G3340	XP_056084364.1
SKDI_13G3350	XP_056084365.1
SKDI_13G3360	XP_056084366.1
SKDI_13G3370	XP_056084367.1
SKDI_13G3380	XP_056084368.1
SKDI_13G3390	XP_056084369.1
SKDI_13G3400	XP_056084370.1
SKDI_13G3410	XP_056084371.1
SKDI_13G3420	XP_056084372.1
SKDI_13G3430	XP_056084373.1
SKDI_13G3440	XP_056084374.1
SKDI_13G3450	XP_056084375.1
SKDI_13G3460	XP_056084376.1
SKDI_13G3470	XP_056084377.1
SKDI_13G3480	XP_056084378.1
SKDI_13G3490	XP_056084379.1
SKDI_13G3500	XP_056084380.1
SKDI_13G3510	XP_056084381.1
SKDI_13G3520	XP_056084382.1
SKDI_13G3530	XP_056084383.1
SKDI_13G3540	XP_056084384.1
SKDI_13G3550	XP_056084385.1
SKDI_13G3550	XP_056084385.1
SKDI_13G3560	XP_056084386.1
SKDI_13G3570	XP_056084387.1
SKDI_13G3580	XP_056084388.1
SKDI_13G3590	XP_056084389.1
SKDI_13G3600	XP_056084390.1
SKDI_13G3600	XP_056084390.1
SKDI_13G3610	XP_056084391.1
SKDI_13G3620	XP_056084392.1
SKDI_13G3630	XP_056084393.1
SKDI_13G3640	XP_056084394.1
SKDI_13G3650	XP_056084395.1
SKDI_13G3660	XP_056084396.1
SKDI_13G3670	XP_056084397.1
SKDI_13G3680	XP_056084398.1
SKDI_13G3690	XP_056084399.1
SKDI_13G3700	XP_056084400.1
SKDI_13G3710	XP_056084401.1
SKDI_13G3720	XP_056084402.1
SKDI_13G3730	XP_056084403.1
SKDI_13G3740	XP_056084404.1
SKDI_13G3750	XP_056084405.1
SKDI_13G3760	XP_056084406.1
SKDI_13G3770	XP_056084407.1
SKDI_13G3780	XP_056084408.1
SKDI_13G3790	XP_056084409.1
SKDI_13G3800	XP_056084410.1
SKDI_13G3810	XP_056084411.1
SKDI_13G3820	XP_056084412.1
SKDI_13G3830	XP_056084413.1
SKDI_13G3840	XP_056084414.1
SKDI_13G3850	XP_056084415.1
SKDI_13G3860	XP_056084416.1
SKDI_13G3870	XP_056084417.1
SKDI_13G3880	XP_056084418.1
SKDI_13G3890	XP_056084419.1
SKDI_13G3900	XP_056084420.1
SKDI_13G3910	XP_056084421.1
SKDI_13G3920	XP_056084422.1
SKDI_13G3930	XP_056084423.1
SKDI_13G3940	XP_056084424.1
SKDI_13G3950	XP_056084425.1
SKDI_13G3960	XP_056084426.1
SKDI_13G3970	XP_056084427.1
SKDI_13G3980	XP_056084428.1
SKDI_13G3990	XP_056084429.1
SKDI_13G4000	XP_056084430.1
SKDI_13G4010	XP_056084431.1
SKDI_13G4040	XP_056084432.1
SKDI_13G4050	XP_056084433.1
SKDI_13G4060	XP_056084434.1
SKDI_13G4070	XP_056084435.1
SKDI_13G4080	XP_056084436.1
