SMKI_01G0010	XP_056080164.1
SMKI_12G1460	XP_056078129.1
SMKI_12G1480	XP_056078130.1
SMKI_12G1490	XP_056078131.1
SMKI_12G1490	XP_056078131.1
SMKI_12G1500	XP_056078132.1
SMKI_12G1510	XP_056078133.1
SMKI_12G1520	XP_056078134.1
SMKI_12G1530	XP_056078135.1
SMKI_12G1540	XP_056078136.1
SMKI_12G1550	XP_056078137.1
SMKI_12G1560	XP_056078138.1
SMKI_12G1570	XP_056078139.1
SMKI_12G1580	XP_056078140.1
SMKI_12G1590	XP_056078141.1
SMKI_12G1600	XP_056078142.1
SMKI_12G1610	XP_056078143.1
SMKI_12G1620	XP_056078144.1
SMKI_12G1630	XP_056078145.1
SMKI_12G1640	XP_056078146.1
SMKI_12G1640	XP_056078146.1
SMKI_12G1650	XP_056078147.1
SMKI_12G1660	XP_056078148.1
SMKI_12G1670	XP_056078149.1
SMKI_12G1680	XP_056078150.1
SMKI_12G1690	XP_056078151.1
SMKI_12G1700	XP_056078152.1
SMKI_12G1710	XP_056078153.1
SMKI_12G1720	XP_056078154.1
SMKI_12G1730	XP_056078155.1
SMKI_12G1740	XP_056078156.1
SMKI_12G1750	XP_056078157.1
SMKI_12G1760	XP_056078158.1
SMKI_12G1770	XP_056078159.1
SMKI_12G1780	XP_056078160.1
SMKI_12G1790	XP_056078161.1
SMKI_12G1800	XP_056078162.1
SMKI_12G1810	XP_056078163.1
SMKI_12G1820	XP_056078164.1
SMKI_12G1830	XP_056078165.1
SMKI_12G1840	XP_056078166.1
SMKI_12G1850	XP_056078167.1
SMKI_12G1860	XP_056078168.1
SMKI_12G1870	XP_056078169.1
SMKI_12G1880	XP_056078170.1
SMKI_12G1890	XP_056078171.1
SMKI_12G1900	XP_056078172.1
SMKI_12G1910	XP_056078173.1
SMKI_12G1920	XP_056078174.1
SMKI_12G1930	XP_056078175.1
SMKI_12G1940	XP_056078176.1
SMKI_12G1940	XP_056078176.1
SMKI_12G1950	XP_056078177.1
SMKI_12G1960	XP_056078178.1
SMKI_12G1970	XP_056078179.1
SMKI_12G1980	XP_056078180.1
SMKI_12G1990	XP_056078181.1
SMKI_12G2000	XP_056078182.1
SMKI_12G2010	XP_056078183.1
SMKI_12G2020	XP_056078184.1
SMKI_12G2030	XP_056078185.1
SMKI_12G2040	XP_056078186.1
SMKI_12G2050	XP_056078187.1
SMKI_12G2060	XP_056078188.1
SMKI_12G2070	XP_056078189.1
SMKI_12G2080	XP_056078190.1
SMKI_12G2090	XP_056078191.1
SMKI_12G2100	XP_056078192.1
SMKI_12G2110	XP_056078193.1
SMKI_12G2120	XP_056078194.1
SMKI_12G2130	XP_056078195.1
SMKI_12G2140	XP_056078196.1
SMKI_12G2150	XP_056078197.1
SMKI_12G2170	XP_056078198.1
SMKI_12G2180	XP_056078199.1
SMKI_12G2190	XP_056078200.1
SMKI_12G2200	XP_056078201.1
SMKI_12G2210	XP_056078202.1
SMKI_12G2220	XP_056078203.1
SMKI_12G2240	XP_056078204.1
SMKI_12G2250	XP_056078205.1
SMKI_12G2260	XP_056078206.1
SMKI_12G2270	XP_056078207.1
SMKI_12G2280	XP_056078208.1
SMKI_12G2290	XP_056078209.1
SMKI_12G2300	XP_056078210.1
SMKI_12G2310	XP_056078211.1
SMKI_12G2320	XP_056078212.1
SMKI_12G2330	XP_056078213.1
SMKI_12G2340	XP_056078214.1
SMKI_12G2350	XP_056078215.1
SMKI_12G2360	XP_056078216.1
SMKI_12G2370	XP_056078217.1
SMKI_12G2380	XP_056078218.1
SMKI_12G2390	XP_056078219.1
SMKI_12G2400	XP_056078220.1
SMKI_12G2410	XP_056078221.1
SMKI_12G2420	XP_056078222.1
SMKI_12G2420	XP_056078222.1
SMKI_12G2430	XP_056078223.1
SMKI_12G2440	XP_056078224.1
SMKI_12G2450	XP_056078225.1
SMKI_12G2460	XP_056078226.1
SMKI_12G2470	XP_056078227.1
SMKI_12G2480	XP_056078228.1
SMKI_12G2490	XP_056078229.1
SMKI_12G2500	XP_056078230.1
SMKI_12G2510	XP_056078231.1
SMKI_12G2520	XP_056078232.1
SMKI_12G2530	XP_056078233.1
SMKI_12G2540	XP_056078234.1
SMKI_12G2550	XP_056078235.1
SMKI_12G2550	XP_056078235.1
SMKI_12G2560	XP_056078236.1
SMKI_12G2570	XP_056078237.1
SMKI_12G2580	XP_056078238.1
SMKI_12G2590	XP_056078239.1
SMKI_12G2600	XP_056078240.1
SMKI_12G2610	XP_056078241.1
SMKI_12G2620	XP_056078242.1
SMKI_12G2630	XP_056078243.1
SMKI_12G2640	XP_056078244.1
SMKI_12G2650	XP_056078245.1
SMKI_12G2660	XP_056078246.1
SMKI_12G2660	XP_056078246.1
SMKI_12G2670	XP_056078247.1
SMKI_12G2680	XP_056078248.1
SMKI_12G2690	XP_056078249.1
SMKI_12G2700	XP_056078250.1
SMKI_12G2710	XP_056078251.1
SMKI_12G2720	XP_056078252.1
SMKI_12G2730	XP_056078253.1
SMKI_12G2740	XP_056078254.1
SMKI_12G2750	XP_056078255.1
SMKI_12G2760	XP_056078256.1
SMKI_12G2770	XP_056078257.1
SMKI_12G2780	XP_056078258.1
SMKI_12G2790	XP_056078259.1
SMKI_12G2800	XP_056078260.1
SMKI_12G2810	XP_056078261.1
SMKI_12G2840	XP_056078262.1
SMKI_12G2850	XP_056078263.1
SMKI_12G2870	XP_056078264.1
SMKI_12G2890	XP_056078265.1
SMKI_12G2900	XP_056078266.1
SMKI_12G2920	XP_056078267.1
SMKI_12G2930	XP_056078268.1
SMKI_12G2940	XP_056078269.1
SMKI_12G2950	XP_056078270.1
SMKI_12G2960	XP_056078271.1
SMKI_12G2970	XP_056078272.1
SMKI_12G2980	XP_056078273.1
SMKI_12G2990	XP_056078274.1
SMKI_12G3000	XP_056078275.1
SMKI_12G3010	XP_056078276.1
SMKI_12G3020	XP_056078277.1
SMKI_12G3030	XP_056078278.1
SMKI_12G3040	XP_056078279.1
SMKI_12G3050	XP_056078280.1
SMKI_12G3060	XP_056078281.1
SMKI_12G3070	XP_056078282.1
SMKI_12G3080	XP_056078283.1
SMKI_12G3090	XP_056078284.1
SMKI_12G3100	XP_056078285.1
SMKI_12G3110	XP_056078286.1
SMKI_12G3120	XP_056078287.1
SMKI_12G3130	XP_056078288.1
SMKI_12G3140	XP_056078289.1
SMKI_12G3150	XP_056078290.1
SMKI_12G3160	XP_056078291.1
SMKI_12G3170	XP_056078292.1
SMKI_12G3190	XP_056078293.1
SMKI_12G3200	XP_056078294.1
SMKI_12G3210	XP_056078295.1
SMKI_12G3220	XP_056078296.1
SMKI_12G3230	XP_056078297.1
SMKI_12G3240	XP_056078298.1
SMKI_12G3250	XP_056078299.1
SMKI_12G3260	XP_056078300.1
SMKI_12G3270	XP_056078301.1
SMKI_12G3280	XP_056078302.1
SMKI_12G3290	XP_056078303.1
SMKI_12G3300	XP_056078304.1
SMKI_12G3310	XP_056078305.1
SMKI_12G3320	XP_056078306.1
SMKI_12G3330	XP_056078307.1
SMKI_12G3330	XP_056078307.1
SMKI_12G3340	XP_056078308.1
SMKI_12G3350	XP_056078309.1
SMKI_12G3360	XP_056078310.1
SMKI_12G3380	XP_056078311.1
SMKI_12G3400	XP_056078312.1
SMKI_12G3410	XP_056078313.1
SMKI_12G3420	XP_056078314.1
SMKI_12G3430	XP_056078315.1
SMKI_12G3450	XP_056078316.1
SMKI_12G3460	XP_056078317.1
SMKI_12G3460	XP_056078317.1
SMKI_12G3470	XP_056078318.1
SMKI_12G3480	XP_056078319.1
SMKI_12G3490	XP_056078320.1
SMKI_12G3500	XP_056078321.1
SMKI_12G3510	XP_056078322.1
SMKI_12G3520	XP_056078323.1
SMKI_12G3530	XP_056078324.1
SMKI_12G3540	XP_056078325.1
SMKI_12G3550	XP_056078326.1
SMKI_12G3560	XP_056078327.1
SMKI_12G3570	XP_056078328.1
SMKI_12G3580	XP_056078329.1
SMKI_12G3590	XP_056078330.1
SMKI_12G3600	XP_056078331.1
SMKI_12G3610	XP_056078332.1
SMKI_12G3620	XP_056078333.1
SMKI_12G3620	XP_056078333.1
SMKI_12G3630	XP_056078334.1
SMKI_12G3640	XP_056078335.1
SMKI_12G3650	XP_056078336.1
SMKI_12G3660	XP_056078337.1
SMKI_12G3670	XP_056078338.1
SMKI_12G3680	XP_056078339.1
SMKI_12G3690	XP_056078340.1
SMKI_12G3700	XP_056078341.1
SMKI_12G3710	XP_056078342.1
SMKI_12G3720	XP_056078343.1
SMKI_12G3730	XP_056078344.1
SMKI_12G3730	XP_056078344.1
SMKI_12G3730	XP_056078344.1
SMKI_12G3740	XP_056078345.1
SMKI_12G3750	XP_056078346.1
SMKI_12G3760	XP_056078347.1
SMKI_12G3770	XP_056078348.1
SMKI_12G3780	XP_056078349.1
SMKI_12G3790	XP_056078350.1
SMKI_12G3800	XP_056078351.1
SMKI_12G3810	XP_056078352.1
SMKI_12G3820	XP_056078353.1
SMKI_12G3830	XP_056078354.1
SMKI_12G3835	XP_056078355.1
SMKI_12G3835	XP_056078355.1
SMKI_12G3840	XP_056078356.1
SMKI_12G3850	XP_056078357.1
SMKI_12G3860	XP_056078358.1
SMKI_12G3870	XP_056078359.1
SMKI_12G3880	XP_056078360.1
SMKI_12G3890	XP_056078361.1
SMKI_12G3900	XP_056078362.1
SMKI_12G3910	XP_056078363.1
SMKI_12G3920	XP_056078364.1
SMKI_12G3930	XP_056078365.1
SMKI_12G3940	XP_056078366.1
SMKI_12G3950	XP_056078367.1
SMKI_12G3960	XP_056078368.1
SMKI_12G3970	XP_056078369.1
SMKI_12G3990	XP_056078370.1
SMKI_12G4010	XP_056078371.1
SMKI_12G4020	XP_056078372.1
SMKI_12G4030	XP_056078373.1
SMKI_12G4040	XP_056078374.1
SMKI_12G4050	XP_056078375.1
SMKI_12G4060	XP_056078376.1
SMKI_12G4070	XP_056078377.1
SMKI_12G4080	XP_056078378.1
SMKI_12G4090	XP_056078379.1
SMKI_12G4100	XP_056078380.1
SMKI_12G4110	XP_056078381.1
SMKI_12G4120	XP_056078382.1
SMKI_12G4130	XP_056078383.1
SMKI_12G4140	XP_056078384.1
SMKI_12G4150	XP_056078385.1
SMKI_12G4160	XP_056078386.1
SMKI_12G4170	XP_056078387.1
SMKI_12G4170	XP_056078387.1
SMKI_12G4180	XP_056078388.1
SMKI_12G4190	XP_056078389.1
SMKI_12G4200	XP_056078390.1
SMKI_12G4210	XP_056078391.1
SMKI_12G4220	XP_056078392.1
SMKI_12G4230	XP_056078393.1
SMKI_12G4240	XP_056078394.1
SMKI_12G4250	XP_056078395.1
SMKI_12G4260	XP_056078396.1
SMKI_12G4270	XP_056078397.1
SMKI_12G4280	XP_056078398.1
SMKI_12G4290	XP_056078399.1
SMKI_12G4300	XP_056078400.1
SMKI_12G4310	XP_056078401.1
SMKI_12G4320	XP_056078402.1
SMKI_12G4330	XP_056078403.1
SMKI_12G4340	XP_056078404.1
SMKI_12G4350	XP_056078405.1
SMKI_12G4360	XP_056078406.1
SMKI_12G4370	XP_056078407.1
SMKI_12G4380	XP_056078408.1
SMKI_12G4390	XP_056078409.1
SMKI_12G4400	XP_056078410.1
SMKI_12G4410	XP_056078411.1
SMKI_12G4420	XP_056078412.1
SMKI_12G4430	XP_056078413.1
SMKI_12G4440	XP_056078414.1
SMKI_12G4450	XP_056078415.1
SMKI_12G4460	XP_056078416.1
SMKI_12G4470	XP_056078417.1
SMKI_12G4490	XP_056078418.1
SMKI_12G4500	XP_056078419.1
SMKI_12G4510	XP_056078420.1
SMKI_12G4520	XP_056078421.1
SMKI_12G4530	XP_056078422.1
SMKI_12G4530	XP_056078422.1
SMKI_12G4540	XP_056078423.1
SMKI_12G4550	XP_056078424.1
SMKI_12G4560	XP_056078425.1
SMKI_12G4570	XP_056078426.1
SMKI_12G4580	XP_056078427.1
SMKI_12G4590	XP_056078428.1
SMKI_12G4600	XP_056078429.1
SMKI_12G4610	XP_056078430.1
SMKI_12G4620	XP_056078431.1
SMKI_12G4630	XP_056078432.1
SMKI_12G4640	XP_056078433.1
SMKI_12G4650	XP_056078434.1
SMKI_12G4660	XP_056078435.1
SMKI_12G4670	XP_056078436.1
SMKI_12G4680	XP_056078437.1
SMKI_12G4690	XP_056078438.1
SMKI_12G4700	XP_056078439.1
SMKI_12G4710	XP_056078440.1
SMKI_12G4710	XP_056078440.1
SMKI_12G4720	XP_056078441.1
SMKI_12G4730	XP_056078442.1
SMKI_12G4740	XP_056078443.1
SMKI_12G4750	XP_056078444.1
SMKI_12G4760	XP_056078445.1
SMKI_12G4770	XP_056078446.1
SMKI_12G4780	XP_056078447.1
SMKI_12G4790	XP_056078448.1
SMKI_12G4800	XP_056078449.1
SMKI_12G4820	XP_056078450.1
SMKI_12G4830	XP_056078451.1
SMKI_12G4840	XP_056078452.1
SMKI_12G4850	XP_056078453.1
SMKI_12G4860	XP_056078454.1
SMKI_12G4870	XP_056078455.1
SMKI_12G4880	XP_056078456.1
SMKI_12G4900	XP_056078457.1
SMKI_12G4900	XP_056078457.1
SMKI_12G4910	XP_056078458.1
SMKI_12G4920	XP_056078459.1
SMKI_12G4930	XP_056078460.1
SMKI_12G4930	XP_056078460.1
SMKI_12G4940	XP_056078461.1
SMKI_12G4950	XP_056078462.1
SMKI_12G4960	XP_056078463.1
SMKI_12G4970	XP_056078464.1
SMKI_12G4980	XP_056078465.1
SMKI_12G4990	XP_056078466.1
SMKI_12G5000	XP_056078467.1
SMKI_12G5010	XP_056078468.1
SMKI_12G5020	XP_056078469.1
SMKI_12G5030	XP_056078470.1
SMKI_12G5040	XP_056078471.1
SMKI_12G5050	XP_056078472.1
SMKI_12G5055	XP_056078473.1
SMKI_13G0010	XP_056078474.1
SMKI_13G0020	XP_056078475.1
SMKI_13G0030	XP_056078476.1
SMKI_13G0040	XP_056078477.1
SMKI_13G0050	XP_056078478.1
SMKI_13G0060	XP_056078479.1
SMKI_13G0070	XP_056078480.1
SMKI_13G0080	XP_056078481.1
SMKI_13G0090	XP_056078482.1
SMKI_13G0100	XP_056078483.1
SMKI_13G0100	XP_056078483.1
SMKI_13G0110	XP_056078484.1
SMKI_13G0120	XP_056078485.1
SMKI_13G0130	XP_056078486.1
SMKI_13G0140	XP_056078487.1
SMKI_13G0150	XP_056078488.1
SMKI_13G0160	XP_056078489.1
SMKI_13G0180	XP_056078490.1
SMKI_13G0190	XP_056078491.1
SMKI_13G0200	XP_056078492.1
SMKI_13G0210	XP_056078493.1
SMKI_13G0220	XP_056078494.1
SMKI_13G0230	XP_056078495.1
SMKI_13G0240	XP_056078496.1
SMKI_13G0250	XP_056078497.1
SMKI_13G0260	XP_056078498.1
SMKI_13G0270	XP_056078499.1
SMKI_13G0280	XP_056078500.1
SMKI_13G0290	XP_056078501.1
SMKI_13G0300	XP_056078502.1
SMKI_13G0310	XP_056078503.1
SMKI_13G0320	XP_056078504.1
SMKI_13G0330	XP_056078505.1
SMKI_13G0340	XP_056078506.1
SMKI_13G0350	XP_056078507.1
SMKI_13G0360	XP_056078508.1
SMKI_13G0370	XP_056078509.1
SMKI_13G0380	XP_056078510.1
SMKI_13G0390	XP_056078511.1
SMKI_13G0400	XP_056078512.1
SMKI_13G0400	XP_056078512.1
SMKI_13G0410	XP_056078513.1
SMKI_13G0420	XP_056078514.1
SMKI_13G0430	XP_056078515.1
SMKI_13G0440	XP_056078516.1
SMKI_13G0450	XP_056078517.1
SMKI_13G0460	XP_056078518.1
SMKI_13G0470	XP_056078519.1
SMKI_13G0470	XP_056078519.1
SMKI_13G0480	XP_056078520.1
SMKI_13G0490	XP_056078521.1
SMKI_13G0500	XP_056078522.1
SMKI_13G0510	XP_056078523.1
SMKI_13G0520	XP_056078524.1
SMKI_13G0530	XP_056078525.1
SMKI_13G0540	XP_056078526.1
SMKI_13G0550	XP_056078527.1
SMKI_13G0560	XP_056078528.1
SMKI_13G0570	XP_056078529.1
SMKI_13G0580	XP_056078530.1
SMKI_13G0590	XP_056078531.1
SMKI_13G0590	XP_056078531.1
SMKI_13G0600	XP_056078532.1
SMKI_13G0610	XP_056078533.1
SMKI_13G0620	XP_056078534.1
SMKI_13G0630	XP_056078535.1
SMKI_13G0640	XP_056078536.1
SMKI_13G0650	XP_056078537.1
SMKI_13G0650	XP_056078537.1
SMKI_13G0660	XP_056078538.1
SMKI_13G0670	XP_056078539.1
SMKI_13G0680	XP_056078540.1
SMKI_13G0690	XP_056078541.1
SMKI_13G0700	XP_056078542.1
SMKI_13G0710	XP_056078543.1
SMKI_13G0720	XP_056078544.1
SMKI_13G0730	XP_056078545.1
SMKI_13G0740	XP_056078546.1
SMKI_13G0750	XP_056078547.1
SMKI_13G0760	XP_056078548.1
SMKI_13G0770	XP_056078549.1
SMKI_13G0770	XP_056078549.1
SMKI_13G0780	XP_056078550.1
SMKI_13G0790	XP_056078551.1
SMKI_13G0800	XP_056078552.1
SMKI_13G0810	XP_056078553.1
SMKI_13G0820	XP_056078554.1
SMKI_13G0830	XP_056078555.1
SMKI_13G0840	XP_056078556.1
SMKI_13G0850	XP_056078557.1
SMKI_13G0860	XP_056078558.1
SMKI_13G0870	XP_056078559.1
SMKI_13G0880	XP_056078560.1
SMKI_13G0890	XP_056078561.1
SMKI_13G0900	XP_056078562.1
SMKI_13G0910	XP_056078563.1
SMKI_13G0920	XP_056078564.1
SMKI_13G0930	XP_056078565.1
SMKI_13G0940	XP_056078566.1
SMKI_13G0950	XP_056078567.1
SMKI_13G0950	XP_056078567.1
SMKI_13G0960	XP_056078568.1
SMKI_13G0970	XP_056078569.1
SMKI_13G0980	XP_056078570.1
SMKI_13G0990	XP_056078571.1
SMKI_13G1000	XP_056078572.1
SMKI_13G1010	XP_056078573.1
SMKI_13G1020	XP_056078574.1
SMKI_13G1020	XP_056078574.1
SMKI_13G1030	XP_056078575.1
SMKI_13G1040	XP_056078576.1
SMKI_13G1040	XP_056078576.1
SMKI_13G1050	XP_056078577.1
SMKI_13G1060	XP_056078578.1
SMKI_13G1070	XP_056078579.1
SMKI_13G1080	XP_056078580.1
SMKI_13G1090	XP_056078581.1
SMKI_13G1100	XP_056078582.1
SMKI_13G1110	XP_056078583.1
SMKI_13G1110	XP_056078583.1
SMKI_13G1120	XP_056078584.1
SMKI_13G1130	XP_056078585.1
SMKI_13G1140	XP_056078586.1
SMKI_13G1150	XP_056078587.1
SMKI_13G1160	XP_056078588.1
SMKI_13G1170	XP_056078589.1
SMKI_13G1180	XP_056078590.1
SMKI_13G1200	XP_056078591.1
SMKI_13G1210	XP_056078592.1
SMKI_13G1220	XP_056078593.1
SMKI_13G1230	XP_056078594.1
SMKI_13G1240	XP_056078595.1
SMKI_13G1250	XP_056078596.1
SMKI_13G1260	XP_056078597.1
SMKI_13G1270	XP_056078598.1
SMKI_13G1280	XP_056078599.1
SMKI_13G1290	XP_056078600.1
SMKI_13G1300	XP_056078601.1
SMKI_13G1310	XP_056078602.1
SMKI_13G1320	XP_056078603.1
SMKI_13G1330	XP_056078604.1
SMKI_13G1340	XP_056078605.1
SMKI_13G1350	XP_056078606.1
SMKI_13G1360	XP_056078607.1
SMKI_13G1370	XP_056078608.1
SMKI_13G1380	XP_056078609.1
SMKI_13G1390	XP_056078610.1
SMKI_13G1400	XP_056078611.1
SMKI_13G1420	XP_056078612.1
SMKI_13G1430	XP_056078613.1
SMKI_13G1440	XP_056078614.1
SMKI_13G1450	XP_056078615.1
SMKI_13G1460	XP_056078616.1
SMKI_13G1470	XP_056078617.1
SMKI_13G1480	XP_056078618.1
SMKI_13G1490	XP_056078619.1
SMKI_13G1500	XP_056078620.1
SMKI_13G1510	XP_056078621.1
SMKI_13G1515	XP_056078622.1
SMKI_13G1520	XP_056078623.1
SMKI_13G1530	XP_056078624.1
SMKI_13G1540	XP_056078625.1
SMKI_13G1550	XP_056078626.1
SMKI_13G1560	XP_056078627.1
SMKI_13G1570	XP_056078628.1
SMKI_13G1580	XP_056078629.1
SMKI_13G1590	XP_056078630.1
SMKI_13G1600	XP_056078631.1
SMKI_13G1610	XP_056078632.1
SMKI_13G1620	XP_056078633.1
SMKI_13G1630	XP_056078634.1
SMKI_13G1640	XP_056078635.1
SMKI_13G1650	XP_056078636.1
SMKI_13G1660	XP_056078637.1
SMKI_13G1670	XP_056078638.1
SMKI_13G1680	XP_056078639.1
SMKI_13G1690	XP_056078640.1
SMKI_13G1700	XP_056078641.1
SMKI_13G1710	XP_056078642.1
SMKI_13G1720	XP_056078643.1
SMKI_13G1730	XP_056078644.1
SMKI_13G1740	XP_056078645.1
SMKI_13G1750	XP_056078646.1
SMKI_13G1760	XP_056078647.1
SMKI_13G1770	XP_056078648.1
SMKI_13G1780	XP_056078649.1
SMKI_13G1790	XP_056078650.1
SMKI_13G1800	XP_056078651.1
SMKI_13G1810	XP_056078652.1
SMKI_13G1820	XP_056078653.1
SMKI_13G1830	XP_056078654.1
SMKI_13G1840	XP_056078655.1
SMKI_13G1850	XP_056078656.1
SMKI_13G1860	XP_056078657.1
SMKI_13G1870	XP_056078658.1
SMKI_13G1880	XP_056078659.1
SMKI_13G1890	XP_056078660.1
SMKI_13G1900	XP_056078661.1
SMKI_13G1910	XP_056078662.1
SMKI_13G1920	XP_056078663.1
SMKI_13G1930	XP_056078664.1
SMKI_13G1940	XP_056078665.1
SMKI_13G1950	XP_056078666.1
SMKI_13G1960	XP_056078667.1
SMKI_13G1970	XP_056078668.1
SMKI_13G1980	XP_056078669.1
SMKI_13G1990	XP_056078670.1
SMKI_13G2000	XP_056078671.1
SMKI_13G2010	XP_056078672.1
SMKI_13G2030	XP_056078673.1
SMKI_13G2040	XP_056078674.1
SMKI_13G2050	XP_056078675.1
SMKI_13G2060	XP_056078676.1
SMKI_13G2060	XP_056078676.1
SMKI_13G2070	XP_056078677.1
SMKI_13G2080	XP_056078678.1
SMKI_13G2090	XP_056078679.1
SMKI_13G2100	XP_056078680.1
SMKI_13G2110	XP_056078681.1
SMKI_13G2120	XP_056078682.1
SMKI_13G2130	XP_056078683.1
SMKI_13G2140	XP_056078684.1
SMKI_13G2150	XP_056078685.1
SMKI_13G2160	XP_056078686.1
SMKI_13G2170	XP_056078687.1
SMKI_13G2180	XP_056078688.1
SMKI_13G2190	XP_056078689.1
SMKI_13G2200	XP_056078690.1
SMKI_13G2210	XP_056078691.1
SMKI_13G2220	XP_056078692.1
SMKI_13G2230	XP_056078693.1
SMKI_13G2240	XP_056078694.1
SMKI_13G2250	XP_056078695.1
SMKI_13G2260	XP_056078696.1
SMKI_13G2270	XP_056078697.1
SMKI_13G2280	XP_056078698.1
SMKI_13G2290	XP_056078699.1
SMKI_13G2300	XP_056078700.1
SMKI_13G2310	XP_056078701.1
SMKI_13G2320	XP_056078702.1
SMKI_13G2330	XP_056078703.1
SMKI_13G2340	XP_056078704.1
SMKI_13G2350	XP_056078705.1
SMKI_13G2360	XP_056078706.1
SMKI_13G2370	XP_056078707.1
SMKI_13G2380	XP_056078708.1
SMKI_13G2390	XP_056078709.1
SMKI_13G2400	XP_056078710.1
SMKI_13G2400	XP_056078710.1
SMKI_13G2410	XP_056078711.1
SMKI_13G2420	XP_056078712.1
SMKI_13G2430	XP_056078713.1
SMKI_13G2440	XP_056078714.1
SMKI_13G2450	XP_056078715.1
SMKI_13G2460	XP_056078716.1
SMKI_13G2470	XP_056078717.1
SMKI_13G2480	XP_056078718.1
SMKI_13G2480	XP_056078718.1
SMKI_13G2490	XP_056078719.1
SMKI_13G2500	XP_056078720.1
SMKI_13G2510	XP_056078721.1
SMKI_13G2520	XP_056078722.1
SMKI_13G2530	XP_056078723.1
SMKI_13G2540	XP_056078724.1
SMKI_13G2550	XP_056078725.1
SMKI_13G2560	XP_056078726.1
SMKI_13G2560	XP_056078726.1
SMKI_13G2570	XP_056078727.1
SMKI_13G2580	XP_056078728.1
SMKI_13G2590	XP_056078729.1
SMKI_13G2600	XP_056078730.1
SMKI_13G2610	XP_056078731.1
SMKI_13G2620	XP_056078732.1
SMKI_13G2630	XP_056078733.1
SMKI_13G2640	XP_056078734.1
SMKI_13G2640	XP_056078734.1
SMKI_13G2650	XP_056078735.1
SMKI_13G2650	XP_056078735.1
SMKI_13G2660	XP_056078736.1
SMKI_13G2670	XP_056078737.1
SMKI_13G2680	XP_056078738.1
SMKI_13G2690	XP_056078739.1
SMKI_13G2700	XP_056078740.1
SMKI_13G2710	XP_056078741.1
SMKI_13G2720	XP_056078742.1
SMKI_13G2730	XP_056078743.1
SMKI_13G2740	XP_056078744.1
SMKI_13G2750	XP_056078745.1
SMKI_13G2760	XP_056078746.1
SMKI_13G2770	XP_056078747.1
SMKI_13G2780	XP_056078748.1
SMKI_13G2790	XP_056078749.1
SMKI_13G2800	XP_056078750.1
SMKI_13G2820	XP_056078751.1
SMKI_13G2830	XP_056078752.1
SMKI_13G2840	XP_056078753.1
SMKI_13G2850	XP_056078754.1
SMKI_13G2860	XP_056078755.1
SMKI_13G2870	XP_056078756.1
SMKI_13G2880	XP_056078757.1
SMKI_13G2890	XP_056078758.1
SMKI_13G2900	XP_056078759.1
SMKI_13G2910	XP_056078760.1
SMKI_13G2920	XP_056078761.1
SMKI_13G2930	XP_056078762.1
SMKI_13G2940	XP_056078763.1
SMKI_13G2950	XP_056078764.1
SMKI_13G2960	XP_056078765.1
SMKI_13G2970	XP_056078766.1
SMKI_13G2980	XP_056078767.1
SMKI_13G2990	XP_056078768.1
SMKI_13G3000	XP_056078769.1
SMKI_13G3010	XP_056078770.1
SMKI_13G3020	XP_056078771.1
SMKI_13G3030	XP_056078772.1
SMKI_13G3040	XP_056078773.1
SMKI_13G3050	XP_056078774.1
SMKI_13G3060	XP_056078775.1
SMKI_13G3070	XP_056078776.1
SMKI_13G3080	XP_056078777.1
SMKI_13G3090	XP_056078778.1
SMKI_13G3100	XP_056078779.1
SMKI_13G3110	XP_056078780.1
SMKI_13G3120	XP_056078781.1
SMKI_13G3130	XP_056078782.1
SMKI_13G3140	XP_056078783.1
SMKI_13G3150	XP_056078784.1
SMKI_13G3160	XP_056078785.1
SMKI_13G3170	XP_056078786.1
SMKI_13G3180	XP_056078787.1
SMKI_13G3190	XP_056078788.1
SMKI_13G3200	XP_056078789.1
SMKI_13G3210	XP_056078790.1
SMKI_13G3220	XP_056078791.1
SMKI_13G3230	XP_056078792.1
SMKI_13G3240	XP_056078793.1
SMKI_13G3250	XP_056078794.1
SMKI_13G3260	XP_056078795.1
SMKI_13G3270	XP_056078796.1
SMKI_13G3280	XP_056078797.1
SMKI_13G3290	XP_056078798.1
SMKI_13G3300	XP_056078799.1
SMKI_13G3310	XP_056078800.1
SMKI_13G3320	XP_056078801.1
SMKI_13G3330	XP_056078802.1
SMKI_13G3340	XP_056078803.1
SMKI_13G3350	XP_056078804.1
SMKI_13G3360	XP_056078805.1
SMKI_13G3370	XP_056078806.1
SMKI_13G3380	XP_056078807.1
SMKI_13G3390	XP_056078808.1
SMKI_13G3400	XP_056078809.1
SMKI_13G3410	XP_056078810.1
SMKI_13G3420	XP_056078811.1
SMKI_13G3430	XP_056078812.1
SMKI_13G3440	XP_056078813.1
SMKI_13G3450	XP_056078814.1
SMKI_13G3460	XP_056078815.1
SMKI_13G3470	XP_056078816.1
SMKI_13G3480	XP_056078817.1
SMKI_13G3490	XP_056078818.1
SMKI_13G3500	XP_056078819.1
SMKI_13G3510	XP_056078820.1
SMKI_13G3510	XP_056078820.1
SMKI_13G3520	XP_056078821.1
SMKI_13G3530	XP_056078822.1
SMKI_13G3540	XP_056078823.1
SMKI_13G3550	XP_056078824.1
SMKI_13G3560	XP_056078825.1
SMKI_13G3570	XP_056078826.1
SMKI_13G3580	XP_056078827.1
SMKI_13G3590	XP_056078828.1
SMKI_13G3600	XP_056078829.1
