DI49_0001	XP_018224050.1
DI49_4499	XP_018219645.1
DI49_4500	XP_018219646.1
DI49_4501	XP_018219647.1
DI49_4502	XP_018219648.1
DI49_4503	XP_018219649.1
DI49_4504	XP_018219650.1
DI49_4505	XP_018219651.1
DI49_4506	XP_018219652.1
DI49_4507	XP_018219653.1
DI49_4508	XP_018219654.1
DI49_4509	XP_018219655.1
DI49_4510	XP_018219656.1
DI49_4511	XP_018219657.1
DI49_4512	XP_018219658.1
DI49_4513	XP_018219659.1
DI49_4514	XP_018219660.1
DI49_4515	XP_018219661.1
DI49_4516	XP_018219662.1
DI49_4517	XP_018219663.1
DI49_4518	XP_018219664.1
DI49_4519	XP_018219665.1
DI49_4520	XP_018219666.1
DI49_4521	XP_018219667.1
DI49_4522	XP_018219668.1
DI49_4523	XP_018219669.1
DI49_4524	XP_018219670.1
DI49_4525	XP_018219671.1
DI49_4526	XP_018219672.1
DI49_4527	XP_018219673.1
DI49_4528	XP_018219674.1
DI49_4529	XP_018219675.1
DI49_4530	XP_018219676.1
DI49_4531	XP_018219677.1
DI49_4532	XP_018219678.1
DI49_4533	XP_018219679.1
DI49_4534	XP_018219680.1
DI49_4535	XP_018219681.1
DI49_4536	XP_018219682.1
DI49_4537	XP_018219683.1
DI49_4538	XP_018219684.1
DI49_4539	XP_018219685.1
DI49_4540	XP_018219686.1
DI49_4541	XP_018219687.1
DI49_4542	XP_018219688.1
DI49_4543	XP_018219689.1
DI49_4544	XP_018219690.1
DI49_4545	XP_018219691.1
DI49_4546	XP_018219692.1
DI49_4547	XP_018219693.1
DI49_4548	XP_018219694.1
DI49_4549	XP_018219695.1
DI49_4550	XP_018219696.1
DI49_4551	XP_018219697.1
DI49_4552	XP_018219698.1
DI49_4553	XP_018219699.1
DI49_4554	XP_018219700.1
DI49_4555	XP_018219701.1
DI49_4556	XP_018219702.1
DI49_4557	XP_018219703.1
DI49_4558	XP_018219704.1
DI49_4559	XP_018219705.1
DI49_4560	XP_018219706.1
DI49_4561	XP_018219707.1
DI49_4562	XP_018219708.1
DI49_4563	XP_018219709.1
DI49_4564	XP_018219710.1
DI49_4565	XP_018219711.1
DI49_4566	XP_018219712.1
DI49_4567	XP_018219713.1
DI49_4568	XP_018219714.1
DI49_4569	XP_018219715.1
DI49_4570	XP_018219716.1
DI49_4571	XP_018219717.1
DI49_4572	XP_018219718.1
DI49_4573	XP_018219719.1
DI49_4574	XP_018219720.1
DI49_4575	XP_018219721.1
DI49_4575	XP_018219721.1
DI49_4576	XP_018219722.1
DI49_4577	XP_018219723.1
DI49_4578	XP_018219724.1
DI49_4579	XP_018219725.1
DI49_4580	XP_018219726.1
DI49_4581	XP_018219727.1
DI49_4582	XP_018219728.1
DI49_4583	XP_018219729.1
DI49_4584	XP_018219730.1
DI49_4585	XP_018219731.1
DI49_4586	XP_018219732.1
DI49_4587	XP_018219733.1
DI49_4588	XP_018219734.1
DI49_4589	XP_018219735.1
DI49_4589	XP_018219735.1
DI49_4590	XP_018219736.1
DI49_4591	XP_018219737.1
DI49_4592	XP_018219738.1
DI49_4593	XP_018219739.1
DI49_4594	XP_018219740.1
DI49_4595	XP_018219741.1
DI49_4596	XP_018219742.1
DI49_4597	XP_018219743.1
DI49_4598	XP_018219744.1
DI49_4599	XP_018219745.1
DI49_4600	XP_018219746.1
DI49_4601	XP_018219747.1
DI49_4602	XP_018219748.1
DI49_4604	XP_018219749.1
DI49_4605	XP_018219750.1
DI49_4606	XP_018219751.1
DI49_4607	XP_018219752.1
DI49_4608	XP_018219753.1
DI49_4609	XP_018219754.1
DI49_4610	XP_018219755.1
DI49_4611	XP_018219756.1
DI49_4612	XP_018219757.1
DI49_4613	XP_018219758.1
DI49_4614	XP_018219759.1
DI49_4615	XP_018219760.1
DI49_4616	XP_018219761.1
DI49_4617	XP_018219762.1
DI49_4618	XP_018219763.1
DI49_4619	XP_018219764.1
DI49_4620	XP_018219765.1
DI49_4621	XP_018219766.1
DI49_4622	XP_018219767.1
DI49_4623	XP_018219768.1
DI49_4624	XP_018219769.1
DI49_4625	XP_018219770.1
DI49_4626	XP_018219771.1
DI49_4627	XP_018219772.1
DI49_4628	XP_018219773.1
DI49_4629	XP_018219774.1
DI49_4630	XP_018219775.1
DI49_4631	XP_018219776.1
DI49_4632	XP_018219777.1
DI49_4633	XP_018219778.1
DI49_4634	XP_018219779.1
DI49_4636	XP_018219780.1
DI49_4636	XP_018219780.1
DI49_4637	XP_018219781.1
DI49_4638	XP_018219782.1
DI49_4639	XP_018219783.1
DI49_4640	XP_018219784.1
DI49_4641	XP_018219785.1
DI49_4642	XP_018219786.1
DI49_4643	XP_018219787.1
DI49_4644	XP_018219788.1
DI49_4645	XP_018219789.1
DI49_4646	XP_018219790.1
DI49_4647	XP_018219791.1
DI49_4648	XP_018219792.1
DI49_4649	XP_018219793.1
DI49_4650	XP_018219794.1
DI49_4651	XP_018219795.1
DI49_4652	XP_018219796.1
DI49_4653	XP_018219797.1
DI49_4654	XP_018219798.1
DI49_4655	XP_018219799.1
DI49_4656	XP_018219800.1
DI49_4657	XP_018219801.1
DI49_4658	XP_018219802.1
DI49_4659	XP_018219803.1
DI49_4660	XP_018219804.1
DI49_4661	XP_018219805.1
DI49_4662	XP_018219806.1
DI49_4663	XP_018219807.1
DI49_4664	XP_018219808.1
DI49_4665	XP_018219809.1
DI49_4666	XP_018219810.1
DI49_4667	XP_018219811.1
DI49_4668	XP_018219812.1
DI49_4669	XP_018219813.1
DI49_4670	XP_018219814.1
DI49_4671	XP_018219815.1
DI49_4672	XP_018219816.1
DI49_4673	XP_018219817.1
DI49_4674	XP_018219818.1
DI49_4676	XP_018219819.1
DI49_4677	XP_018219820.1
DI49_4678	XP_018219821.1
DI49_4679	XP_018219822.1
DI49_4680	XP_018219823.1
DI49_4681	XP_018219824.1
DI49_4682	XP_018219825.1
DI49_4683	XP_018219826.1
DI49_4684	XP_018219827.1
DI49_4685	XP_018219828.1
DI49_4686	XP_018219829.1
DI49_4686	XP_018219829.1
DI49_4688	XP_018219830.1
DI49_4689	XP_018219831.1
DI49_4691	XP_018219832.1
DI49_4692	XP_018219833.1
DI49_4693	XP_018219834.1
DI49_4693	XP_018219834.1
DI49_4694	XP_018219835.1
DI49_4695	XP_018219836.1
DI49_4696	XP_018219837.1
DI49_4697	XP_018219838.1
DI49_4698	XP_018219839.1
DI49_4700	XP_018219840.1
DI49_4702	XP_018219841.1
DI49_4703	XP_018219842.1
DI49_4704	XP_018219843.1
DI49_4705	XP_018219844.1
DI49_4706	XP_018219845.1
DI49_4707	XP_018219846.1
DI49_4708	XP_018219847.1
DI49_4709	XP_018219848.1
DI49_4710	XP_018219849.1
DI49_4711	XP_018219850.1
DI49_4712	XP_018219851.1
DI49_4713	XP_018219852.1
DI49_4714	XP_018219853.1
DI49_4715	XP_018219854.1
DI49_4716	XP_018219855.1
DI49_4717	XP_018219856.1
DI49_4718	XP_018219857.1
DI49_4719	XP_018219858.1
DI49_4721	XP_018219859.1
DI49_4722	XP_018219860.1
DI49_4723	XP_018219861.1
DI49_4724	XP_018219862.1
DI49_4725	XP_018219863.1
DI49_4726	XP_018219864.1
DI49_4727	XP_018219865.1
DI49_4728	XP_018219866.1
DI49_4729	XP_018219867.1
DI49_4730	XP_018219868.1
DI49_4731	XP_018219869.1
DI49_4732	XP_018219870.1
DI49_4733	XP_018219871.1
DI49_4734	XP_018219872.1
DI49_4735	XP_018219873.1
DI49_4738	XP_018219874.1
DI49_4739	XP_018219875.1
DI49_4740	XP_018219876.1
DI49_4741	XP_018219877.1
DI49_4742	XP_018219878.1
DI49_4743	XP_018219879.1
DI49_4744	XP_018219880.1
DI49_4745	XP_018219881.1
DI49_4746	XP_018219882.1
DI49_4747	XP_018219883.1
DI49_4748	XP_018219884.1
DI49_4749	XP_018219885.1
DI49_4750	XP_018219886.1
DI49_4751	XP_018219887.1
DI49_4752	XP_018219888.1
DI49_4753	XP_018219889.1
DI49_4754	XP_018219890.1
DI49_4755	XP_018219891.1
DI49_4756	XP_018219892.1
DI49_4757	XP_018219893.1
DI49_4758	XP_018219894.1
DI49_4759	XP_018219895.1
DI49_4760	XP_018219896.1
DI49_4761	XP_018219897.1
DI49_4762	XP_018219898.1
DI49_4763	XP_018219899.1
DI49_4764	XP_018219900.1
DI49_4765	XP_018219901.1
DI49_4766	XP_018219902.1
DI49_4767	XP_018219903.1
DI49_4768	XP_018219904.1
DI49_4769	XP_018219905.1
DI49_4770	XP_018219906.1
DI49_4771	XP_018219907.1
DI49_4772	XP_018219908.1
DI49_4773	XP_018219909.1
DI49_4774	XP_018219910.1
DI49_4775	XP_018219911.1
DI49_4776	XP_018219912.1
DI49_4777	XP_018219913.1
DI49_4778	XP_018219914.1
DI49_4779	XP_018219915.1
DI49_4780	XP_018219916.1
DI49_4781	XP_018219917.1
DI49_4782	XP_018219918.1
DI49_4783	XP_018219919.1
DI49_4784	XP_018219920.1
DI49_4785	XP_018219921.1
DI49_4786	XP_018219922.1
DI49_4787	XP_018219923.1
DI49_4789	XP_018219924.1
DI49_4790	XP_018219925.1
DI49_4791	XP_018219926.1
DI49_4792	XP_018219927.1
DI49_4793	XP_018219928.1
DI49_4794	XP_018219929.1
DI49_4795	XP_018219930.1
DI49_4796	XP_018219931.1
DI49_4797	XP_018219932.1
DI49_4798	XP_018219933.1
DI49_4799	XP_018219934.1
DI49_4800	XP_018219935.1
DI49_4801	XP_018219936.1
DI49_2254	XP_018221644.1
DI49_2255	XP_018221645.1
DI49_2256	XP_018221646.1
DI49_2257	XP_018221647.1
DI49_2258	XP_018221648.1
DI49_2259	XP_018221649.1
DI49_2260	XP_018221650.1
DI49_2261	XP_018221651.1
DI49_2262	XP_018221652.1
DI49_2263	XP_018221653.1
DI49_2264	XP_018221654.1
DI49_2265	XP_018221655.1
DI49_2266	XP_018221656.1
DI49_2267	XP_018221657.1
DI49_2268	XP_018221658.1
DI49_2269	XP_018221659.1
DI49_2270	XP_018221660.1
DI49_2271	XP_018221661.1
DI49_2272	XP_018221662.1
DI49_2273	XP_018221663.1
DI49_2274	XP_018221664.1
DI49_2275	XP_018221665.1
DI49_2276	XP_018221666.1
DI49_2277	XP_018221667.1
DI49_2278	XP_018221668.1
DI49_2279	XP_018221669.1
DI49_2280	XP_018221670.1
DI49_2281	XP_018221671.1
DI49_2282	XP_018221672.1
DI49_2283	XP_018221673.1
DI49_2284	XP_018221674.1
DI49_2285	XP_018221675.1
DI49_2286	XP_018221676.1
DI49_2287	XP_018221677.1
DI49_2288	XP_018221678.1
DI49_2289	XP_018221679.1
DI49_2290	XP_018221680.1
DI49_2291	XP_018221681.1
DI49_2292	XP_018221682.1
DI49_2293	XP_018221683.1
DI49_2294	XP_018221684.1
DI49_2295	XP_018221685.1
DI49_2296	XP_018221686.1
DI49_2298	XP_018221687.1
DI49_2299	XP_018221688.1
DI49_2301	XP_018221689.1
DI49_2302	XP_018221690.1
DI49_2303	XP_018221691.1
DI49_2304	XP_018221692.1
DI49_2305	XP_018221693.1
DI49_2306	XP_018221694.1
DI49_2307	XP_018221695.1
DI49_2308	XP_018221696.1
DI49_2309	XP_018221697.1
DI49_2310	XP_018221698.1
DI49_2311	XP_018221699.1
DI49_2312	XP_018221700.1
DI49_2313	XP_018221701.1
DI49_2314	XP_018221702.1
DI49_2315	XP_018221703.1
DI49_2316	XP_018221704.1
DI49_2317	XP_018221705.1
DI49_2318	XP_018221706.1
DI49_2319	XP_018221707.1
DI49_2320	XP_018221708.1
DI49_2321	XP_018221709.1
DI49_2322	XP_018221710.1
DI49_2323	XP_018221711.1
DI49_2324	XP_018221712.1
DI49_2325	XP_018221713.1
DI49_2326	XP_018221714.1
DI49_2327	XP_018221715.1
DI49_2328	XP_018221716.1
DI49_2329	XP_018221717.1
DI49_2330	XP_018221718.1
DI49_2331	XP_018221719.1
DI49_2332	XP_018221720.1
DI49_2333	XP_018221721.1
DI49_2334	XP_018221722.1
DI49_2335	XP_018221723.1
DI49_2336	XP_018221724.1
DI49_2337	XP_018221725.1
DI49_2338	XP_018221726.1
DI49_2339	XP_018221727.1
DI49_2340	XP_018221728.1
DI49_2341	XP_018221729.1
DI49_2342	XP_018221730.1
DI49_2343	XP_018221731.1
DI49_2344	XP_018221732.1
DI49_2345	XP_018221733.1
DI49_2346	XP_018221734.1
DI49_2347	XP_018221735.1
DI49_2348	XP_018221736.1
DI49_2351	XP_018221737.1
DI49_2352	XP_018221738.1
DI49_2353	XP_018221739.1
DI49_2354	XP_018221740.1
DI49_2355	XP_018221741.1
DI49_2356	XP_018221742.1
DI49_2357	XP_018221743.1
DI49_2358	XP_018221744.1
DI49_2359	XP_018221745.1
DI49_2360	XP_018221746.1
DI49_2361	XP_018221747.1
DI49_2362	XP_018221748.1
DI49_2363	XP_018221749.1
DI49_2364	XP_018221750.1
DI49_2365	XP_018221751.1
DI49_2366	XP_018221752.1
DI49_2367	XP_018221753.1
DI49_2368	XP_018221754.1
DI49_2369	XP_018221755.1
DI49_2370	XP_018221756.1
DI49_2371	XP_018221757.1
DI49_2372	XP_018221758.1
DI49_2373	XP_018221759.1
DI49_2375	XP_018221760.1
DI49_2376	XP_018221761.1
DI49_2377	XP_018221762.1
DI49_2378	XP_018221763.1
DI49_2380	XP_018221764.1
DI49_2381	XP_018221765.1
DI49_2383	XP_018221766.1
DI49_2384	XP_018221767.1
DI49_2385	XP_018221768.1
DI49_2386	XP_018221769.1
DI49_2387	XP_018221770.1
DI49_2388	XP_018221771.1
DI49_2390	XP_018221772.1
DI49_2391	XP_018221773.1
DI49_2392	XP_018221774.1
DI49_2393	XP_018221775.1
DI49_2394	XP_018221776.1
DI49_2395	XP_018221777.1
DI49_2396	XP_018221778.1
DI49_2397	XP_018221779.1
DI49_2398	XP_018221780.1
DI49_2399	XP_018221781.1
DI49_2400	XP_018221782.1
DI49_2401	XP_018221783.1
DI49_2402	XP_018221784.1
DI49_2403	XP_018221785.1
DI49_2404	XP_018221786.1
DI49_2405	XP_018221787.1
DI49_2406	XP_018221788.1
DI49_2407	XP_018221789.1
DI49_2408	XP_018221790.1
DI49_2409	XP_018221791.1
DI49_2411	XP_018221792.1
DI49_2412	XP_018221793.1
DI49_2413	XP_018221794.1
DI49_2414	XP_018221795.1
DI49_2416	XP_018221796.1
DI49_2417	XP_018221797.1
DI49_2418	XP_018221798.1
DI49_2419	XP_018221799.1
DI49_2420	XP_018221800.1
DI49_2422	XP_018221801.1
DI49_2423	XP_018221802.1
DI49_2424	XP_018221803.1
DI49_2425	XP_018221804.1
DI49_2426	XP_018221805.1
DI49_2427	XP_018221806.1
DI49_2429	XP_018221807.1
DI49_2430	XP_018221808.1
DI49_2431	XP_018221809.1
DI49_2432	XP_018221810.1
DI49_2433	XP_018221811.1
DI49_2434	XP_018221812.1
DI49_2435	XP_018221813.1
DI49_2436	XP_018221814.1
DI49_2437	XP_018221815.1
DI49_2438	XP_018221816.1
DI49_2439	XP_018221817.1
DI49_2440	XP_018221818.1
DI49_2441	XP_018221819.1
DI49_2442	XP_018221820.1
DI49_2443	XP_018221821.1
DI49_2444	XP_018221822.1
DI49_2445	XP_018221823.1
DI49_2446	XP_018221824.1
DI49_2447	XP_018221825.1
DI49_2448	XP_018221826.1
DI49_2449	XP_018221827.1
DI49_2450	XP_018221828.1
DI49_2451	XP_018221829.1
DI49_2452	XP_018221830.1
DI49_2453	XP_018221831.1
DI49_2454	XP_018221832.1
DI49_2455	XP_018221833.1
DI49_2456	XP_018221834.1
DI49_2457	XP_018221835.1
DI49_2458	XP_018221836.1
DI49_2459	XP_018221837.1
DI49_2460	XP_018221838.1
DI49_2461	XP_018221839.1
DI49_2462	XP_018221840.1
DI49_2463	XP_018221841.1
DI49_2464	XP_018221842.1
DI49_2465	XP_018221843.1
DI49_2466	XP_018221844.1
DI49_2467	XP_018221845.1
DI49_2468	XP_018221846.1
DI49_2469	XP_018221847.1
DI49_2470	XP_018221848.1
DI49_2471	XP_018221849.1
DI49_2472	XP_018221850.1
DI49_2473	XP_018221851.1
DI49_2474	XP_018221852.1
DI49_2476	XP_018221853.1
DI49_2477	XP_018221854.1
DI49_2478	XP_018221855.1
DI49_2479	XP_018221856.1
DI49_2480	XP_018221857.1
DI49_2481	XP_018221858.1
DI49_2482	XP_018221859.1
DI49_2483	XP_018221860.1
DI49_2484	XP_018221861.1
DI49_2485	XP_018221862.1
DI49_2486	XP_018221863.1
DI49_2486	XP_018221863.1
DI49_2487	XP_018221864.1
DI49_2488	XP_018221865.1
DI49_2489	XP_018221866.1
DI49_2490	XP_018221867.1
DI49_2491	XP_018221868.1
DI49_2492	XP_018221869.1
DI49_2493	XP_018221870.1
DI49_2494	XP_018221871.1
DI49_2495	XP_018221872.1
DI49_2496	XP_018221873.1
DI49_2497	XP_018221874.1
DI49_2498	XP_018221875.1
DI49_2499	XP_018221876.1
DI49_2500	XP_018221877.1
DI49_2501	XP_018221878.1
DI49_2502	XP_018221879.1
DI49_2502	XP_018221879.1
DI49_2503	XP_018221880.1
DI49_2504	XP_018221881.1
DI49_2505	XP_018221882.1
DI49_2506	XP_018221883.1
DI49_2506	XP_018221883.1
DI49_2507	XP_018221884.1
DI49_2508	XP_018221885.1
DI49_2509	XP_018221886.1
DI49_2510	XP_018221887.1
DI49_2511	XP_018221888.1
DI49_2512	XP_018221889.1
DI49_2513	XP_018221890.1
DI49_2514	XP_018221891.1
DI49_2515	XP_018221892.1
DI49_2516	XP_018221893.1
DI49_2517	XP_018221894.1
DI49_2518	XP_018221895.1
DI49_2519	XP_018221896.1
DI49_2520	XP_018221897.1
DI49_2521	XP_018221898.1
DI49_2522	XP_018221899.1
DI49_2523	XP_018221900.1
DI49_2524	XP_018221901.1
DI49_2525	XP_018221902.1
DI49_2526	XP_018221903.1
DI49_2527	XP_018221904.1
DI49_2528	XP_018221905.1
DI49_2530	XP_018221906.1
DI49_2531	XP_018221907.1
DI49_2532	XP_018221908.1
DI49_2533	XP_018221909.1
DI49_2534	XP_018221910.1
DI49_2535	XP_018221911.1
DI49_2536	XP_018221912.1
DI49_2537	XP_018221913.1
DI49_2538	XP_018221914.1
DI49_2539	XP_018221915.1
DI49_2540	XP_018221916.1
DI49_2541	XP_018221917.1
DI49_2542	XP_018221918.1
DI49_2543	XP_018221919.1
DI49_2544	XP_018221920.1
DI49_2545	XP_018221921.1
DI49_2546	XP_018221922.1
DI49_2547	XP_018221923.1
DI49_2549	XP_018221924.1
DI49_2550	XP_018221925.1
DI49_2551	XP_018221926.1
DI49_2552	XP_018221927.1
DI49_2553	XP_018221928.1
DI49_2554	XP_018221929.1
DI49_2555	XP_018221930.1
DI49_2556	XP_018221931.1
DI49_2557	XP_018221932.1
DI49_2558	XP_018221933.1
DI49_2559	XP_018221934.1
DI49_2560	XP_018221935.1
DI49_2561	XP_018221936.1
DI49_2562	XP_018221937.1
DI49_2563	XP_018221938.1
DI49_2564	XP_018221939.1
DI49_2565	XP_018221940.1
DI49_2566	XP_018221941.1
DI49_2567	XP_018221942.1
DI49_2568	XP_018221943.1
DI49_2569	XP_018221944.1
DI49_2570	XP_018221945.1
DI49_2571	XP_018221946.1
DI49_2572	XP_018221947.1
DI49_2573	XP_018221948.1
DI49_2574	XP_018221949.1
DI49_2575	XP_018221950.1
DI49_2576	XP_018221951.1
DI49_2577	XP_018221952.1
DI49_2578	XP_018221953.1
DI49_2579	XP_018221954.1
DI49_2580	XP_018221955.1
DI49_2581	XP_018221956.1
DI49_2583	XP_018221957.1
DI49_2584	XP_018221958.1
DI49_2585	XP_018221959.1
DI49_2586	XP_018221960.1
DI49_2587	XP_018221961.1
DI49_2589	XP_018221962.1
DI49_2590	XP_018221963.1
DI49_2591	XP_018221964.1
DI49_2592	XP_018221965.1
DI49_2593	XP_018221966.1
DI49_2594	XP_018221967.1
DI49_2595	XP_018221968.1
DI49_2596	XP_018221969.1
DI49_2597	XP_018221970.1
DI49_2598	XP_018221971.1
DI49_2599	XP_018221972.1
DI49_2600	XP_018221973.1
DI49_2601	XP_018221974.1
DI49_2602	XP_018221975.1
DI49_2603	XP_018221976.1
DI49_2603	XP_018221976.1
DI49_2604	XP_018221977.1
DI49_2605	XP_018221978.1
DI49_2606	XP_018221979.1
DI49_2607	XP_018221980.1
DI49_2608	XP_018221981.1
DI49_2609	XP_018221982.1
DI49_2610	XP_018221983.1
DI49_2611	XP_018221984.1
DI49_2612	XP_018221985.1
DI49_2613	XP_018221986.1
DI49_2614	XP_018221987.1
DI49_2615	XP_018221988.1
DI49_2616	XP_018221989.1
DI49_2617	XP_018221990.1
DI49_2618	XP_018221991.1
DI49_2619	XP_018221992.1
DI49_5193	XP_018218767.1
DI49_5194	XP_018218768.1
DI49_5195	XP_018218769.1
DI49_5196	XP_018218770.1
DI49_5197	XP_018218771.1
DI49_5198	XP_018218772.1
DI49_5199	XP_018218773.1
DI49_5200	XP_018218774.1
DI49_5201	XP_018218775.1
DI49_5202	XP_018218776.1
DI49_5203	XP_018218777.1
DI49_5204	XP_018218778.1
DI49_5205	XP_018218779.1
DI49_5206	XP_018218780.1
DI49_5207	XP_018218781.1
DI49_5208	XP_018218782.1
DI49_5209	XP_018218783.1
DI49_5210	XP_018218784.1
DI49_5212	XP_018218785.1
DI49_5213	XP_018218786.1
DI49_5214	XP_018218787.1
DI49_5215	XP_018218788.1
DI49_5216	XP_018218789.1
DI49_5217	XP_018218790.1
DI49_5218	XP_018218791.1
DI49_5219	XP_018218792.1
DI49_5220	XP_018218793.1
DI49_5221	XP_018218794.1
DI49_5222	XP_018218795.1
DI49_5223	XP_018218796.1
DI49_5224	XP_018218797.1
DI49_5225	XP_018218798.1
DI49_5226	XP_018218799.1
DI49_5227	XP_018218800.1
DI49_5228	XP_018218801.1
DI49_5229	XP_018218802.1
DI49_5230	XP_018218803.1
DI49_5231	XP_018218804.1
DI49_5232	XP_018218805.1
DI49_5233	XP_018218806.1
DI49_5234	XP_018218807.1
DI49_5235	XP_018218808.1
DI49_5236	XP_018218809.1
DI49_5237	XP_018218810.1
DI49_5238	XP_018218811.1
DI49_5239	XP_018218812.1
DI49_5240	XP_018218813.1
DI49_5241	XP_018218814.1
DI49_5242	XP_018218815.1
DI49_5243	XP_018218816.1
DI49_5244	XP_018218817.1
DI49_5245	XP_018218818.1
DI49_5246	XP_018218819.1
DI49_5247	XP_018218820.1
DI49_5248	XP_018218821.1
DI49_5249	XP_018218822.1
DI49_5250	XP_018218823.1
DI49_5251	XP_018218824.1
DI49_5252	XP_018218825.1
DI49_5253	XP_018218826.1
DI49_5254	XP_018218827.1
DI49_5255	XP_018218828.1
DI49_5256	XP_018218829.1
DI49_5257	XP_018218830.1
DI49_5258	XP_018218831.1
DI49_5259	XP_018218832.1
DI49_5260	XP_018218833.1
DI49_5261	XP_018218834.1
DI49_5262	XP_018218835.1
DI49_5263	XP_018218836.1
DI49_5264	XP_018218837.1
DI49_5265	XP_018218838.1
DI49_5266	XP_018218839.1
DI49_5267	XP_018218840.1
DI49_5268	XP_018218841.1
DI49_5269	XP_018218842.1
DI49_5269	XP_018218842.1
DI49_5270	XP_018218843.1
DI49_5271	XP_018218844.1
DI49_5272	XP_018218845.1
DI49_5273	XP_018218846.1
DI49_5274	XP_018218847.1
DI49_5275	XP_018218848.1
DI49_5276	XP_018218849.1
DI49_5277	XP_018218850.1
DI49_5278	XP_018218851.1
DI49_5279	XP_018218852.1
DI49_5280	XP_018218853.1
DI49_5281	XP_018218854.1
DI49_5282	XP_018218855.1
DI49_5283	XP_018218856.1
DI49_5284	XP_018218857.1
DI49_5285	XP_018218858.1
DI49_5286	XP_018218859.1
DI49_5288	XP_018218860.1
DI49_5289	XP_018218861.1
DI49_5290	XP_018218862.1
DI49_5291	XP_018218863.1
DI49_5291	XP_018218863.1
DI49_5292	XP_018218864.1
DI49_5293	XP_018218865.1
DI49_5294	XP_018218866.1
DI49_5295	XP_018218867.1
DI49_5296	XP_018218868.1
DI49_5297	XP_018218869.1
DI49_5298	XP_018218870.1
DI49_5299	XP_018218871.1
DI49_5300	XP_018218872.1
DI49_5301	XP_018218873.1
DI49_5302	XP_018218874.1
DI49_5303	XP_018218875.1
DI49_5304	XP_018218876.1
DI49_5305	XP_018218877.1
DI49_5306	XP_018218878.1
DI49_5307	XP_018218879.1
DI49_5308	XP_018218880.1
DI49_5309	XP_018218881.1
DI49_5310	XP_018218882.1
DI49_5311	XP_018218883.1
DI49_5312	XP_018218884.1
DI49_5313	XP_018218885.1
DI49_5314	XP_018218886.1
DI49_5315	XP_018218887.1
DI49_5316	XP_018218888.1
DI49_5317	XP_018218889.1
DI49_5318	XP_018218890.1
DI49_5319	XP_018218891.1
DI49_5320	XP_018218892.1
DI49_5321	XP_018218893.1
DI49_5322	XP_018218894.1
DI49_5322	XP_018218894.1
DI49_5323	XP_018218895.1
DI49_5324	XP_018218896.1
DI49_5325	XP_018218897.1
DI49_5326	XP_018218898.1
DI49_5327	XP_018218899.1
DI49_5328	XP_018218900.1
DI49_5329	XP_018218901.1
DI49_5330	XP_018218902.1
DI49_5331	XP_018218903.1
DI49_5332	XP_018218904.1
DI49_5333	XP_018218905.1
DI49_5334	XP_018218906.1
DI49_5334	XP_018218906.1
DI49_5335	XP_018218907.1
DI49_5336	XP_018218908.1
DI49_5337	XP_018218909.1
DI49_5338	XP_018218910.1
DI49_5339	XP_018218911.1
DI49_5340	XP_018218912.1
DI49_5341	XP_018218913.1
DI49_5342	XP_018218914.1
DI49_5343	XP_018218915.1
DI49_5344	XP_018218916.1
DI49_5345	XP_018218917.1
DI49_5346	XP_018218918.1
DI49_5347	XP_018218919.1
DI49_5348	XP_018218920.1
DI49_5349	XP_018218921.1
DI49_5350	XP_018218922.1
DI49_5352	XP_018218923.1
DI49_5353	XP_018218924.1
DI49_5354	XP_018218925.1
DI49_5355	XP_018218926.1
DI49_5356	XP_018218927.1
DI49_5357	XP_018218928.1
DI49_5358	XP_018218929.1
DI49_5359	XP_018218930.1
DI49_5360	XP_018218931.1
DI49_5361	XP_018218932.1
DI49_5362	XP_018218933.1
DI49_5363	XP_018218934.1
DI49_5364	XP_018218935.1
DI49_5365	XP_018218936.1
DI49_5366	XP_018218937.1
DI49_5367	XP_018218938.1
DI49_5368	XP_018218939.1
DI49_5369	XP_018218940.1
DI49_5370	XP_018218941.1
DI49_5371	XP_018218942.1
DI49_5372	XP_018218943.1
DI49_5373	XP_018218944.1
DI49_5374	XP_018218945.1
DI49_5375	XP_018218946.1
DI49_5376	XP_018218947.1
DI49_5377	XP_018218948.1
DI49_5378	XP_018218949.1
DI49_5379	XP_018218950.1
DI49_5380	XP_018218951.1
DI49_5381	XP_018218952.1
DI49_5382	XP_018218953.1
DI49_5383	XP_018218954.1
DI49_5384	XP_018218955.1
DI49_5385	XP_018218956.1
DI49_5386	XP_018218957.1
DI49_5387	XP_018218958.1
DI49_5388	XP_018218959.1
DI49_5389	XP_018218960.1
DI49_5390	XP_018218961.1
DI49_5391	XP_018218962.1
DI49_5392	XP_018218963.1
DI49_5393	XP_018218964.1
DI49_5394	XP_018218965.1
DI49_5395	XP_018218966.1
DI49_5396	XP_018218967.1
DI49_5397	XP_018218968.1
DI49_5398	XP_018218969.1
DI49_5399	XP_018218970.1
DI49_5401	XP_018218971.1
DI49_5402	XP_018218972.1
DI49_5403	XP_018218973.1
DI49_5404	XP_018218974.1
DI49_5405	XP_018218975.1
DI49_5406	XP_018218976.1
DI49_5407	XP_018218977.1
DI49_5408	XP_018218978.1
DI49_5409	XP_018218979.1
DI49_5410	XP_018218980.1
DI49_5411	XP_018218981.1
DI49_5412	XP_018218982.1
DI49_5413	XP_018218983.1
DI49_5414	XP_018218984.1
DI49_5416	XP_018218985.1
DI49_5417	XP_018218986.1
