YAL068C	NP_009332.1
YNL225C	NP_014174.1
YNL224C	NP_014175.1
YNL223W	NP_014176.2
YNL222W	NP_014177.1
YNL221C	NP_014178.1
YNL220W	NP_014179.1
YNL219C	NP_014180.1
YNL218W	NP_014181.1
YNL217W	NP_014182.1
YNL216W	NP_014183.1
YNL215W	NP_014184.1
YNL214W	NP_014185.1
YNL213C	NP_014186.1
YNL212W	NP_014187.1
YNL211C	NP_014188.1
YNL210W	NP_014189.1
YNL209W	NP_014190.1
YNL208W	NP_014191.2
YNL207W	NP_014192.1
YNL206C	NP_014193.1
YNL204C	NP_014195.1
YNL202W	NP_014197.2
YNL201C	NP_014198.1
YNL200C	NP_014199.1
YNL199C	NP_014200.1
YNL197C	NP_014202.1
YNL196C	NP_014203.1
YNL195C	NP_014204.2
YNL194C	NP_014205.1
YNL193W	NP_014206.2
YNL192W	NP_014207.2
YNL191W	NP_014208.1
YNL190W	NP_014209.1
YNL189W	NP_014210.1
YNL188W	NP_014211.1
YNL187W	NP_014212.1
YNL186W	NP_014213.2
YNL185C	NP_014214.1
YNL184C	NP_001257687.1
YNL183C	NP_014216.1
YNL182C	NP_014217.1
YNL181W	NP_014218.2
YNL180C	NP_014219.1
YNL178W	NP_014221.3
YNL177C	NP_014222.2
YNL176C	NP_014223.2
YNL175C	NP_014224.2
YNL173C	NP_014226.1
YNL172W	NP_014227.4
YNL169C	NP_014230.1
YNL168C	NP_014231.1
YNL167C	NP_014232.1
YNL166C	NP_014233.1
YNL165W	NP_014234.3
YNL164C	NP_014235.1
YNL163C	NP_014236.1
YNL162W-A	NP_076906.1
YNL162W	NP_014237.2
YNL162W	NP_014237.2
YNL161W	NP_014238.3
YNL160W	NP_014239.1
YNL159C	NP_014240.1
YNL158W	NP_014241.1
YNL157W	NP_014242.1
YNL156C	NP_014243.3
YNL155C-A	NP_001418071.1
YNL155W	NP_014244.1
YNL154C	NP_014245.1
YNL153C	NP_014246.1
YNL152W	NP_014247.1
YNL151C	NP_014248.3
YNL149C	NP_014250.1
YNL148C	NP_014251.1
YNL147W	NP_014252.2
YNL147W	NP_014252.2
YNL146C-A	NP_878152.1
YNL146W	NP_014253.3
YNL145W	NP_014254.1
YNL144C	NP_014255.1
YNL143C	NP_001257688.1
YNL142W	NP_014257.1
YNL141W	NP_014258.1
YNL140C	NP_001257689.1
YNL139C	NP_014260.3
YNL138W-A	NP_878153.1
YNL138W-A	NP_878153.1
YNL138W	NP_014261.1
YNL137C	NP_014262.3
YNL136W	NP_014263.1
YNL135C	NP_014264.1
YNL134C	NP_014265.3
YNL133C	NP_014266.3
YNL132W	NP_014267.1
YNL131W	NP_014268.1
YNL130C	NP_014269.4
YNL130C	NP_014269.4
YNL130C-A	NP_878154.1
YNL129W	NP_014270.1
YNL128W	NP_014271.3
YNL127W	NP_014272.3
YNL126W	NP_014273.1
YNL125C	NP_014274.1
YNL124W	NP_014275.3
YNL123W	NP_014276.1
YNL122C	NP_014277.1
YNL121C	NP_014278.3
YNL119W	NP_014280.3
YNL118C	NP_014281.1
YNL117W	NP_014282.1
YNL116W	NP_014283.3
YNL115C	NP_014284.1
YNL113W	NP_014286.1
YNL112W	NP_014287.3
YNL112W	NP_014287.3
YNL111C	NP_014288.3
YNL110C	NP_014289.1
YNL108C	NP_014291.1
YNL107W	NP_014292.3
YNL106C	NP_014293.1
YNL104C	NP_014295.1
YNL103W	NP_014296.4
YNL102W	NP_014297.3
YNL101W	NP_014298.1
YNL100W	NP_014299.1
YNL099C	NP_014300.3
YNL098C	NP_014301.1
YNL097C-B	NP_878155.1
YNL097C	NP_014302.3
YNL096C	NP_014303.3
YNL096C	NP_014303.3
YNL095C	NP_014304.1
YNL094W	NP_014305.1
YNL093W	NP_014306.3
YNL092W	NP_014307.1
YNL091W	NP_014308.1
YNL090W	NP_014309.3
YNL088W	NP_014311.3
YNL087W	NP_014312.1
YNL086W	NP_014313.1
YNL085W	NP_014314.3
YNL084C	NP_014315.1
YNL083W	NP_014316.3
YNL082W	NP_014317.4
YNL081C	NP_014318.3
YNL080C	NP_014319.1
YNL079C	NP_014320.1
YNL078W	NP_014321.3
YNL077W	NP_014322.1
YNL076W	NP_014323.1
YNL075W	NP_014324.3
YNL074C	NP_014325.3
YNL073W	NP_014326.1
YNL072W	NP_014327.1
YNL071W	NP_014328.3
YNL070W	NP_014329.1
YNL069C	NP_014330.1
YNL069C	NP_014330.1
YNL068C	NP_014331.3
YNL067W-B	NP_878156.3
YNL067W	NP_014332.1
YNL066W	NP_014333.1
YNL065W	NP_014334.3
YNL064C	NP_014335.1
YNL063W	NP_014336.1
YNL062C	NP_014337.3
YNL061W	NP_014338.3
YNL059C	NP_014339.1
YNL058C	NP_014340.1
YNL056W	NP_014342.3
YNL055C	NP_014343.1
YNL054W-B	NP_001268465.1
YNL054W-B	NP_001268465.1
YNL054W-A	NP_058180.1
YNL054W	NP_014344.3
YNL053W	NP_014345.3
YNL052W	NP_014346.1
YNL051W	NP_014347.1
YNL050C	NP_014348.3
YNL050C	NP_014348.3
YNL049C	NP_014349.1
YNL048W	NP_014350.1
YNL047C	NP_014351.3
YNL046W	NP_014352.3
YNL045W	NP_014353.1
YNL044W	NP_014354.2
YNL044W	NP_014354.2
YNL042W-B	NP_878157.3
YNL042W	NP_014356.1
YNL041C	NP_014357.1
YNL040C-A	NP_001418072.1
YNL040W	NP_014358.3
YNL039W	NP_014359.3
YNL038W	NP_014360.2
YNL038W	NP_014360.2
YNL037C	NP_014361.1
YNL036W	NP_014362.3
YNL035C	NP_014363.1
YNL034W	NP_014364.1
YNL033W	NP_014365.3
YNL032W	NP_014366.3
YNL031C	NP_014367.1
YNL030W	NP_014368.1
YNL029C	NP_014369.3
YNL027W	NP_014371.1
YNL026W	NP_014372.1
YNL025C	NP_014373.3
YNL024C-A	NP_878158.3
YNL024C	NP_014374.1
YNL023C	NP_014375.1
YNL022C	NP_014376.3
YNL021W	NP_014377.1
YNL020C	NP_014378.1
YNL019C	NP_014379.3
YNL018C	NP_014380.3
YNL016W	NP_014382.1
YNL015W	NP_014383.1
YNL014W	NP_014384.3
YNL012W	NP_014386.2
YNL012W	NP_014386.2
YNL011C	NP_014387.1
YNL010W	NP_014388.3
YNL009W	NP_014389.3
YNL008C	NP_014390.2
YNL007C	NP_014391.1
YNL006W	NP_014392.3
YNL005C	NP_014393.1
YNL004W	NP_014394.2
YNL004W	NP_014394.2
YNL003C	NP_014395.3
YNL002C	NP_014396.3
YNL001W	NP_014397.1
YNR001C	NP_014398.1
YNR002C	NP_014399.3
YNR003C	NP_014400.1
YNR004W	NP_014401.1
YNR006W	NP_014403.3
YNR007C	NP_014404.3
YNR008W	NP_014405.1
YNR009W	NP_014406.1
YNR010W	NP_014407.3
YNR011C	NP_014408.1
YNR012W	NP_014409.1
YNR013C	NP_014410.3
YNR014W	NP_014411.3
YNR015W	NP_014412.1
YNR016C	NP_014413.1
YNR017W	NP_014414.3
YNR018W	NP_014415.1
YNR019W	NP_014416.1
YNR020C	NP_014417.3
YNR021W	NP_014418.3
YNR022C	NP_014419.1
YNR023W	NP_014420.1
YNR024W	NP_014421.3
YNR026C	NP_014423.1
YNR027W	NP_014424.1
YNR028W	NP_014425.3
YNR029C	NP_014426.3
YNR030W	NP_014427.1
YNR031C	NP_014428.1
YNR032W	NP_014429.3
YNR032C-A	NP_014430.1
YNR033W	NP_014431.1
YNR034W	NP_014432.3
YNR034W-A	NP_061494.3
YNR035C	NP_014433.1
YNR036C	NP_014434.1
YNR037C	NP_014435.3
YNR038W	NP_014436.1
YNR039C	NP_014437.1
YNR040W	NP_014438.3
YNR041C	NP_014439.3
YNR043W	NP_014441.1
YNR044W	NP_014442.1
YNR045W	NP_014443.3
YNR046W	NP_014444.1
YNR047W	NP_014445.1
YNR048W	NP_014446.3
YNR049C	NP_014447.3
YNR050C	NP_014448.1
YNR051C	NP_014449.1
YNR052C	NP_014450.3
YNR053C	NP_014451.1
YNR053C	NP_014451.1
YNR054C	NP_014452.1
YNR055C	NP_014453.3
YNR056C	NP_014454.3
YNR057C	NP_014455.1
YNR058W	NP_014456.1
YNR059W	NP_014457.3
YNR060W	NP_014458.1
YNR061C	NP_014459.1
YNR062C	NP_014460.3
YNR063W	NP_014461.3
YNR064C	NP_014462.1
YNR065C	NP_014463.1
YNR066C	NP_014464.3
YNR067C	NP_014465.1
YNR068C	NP_014466.1
YNR069C	NP_014467.3
YNR070W	NP_014468.3
YNR071C	NP_014469.1
YNR072W	NP_014470.1
YNR073C	NP_014471.3
YNR074C	NP_014472.1
YNR075W	NP_014473.1
YNR075C-A	NP_878159.3
YNR076W	NP_014474.3
YNR077C	NP_001254791.1
YOL166W-A	NP_878160.1
YOL165C	NP_014477.1
YOL164W-A	NP_878161.1
YOL164W	NP_014478.1
YOL163W	NP_014479.1
YOL162W	NP_014480.1
YOL161C	NP_014481.1
YOL160W	NP_001335811.1
YOL159C-A	NP_076909.1
YOL159C	NP_014483.1
YOL158C	NP_014484.1
YOL157C	NP_014485.1
YOL156W	NP_014486.1
YOL155W-A	NP_878162.1
YOL155C	NP_014487.1
YOL154W	NP_014488.1
YOL152W	NP_014489.2
YOL151W	NP_014490.1
YOL149W	NP_014492.1
YOL148C	NP_014493.1
YOL147C	NP_014494.1
YOL146W	NP_014495.2
YOL145C	NP_014496.2
YOL144W	NP_014497.1
YOL143C	NP_014498.1
YOL142W	NP_014499.2
YOL141W	NP_014500.2
YOL140W	NP_014501.1
YOL139C	NP_014502.1
YOL138C	NP_014503.2
YOL137W	NP_014504.1
YOL136C	NP_014505.1
YOL135C	NP_014506.1
YOL133W	NP_014508.1
YOL132W	NP_014509.1
YOL131W	NP_014510.1
YOL130W	NP_014511.1
YOL129W	NP_014512.1
YOL128C	NP_014513.1
YOL127W	NP_014514.1
YOL127W	NP_014514.1
YOL126C	NP_014515.2
YOL125W	NP_014516.1
YOL124C	NP_014517.1
YOL123W	NP_014518.1
YOL122C	NP_014519.1
YOL121C	NP_014520.1
YOL121C	NP_014520.1
YOL120C	NP_014521.1
YOL120C	NP_014521.1
YOL119C	NP_014522.1
YOL118C	NP_001335812.1
YOL117W	NP_014524.1
YOL116W	NP_014525.1
YOL115W	NP_014526.1
YOL114C	NP_014527.1
YOL113W	NP_014528.1
YOL112W	NP_014529.1
YOL111C	NP_014530.1
YOL110W	NP_014531.1
YOL109W	NP_014532.1
YOL108C	NP_014533.1
YOL107W	NP_014534.1
YOL105C	NP_014536.1
YOL104C	NP_014537.1
YOL103W-B	NP_058181.1
YOL103W-B	NP_058181.1
YOL103W-A	NP_058182.1
YOL103W	NP_014538.2
YOL102C	NP_014539.1
YOL101C	NP_014540.1
YOL100W	NP_014541.1
YOL098C	NP_014543.1
YOL097W-A	NP_878163.1
YOL097C	NP_014544.1
YOL096C	NP_014545.2
YOL095C	NP_014546.1
YOL094C	NP_014547.1
YOL093W	NP_014548.1
YOL092W	NP_014549.1
YOL091W	NP_014550.1
YOL090W	NP_014551.1
YOL089C	NP_014552.1
YOL088C	NP_014553.1
YOL087C	NP_014554.1
YOL086W-A	NP_076910.1
YOL086C	NP_014555.1
YOL085C	NP_001335813.1
YOL084W	NP_014557.1
YOL083W	NP_014558.1
YOL082W	NP_014559.1
YOL081W	NP_014560.1
YOL080C	NP_014561.1
YOL078W	NP_014563.1
YOL077W-A	NP_014564.1
YOL077C	NP_014565.2
YOL076W	NP_014566.1
YOL075C	NP_014567.2
YOL073C	NP_014568.1
YOL072W	NP_014569.1
YOL071W	NP_014570.1
YOL070C	NP_014571.1
YOL069W	NP_014572.1
YOL068C	NP_014573.1
YOL067C	NP_014574.1
YOL066C	NP_014575.1
YOL065C	NP_014576.1
YOL064C	NP_014577.1
YOL063C	NP_014578.1
YOL062C	NP_014579.1
YOL061W	NP_014580.1
YOL060C	NP_014581.1
YOL059W	NP_014582.1
YOL058W	NP_014583.2
YOL057W	NP_014584.1
YOL056W	NP_014585.1
YOL055C	NP_014586.1
YOL054W	NP_014587.1
YOL053W	NP_014588.1
YOL052C-A	NP_014589.1
YOL052C	NP_014590.1
YOL051W	NP_014591.1
YOL049W	NP_014593.1
YOL048C	NP_014594.2
YOL048C	NP_014594.2
YOL047C	NP_014595.2
YOL047C	NP_014595.2
YOL045W	NP_014597.1
YOL044W	NP_014598.1
YOL043C	NP_014599.1
YOL042W	NP_014600.1
YOL041C	NP_014601.1
YOL040C	NP_014602.1
YOL039W	NP_014603.1
YOL038C-A	NP_878164.1
YOL038W	NP_014604.1
YOL036W	NP_014606.1
YOL034W	NP_014608.1
YOL033W	NP_014609.1
YOL032W	NP_014610.1
YOL031C	NP_014611.1
YOL030W	NP_014612.1
YOL029C	NP_014613.1
YOL028C	NP_014614.1
YOL027C	NP_014615.1
YOL026C	NP_014616.1
YOL025W	NP_014617.1
YOL024W	NP_014618.1
YOL023W	NP_014619.1
YOL022C	NP_014620.1
YOL021C	NP_014621.1
YOL020W	NP_014622.1
YOL019W-A	NP_878165.1
YOL019W	NP_014623.1
YOL018C	NP_014624.1
YOL017W	NP_014625.1
YOL016C	NP_014626.1
YOL015W	NP_014627.1
YOL014W	NP_014628.1
YOL013C	NP_014630.1
YOL012C	NP_014631.1
YOL011W	NP_014632.1
YOL010W	NP_014633.1
YOL009C	NP_014634.1
YOL008W	NP_014635.1
YOL007C	NP_014636.1
YOL006C	NP_014637.1
YOL005C	NP_014638.1
YOL004W	NP_014639.1
YOL003C	NP_014640.1
YOL002C	NP_014641.2
YOL001W	NP_014642.1
YOR001W	NP_014643.1
YOR002W	NP_014644.1
YOR003W	NP_014645.1
YOR004W	NP_014646.1
YOR005C	NP_014647.1
YOR006C	NP_014648.1
YOR007C	NP_014649.1
YOR008C	NP_014650.1
YOR008C-A	NP_014651.1
YOR009W	NP_014652.1
YOR010C	NP_014653.1
YOR011W	NP_014654.1
YOR011W-A	NP_878167.1
YOR012W	NP_014655.1
YOR014W	NP_014657.1
YOR015W	NP_001335814.1
YOR016C	NP_014659.1
YOR017W	NP_014660.1
YOR018W	NP_014661.1
YOR019W	NP_014662.1
YOR020C	NP_014663.1
YOR020W-A	NP_878168.1
YOR021C	NP_014664.1
YOR022C	NP_014665.1
YOR023C	NP_014666.1
YOR025W	NP_014668.1
YOR026W	NP_014669.1
YOR027W	NP_014670.1
YOR028C	NP_014671.1
YOR029W	NP_001335815.1
YOR030W	NP_014673.1
YOR032C	NP_014675.1
YOR032W-A	NP_878169.1
YOR033C	NP_014676.1
YOR034C	NP_014677.1
YOR034C-A	NP_878170.1
YOR035C	NP_014678.1
YOR036W	NP_014679.1
YOR037W	NP_014680.2
YOR038C	NP_014681.1
YOR039W	NP_014682.1
YOR040W	NP_014683.1
YOR042W	NP_014685.1
YOR043W	NP_014686.1
YOR044W	NP_014687.1
YOR045W	NP_014688.1
YOR046C	NP_014689.1
YOR047C	NP_014690.1
YOR048C	NP_014691.1
YOR049C	NP_014692.1
YOR051C	NP_014694.1
YOR052C	NP_014695.1
YOR054C	NP_014697.1
YOR056C	NP_014699.1
YOR057W	NP_014700.1
YOR058C	NP_116582.1
YOR059C	NP_014702.1
YOR060C	NP_014703.1
YOR061W	NP_014704.1
YOR062C	NP_014705.1
YOR063W	NP_014706.1
YOR064C	NP_014707.1
YOR065W	NP_014708.1
YOR066W	NP_014709.1
YOR067C	NP_014710.1
YOR069W	NP_014712.2
YOR068C	NP_014711.1
YOR070C	NP_014713.1
YOR071C	NP_014714.1
YOR072W	NP_001335816.1
YOR072W-B	NP_878171.1
YOR073W	NP_014716.1
YOR074C	NP_014717.2
YOR075W	NP_014718.1
YOR076C	NP_014719.1
YOR077W	NP_014720.1
YOR078W	NP_014721.1
YOR079C	NP_014722.1
YOR080W	NP_014723.2
YOR081C	NP_014724.1
YOR083W	NP_014726.1
YOR084W	NP_014727.1
YOR085W	NP_014728.1
YOR086C	NP_014729.1
YOR087W	NP_014730.2
YOR089C	NP_014732.1
YOR090C	NP_014733.1
YOR091W	NP_014734.2
YOR092W	NP_014735.1
YOR093C	NP_014736.1
YOR094W	NP_014737.1
YOR095C	NP_014738.1
YOR096W	NP_014739.1
YOR096W	NP_014739.1
YOR097C	NP_014740.1
YOR098C	NP_014741.1
YOR099W	NP_014742.1
YOR100C	NP_014743.1
YOR101W	NP_014744.1
YOR103C	NP_014746.2
YOR104W	NP_014747.1
YOR105W	NP_001257690.1
YOR106W	NP_014749.1
YOR107W	NP_014750.3
YOR108W	NP_014751.1
YOR109W	NP_014752.3
YOR110W	NP_014753.1
YOR111W	NP_014754.3
YOR112W	NP_014755.1
YOR113W	NP_014756.3
YOR114W	NP_014757.1
YOR115C	NP_014758.3
YOR116C	NP_014759.1
YOR117W	NP_014760.3
YOR118W	NP_014761.1
YOR119C	NP_014762.3
YOR120W	NP_014763.1
YOR122C	NP_014765.3
YOR122C	NP_014765.3
YOR123C	NP_014766.1
YOR124C	NP_014767.3
YOR125C	NP_014768.2
YOR126C	NP_014769.3
YOR127W	NP_014770.1
YOR128C	NP_014771.3
YOR129C	NP_014772.1
YOR130C	NP_014773.4
YOR131C	NP_014774.1
YOR132W	NP_014775.3
YOR133W	NP_014776.1
YOR134W	NP_014777.3
YOR136W	NP_014779.1
YOR137C	NP_014780.3
YOR138C	NP_014781.1
YOR140W	NP_014783.4
YOR141C	NP_014784.1
YOR142W	NP_014785.3
YOR142W-B	NP_058183.1
YOR142W-B	NP_058183.1
YOR142W-A	NP_058184.3
YOR143C	NP_014786.1
YOR144C	NP_014787.3
YOR145C	NP_014788.1
YOR147W	NP_014790.4
YOR148C	NP_014791.1
YOR149C	NP_014792.4
YOR150W	NP_014793.1
YOR151C	NP_014794.3
YOR152C	NP_014795.1
YOR153W	NP_014796.3
YOR154W	NP_014797.1
YOR155C	NP_014798.3
YOR156C	NP_014799.1
YOR157C	NP_014800.3
YOR158W	NP_014801.1
YOR159C	NP_014802.3
YOR160W	NP_014803.1
YOR161C	NP_014804.3
YOR161C-C	NP_878172.1
YOR162C	NP_014805.3
YOR163W	NP_014806.1
YOR164C	NP_014807.3
YOR165W	NP_014808.1
YOR166C	NP_014809.3
YOR167C	NP_014810.1
YOR168W	NP_014811.3
YOR171C	NP_014814.1
YOR172W	NP_014815.3
YOR173W	NP_014816.2
YOR174W	NP_014817.3
YOR175C	NP_014818.1
YOR176W	NP_014819.3
YOR177C	NP_014820.1
YOR178C	NP_014821.3
YOR179C	NP_014822.1
YOR180C	NP_014823.3
YOR181W	NP_014824.1
YOR182C	NP_014825.3
YOR182C	NP_014825.3
YOR183W	NP_014826.1
YOR184W	NP_014827.3
YOR185C	NP_014828.1
YOR186W	NP_014829.3
YOR187W	NP_014830.1
YOR188W	NP_014831.3
YOR189W	NP_014832.1
YOR190W	NP_014833.3
YOR191W	NP_014834.1
YOR192C	NP_014835.3
YOR192C-C	NP_878173.1
YOR192C-B	NP_058185.3
YOR192C-B	NP_058185.3
YOR192C-A	NP_058186.1
YOR193W	NP_014836.3
YOR194C	NP_014837.1
YOR195W	NP_014838.3
YOR196C	NP_014839.1
YOR197W	NP_014840.4
YOR198C	NP_014841.1
YOR201C	NP_014844.3
YOR202W	NP_014845.1
YOR204W	NP_014847.3
YOR205C	NP_014848.1
YOR206W	NP_014849.3
YOR207C	NP_014850.1
YOR208W	NP_014851.3
YOR209C	NP_014852.1
YOR210W	NP_014853.3
YOR211C	NP_014854.2
YOR212W	NP_014855.3
YOR213C	NP_014856.1
YOR214C	NP_014857.3
YOR215C	NP_014858.1
YOR216C	NP_014859.3
YOR217W	NP_014860.1
YOR219C	NP_014862.3
YOR220W	NP_014863.1
YOR221C	NP_014864.4
YOR222W	NP_014865.1
YOR223W	NP_014866.3
YOR224C	NP_014867.1
YOR226C	NP_014869.3
YOR227W	NP_014870.1
YOR228C	NP_014871.3
YOR229W	NP_014872.1
YOR230W	NP_014873.3
YOR231W	NP_014874.1
YOR232W	NP_014875.3
YOR233W	NP_014876.1
YOR234C	NP_014877.3
YOR234C	NP_014877.3
YOR235W	NP_001335817.1
YOR236W	NP_014879.1
YOR237W	NP_014880.3
YOR238W	NP_014881.2
YOR239W	NP_014882.4
YOR239W	NP_014882.4
YOR241W	NP_014884.1
YOR242C	NP_014885.3
YOR243C	NP_014886.1
YOR244W	NP_014887.3
YOR245C	NP_014888.1
YOR246C	NP_014889.3
YOR247W	NP_014890.1
YOR249C	NP_014892.3
YOR250C	NP_014893.1
YOR251C	NP_014894.3
YOR252W	NP_014895.2
YOR253W	NP_014896.3
YOR254C	NP_014897.1
YOR255W	NP_014898.3
YOR256C	NP_014899.1
YOR257W	NP_014900.3
YOR258W	NP_014901.1
YOR259C	NP_014902.3
YOR260W	NP_014903.1
YOR261C	NP_014904.3
YOR262W	NP_014905.1
YOR264W	NP_014907.3
YOR265W	NP_014908.1
YOR266W	NP_014909.3
YOR267C	NP_014910.1
YOR268C	NP_014911.3
YOR269W	NP_014912.1
YOR270C	NP_014913.3
YOR271C	NP_014914.1
YOR272W	NP_014915.3
YOR273C	NP_014916.1
YOR274W	NP_014917.3
YOR275C	NP_014918.1
YOR276W	NP_014919.3
YOR278W	NP_014921.1
YOR279C	NP_014922.3
YOR280C	NP_014923.1
YOR281C	NP_014924.3
YOR283W	NP_014926.1
YOR284W	NP_014927.3
YOR285W	NP_014928.1
YOR286W	NP_014929.3
YOR287C	NP_014930.1
YOR288C	NP_014931.3
YOR289W	NP_014932.1
YOR290C	NP_014933.3
YOR291W	NP_014934.1
YOR292C	NP_014935.3
YOR293W	NP_014936.1
YOR293W	NP_014936.1
YOR293C-A	NP_878174.3
YOR294W	NP_014937.1
YOR295W	NP_014938.3
YOR296W	NP_014939.1
YOR297C	NP_014940.4
YOR298W	NP_014941.1
YOR298C-A	NP_014942.4
YOR299W	NP_014943.1
YOR301W	NP_014945.3
YOR302W	NP_014946.1
YOR303W	NP_014947.3
YOR304W	NP_014948.1
YOR304C-A	NP_014949.3
YOR305W	NP_014950.1
YOR306C	NP_014951.4
YOR307C	NP_014952.1
YOR308C	NP_014953.3
YOR310C	NP_014955.1
YOR311C	NP_014956.3
YOR312C	NP_014957.2
YOR312C	NP_014957.2
YOR313C	NP_014958.3
YOR314W	NP_001335818.1
YOR315W	NP_014960.1
YOR316C	NP_014961.3
YOR316C-A	NP_878175.1
YOR317W	NP_014962.3
YOR319W	NP_014964.1
YOR320C	NP_014965.3
YOR321W	NP_014966.1
YOR322C	NP_014967.3
YOR323C	NP_014968.1
YOR324C	NP_014969.3
YOR326W	NP_014971.1
YOR327C	NP_014972.3
YOR328W	NP_014973.1
YOR329C	NP_014974.3
YOR330C	NP_014975.2
YOR332W	NP_014977.3
YOR334W	NP_014979.1
YOR335C	NP_014980.3
YOR336W	NP_014981.1
YOR337W	NP_014982.3
YOR338W	NP_014983.1
YOR339C	NP_014984.3
YOR340C	NP_014985.1
YOR341W	NP_014986.3
YOR342C	NP_014987.1
YOR343C	NP_001335819.1
YOR343W-B	NP_620389.3
YOR343W-B	NP_620389.3
YOR343W-A	NP_620390.1
YOR344C	NP_014989.3
YOR346W	NP_014991.1
YOR347C	NP_014992.3
YOR348C	NP_014993.1
YOR349W	NP_014994.3
YOR350C	NP_014995.1
YOR351C	NP_014996.3
YOR352W	NP_014997.1
YOR353C	NP_014998.3
YOR354C	NP_014999.1
YOR355W	NP_015000.3
YOR356W	NP_015001.1
YOR357C	NP_015002.3
YOR358W	NP_015003.1
YOR359W	NP_015004.3
YOR360C	NP_015005.1
YOR361C	NP_015006.3
YOR362C	NP_015007.1
YOR363C	NP_015008.3
YOR365C	NP_015010.1
YOR367W	NP_015012.3
YOR368W	NP_015013.1
YOR369C	NP_015014.3
YOR370C	NP_015015.1
YOR371C	NP_015016.3
YOR372C	NP_015017.1
YOR373W	NP_015018.3
YOR374W	NP_015019.1
YOR375C	NP_015020.3
YOR376W	NP_001335820.1
YOR376W-A	NP_878176.1
YOR377W	NP_015022.3
YOR378W	NP_015023.1
YOR380W	NP_015025.3
YOR381W	NP_015026.1
YOR381W-A	NP_878177.3
YOR382W	NP_015027.1
YOR383C	NP_015028.3
YOR384W	NP_015029.1
YOR385W	NP_015030.3
YOR386W	NP_015031.1
YOR387C	NP_015032.3
YOR388C	NP_015033.1
YOR389W	NP_015034.3
YOR390W	NP_015035.1
YOR391C	NP_015036.3
YOR393W	NP_015038.1
YOR394W	NP_015039.3
YOR394C-A	NP_878178.1
YOR396W	NP_061495.4
YPL283C	NP_015040.1
YPL283C	NP_015040.1
YPL282C	NP_015041.1
YPL281C	NP_015042.1
YPL280W	NP_015043.1
YPL279C	NP_015044.1
YPL278C	NP_015045.1
YPL277C	NP_015046.1
YPL274W	NP_015049.1
YPL273W	NP_015050.1
YPL272C	NP_015051.1
YPL271W	NP_015052.1
YPL270W	NP_015053.2
YPL269W	NP_015054.1
YPL268W	NP_015055.1
YPL267W	NP_015056.1
YPL266W	NP_015057.1
YPL265W	NP_015058.1
YPL264C	NP_015059.1
YPL263C	NP_015060.1
YPL262W	NP_015061.1
YPL261C	NP_001335821.1
YPL260W	NP_015063.1
YPL259C	NP_015064.1
YPL258C	NP_015065.1
YPL257W-B	NP_058189.1
YPL257W-B	NP_058189.1
YPL257W-A	NP_058190.1
YPL257W	NP_015066.1
YPL256C	NP_015067.1
YPL255W	NP_015068.1
YPL254W	NP_015069.1
YPL253C	NP_015070.1
YPL252C	NP_015071.1
YPL250C	NP_015073.1
YPL249C-A	NP_015074.1
YPL249C-A	NP_015074.1
YPL249C	NP_015075.1
YPL248C	NP_015076.1
YPL247C	NP_015077.1
YPL246C	NP_015078.1
YPL245W	NP_015079.1
YPL244C	NP_015080.1
YPL243W	NP_015081.1
YPL242C	NP_015082.1
YPL241C	NP_015083.1
YPL241C	NP_015083.1
YPL240C	NP_015084.1
YPL239W	NP_015085.1
YPL237W	NP_015087.1
YPL236C	NP_015088.1
YPL235W	NP_015089.1
YPL234C	NP_015090.1
YPL233W	NP_015091.1
YPL232W	NP_015092.1
YPL231W	NP_015093.1
YPL230W	NP_015094.1
YPL229W	NP_015095.1
YPL228W	NP_015096.1
YPL227C	NP_015097.1
YPL226W	NP_015098.1
YPL225W	NP_015099.1
YPL224C	NP_015100.2
YPL223C	NP_015101.1
YPL222W	NP_015102.1
YPL221W	NP_015103.1
YPL220W	NP_015104.1
YPL219W	NP_015105.1
YPL218W	NP_015106.1
YPL218W	NP_015106.1
YPL217C	NP_015107.1
YPL216W	NP_015108.1
YPL215W	NP_015109.1
YPL214C	NP_015110.1
YPL213W	NP_015111.1
YPL212C	NP_015112.1
YPL211W	NP_015113.1
YPL210C	NP_015114.2
YPL209C	NP_015115.1
YPL208W	NP_015116.1
YPL207W	NP_015117.1
YPL206C	NP_015118.1
YPL204W	NP_015120.1
YPL203W	NP_015121.1
YPL202C	NP_015122.1
YPL201C	NP_015123.1
YPL200W	NP_015124.1
YPL199C	NP_015125.1
YPL198W	NP_015126.1
YPL198W	NP_015126.1
YPL198W	NP_015126.1
YPL196W	NP_015128.1
YPL195W	NP_015129.1
YPL194W	NP_015130.1
YPL193W	NP_015131.1
YPL192C	NP_015132.1
YPL191C	NP_015133.1
YPL190C	NP_015134.1
YPL189C-A	NP_878179.1
YPL189W	NP_015135.1
YPL188W	NP_015136.1
YPL187W	NP_015137.1
YPL186C	NP_015138.1
YPL184C	NP_015140.1
YPL183W-A	NP_015141.1
YPL183C	NP_015142.1
YPL181W	NP_015144.1
YPL180W	NP_015145.1
YPL179W	NP_015146.1
YPL178W	NP_015147.1
YPL177C	NP_015148.1
YPL176C	NP_015149.1
YPL175W	NP_015150.2
YPL175W	NP_015150.2
YPL174C	NP_015151.1
YPL173W	NP_015152.1
YPL172C	NP_015153.1
YPL171C	NP_015154.1
