SUVZ_01G0010	CAI4055522.1
SUVZ_11G2520	CAI4046611.1
SUVZ_11G2530	CAI4046615.1
SUVZ_11G2540	CAI4046619.1
SUVZ_11G2550	CAI4046623.1
SUVZ_11G2560	CAI4046627.1
SUVZ_11G2570	CAI4046631.1
SUVZ_11G2580	CAI4046635.1
SUVZ_11G2590	CAI4046639.1
SUVZ_11G2600	CAI4046643.1
SUVZ_11G2610	CAI4046647.1
SUVZ_11G2620	CAI4046651.1
SUVZ_11G2630	CAI4046655.1
SUVZ_11G2640	CAI4046659.1
SUVZ_11G2650	CAI4046663.1
SUVZ_11G2660	CAI4046667.1
SUVZ_11G2670	CAI4046671.1
SUVZ_11G2670	CAI4046671.1
SUVZ_11G2680	CAI4046675.1
SUVZ_11G2690	CAI4046679.1
SUVZ_11G2700	CAI4046683.1
SUVZ_11G2710	CAI4046687.1
SUVZ_11G2720	CAI4046691.1
SUVZ_11G2730	CAI4046695.1
SUVZ_11G2740	CAI4046699.1
SUVZ_11G2750	CAI4046703.1
SUVZ_11G2760	CAI4046707.1
SUVZ_11G2770	CAI4046711.1
SUVZ_11G2780	CAI4046715.1
SUVZ_11G2790	CAI4046719.1
SUVZ_11G2800	CAI4046723.1
SUVZ_11G2810	CAI4046727.1
SUVZ_11G2820	CAI4046731.1
SUVZ_11G2830	CAI4046735.1
SUVZ_11G2840	CAI4046739.1
SUVZ_11G2850	CAI4046743.1
SUVZ_11G2860	CAI4046747.1
SUVZ_11G2870	CAI4046751.1
SUVZ_11G2880	CAI4046755.1
SUVZ_11G2890	CAI4046759.1
SUVZ_11G2900	CAI4046763.1
SUVZ_11G2910	CAI4046767.1
SUVZ_11G2920	CAI4046771.1
SUVZ_11G2930	CAI4046775.1
SUVZ_11G2940	CAI4046779.1
SUVZ_11G2950	CAI4046783.1
SUVZ_11G2960	CAI4046787.1
SUVZ_11G2970	CAI4046791.1
SUVZ_11G2980	CAI4046795.1
SUVZ_11G2990	CAI4046799.1
SUVZ_11G3000	CAI4046803.1
SUVZ_11G3010	CAI4046807.1
SUVZ_11G3020	CAI4046811.1
SUVZ_11G3030	CAI4046815.1
SUVZ_11G3030	CAI4046815.1
SUVZ_11G3040	CAI4046819.1
SUVZ_11G3050	CAI4046823.1
SUVZ_11G3050	CAI4046823.1
SUVZ_11G3060	CAI4046827.1
SUVZ_11G3070	CAI4046831.1
SUVZ_11G3080	CAI4046835.1
SUVZ_11G3090	CAI4046839.1
SUVZ_11G3100	CAI4046843.1
SUVZ_11G3110	CAI4046847.1
SUVZ_11G3120	CAI4046851.1
SUVZ_12G0010	CAI4046989.1
SUVZ_12G0020	CAI4046993.1
SUVZ_12G0030	CAI4046997.1
SUVZ_12G0040	CAI4047001.1
SUVZ_12G0050	CAI4047005.1
SUVZ_12G0060	CAI4047009.1
SUVZ_12G0070	CAI4047013.1
SUVZ_12G0080	CAI4047017.1
SUVZ_12G0090	CAI4047021.1
SUVZ_12G0100	CAI4047025.1
SUVZ_12G0110	CAI4047029.1
SUVZ_12G0110	CAI4047029.1
SUVZ_12G0120	CAI4047033.1
SUVZ_12G0130	CAI4047037.1
SUVZ_12G0140	CAI4047041.1
SUVZ_12G0150	CAI4047045.1
SUVZ_12G0160	CAI4047049.1
SUVZ_12G0170	CAI4047053.1
SUVZ_12G0180	CAI4047057.1
SUVZ_12G0190	CAI4047061.1
SUVZ_12G0200	CAI4047065.1
SUVZ_12G0210	CAI4047069.1
SUVZ_12G0220	CAI4047073.1
SUVZ_12G0230	CAI4047077.1
SUVZ_12G0240	CAI4047081.1
SUVZ_12G0250	CAI4047085.1
SUVZ_12G0260	CAI4047089.1
SUVZ_12G0270	CAI4047093.1
SUVZ_12G0280	CAI4047097.1
SUVZ_12G0290	CAI4047101.1
SUVZ_12G0300	CAI4047105.1
SUVZ_12G0310	CAI4047109.1
SUVZ_12G0320	CAI4047113.1
SUVZ_12G0330	CAI4047117.1
SUVZ_12G0340	CAI4047121.1
SUVZ_12G0350	CAI4047125.1
SUVZ_12G0360	CAI4047129.1
SUVZ_12G0370	CAI4047133.1
SUVZ_12G0390	CAI4047138.1
SUVZ_12G0400	CAI4047142.1
SUVZ_12G0410	CAI4047146.1
SUVZ_12G0420	CAI4047150.1
SUVZ_12G0430	CAI4047154.1
SUVZ_12G0440	CAI4047158.1
SUVZ_12G0450	CAI4047162.1
SUVZ_12G0460	CAI4047166.1
SUVZ_12G0470	CAI4047170.1
SUVZ_12G0480	CAI4047174.1
SUVZ_12G0490	CAI4047178.1
SUVZ_12G0500	CAI4047182.1
SUVZ_12G0510	CAI4047186.1
SUVZ_12G0520	CAI4047190.1
SUVZ_12G0530	CAI4047194.1
SUVZ_12G0540	CAI4047196.1
SUVZ_12G0550	CAI4047200.1
SUVZ_12G0560	CAI4047204.1
SUVZ_12G0570	CAI4047208.1
SUVZ_12G0580	CAI4047212.1
SUVZ_12G0590	CAI4047216.1
SUVZ_12G0600	CAI4047220.1
SUVZ_12G0610	CAI4047224.1
SUVZ_12G0620	CAI4047228.1
SUVZ_12G0630	CAI4047232.1
SUVZ_12G0640	CAI4047236.1
SUVZ_12G0650	CAI4047240.1
SUVZ_12G0660	CAI4047244.1
SUVZ_12G0670	CAI4047248.1
SUVZ_12G0680	CAI4047252.1
SUVZ_12G0690	CAI4047256.1
SUVZ_12G0700	CAI4047260.1
SUVZ_12G0710	CAI4047264.1
SUVZ_12G0720	CAI4047268.1
SUVZ_12G0730	CAI4047272.1
SUVZ_12G0740	CAI4047276.1
SUVZ_12G0750	CAI4047280.1
SUVZ_12G0760	CAI4047284.1
SUVZ_12G0770	CAI4047288.1
SUVZ_12G0780	CAI4047291.1
SUVZ_12G0790	CAI4047293.1
SUVZ_12G0800	CAI4047295.1
SUVZ_12G0810	CAI4047297.1
SUVZ_12G0820	CAI4047299.1
SUVZ_12G0830	CAI4047301.1
SUVZ_12G0840	CAI4047303.1
SUVZ_12G0850	CAI4047305.1
SUVZ_12G0860	CAI4047307.1
SUVZ_12G0870	CAI4047309.1
SUVZ_12G0880	CAI4047311.1
SUVZ_12G0890	CAI4047313.1
SUVZ_12G0900	CAI4047315.1
SUVZ_12G0910	CAI4047317.1
SUVZ_12G0920	CAI4047319.1
SUVZ_12G0930	CAI4047321.1
SUVZ_12G0940	CAI4047323.1
SUVZ_12G0950	CAI4047325.1
SUVZ_12G0960	CAI4047327.1
SUVZ_12G0970	CAI4047329.1
SUVZ_12G0980	CAI4047331.1
SUVZ_12G0990	CAI4047333.1
SUVZ_12G1000	CAI4047335.1
SUVZ_12G1010	CAI4047337.1
SUVZ_12G1020	CAI4047339.1
SUVZ_12G1020	CAI4047339.1
SUVZ_12G1030	CAI4047341.1
SUVZ_12G1040	CAI4047343.1
SUVZ_12G1050	CAI4047345.1
SUVZ_12G1060	CAI4047347.1
SUVZ_12G1070	CAI4047349.1
SUVZ_12G1080	CAI4047351.1
SUVZ_12G1080	CAI4047351.1
SUVZ_12G1090	CAI4047353.1
SUVZ_12G1100	CAI4047355.1
SUVZ_12G1110	CAI4047357.1
SUVZ_12G1120	CAI4047359.1
SUVZ_12G1130	CAI4047361.1
SUVZ_12G1140	CAI4047363.1
SUVZ_12G1150	CAI4047365.1
SUVZ_12G1150	CAI4047365.1
SUVZ_12G1160	CAI4047367.1
SUVZ_12G1170	CAI4047369.1
SUVZ_12G1180	CAI4047371.1
SUVZ_12G1190	CAI4047373.1
SUVZ_12G1200	CAI4047375.1
SUVZ_12G1210	CAI4047377.1
SUVZ_12G1220	CAI4047379.1
SUVZ_12G1230	CAI4047381.1
SUVZ_12G1240	CAI4047383.1
SUVZ_12G1250	CAI4047385.1
SUVZ_12G1260	CAI4047387.1
SUVZ_12G1270	CAI4047389.1
SUVZ_12G1280	CAI4047391.1
SUVZ_12G1290	CAI4047393.1
SUVZ_12G1300	CAI4047395.1
SUVZ_12G1300	CAI4047395.1
SUVZ_12G1310	CAI4047397.1
SUVZ_12G1320	CAI4047399.1
SUVZ_12G1340	CAI4047401.1
SUVZ_12G1350	CAI4047403.1
SUVZ_12G1360	CAI4047405.1
SUVZ_12G1370	CAI4047407.1
SUVZ_12G1380	CAI4047409.1
SUVZ_12G1390	CAI4047411.1
SUVZ_12G1400	CAI4047413.1
SUVZ_12G1410	CAI4047415.1
SUVZ_12G1420	CAI4047417.1
SUVZ_12G1430	CAI4047419.1
SUVZ_12G1440	CAI4047421.1
SUVZ_12G1450	CAI4047423.1
SUVZ_12G1460	CAI4047425.1
SUVZ_12G1470	CAI4047427.1
SUVZ_12G1470	CAI4047427.1
SUVZ_12G1480	CAI4047429.1
SUVZ_12G1490	CAI4047431.1
SUVZ_12G1500	CAI4047433.1
SUVZ_12G1510	CAI4047435.1
SUVZ_12G1520	CAI4047437.1
SUVZ_12G1530	CAI4047439.1
SUVZ_12G1540	CAI4047441.1
SUVZ_12G1550	CAI4047443.1
SUVZ_12G1570	CAI4047447.1
SUVZ_12G1580	CAI4047451.1
SUVZ_12G1590	CAI4047455.1
SUVZ_12G1600	CAI4047459.1
SUVZ_12G1610	CAI4047463.1
SUVZ_12G1620	CAI4047467.1
SUVZ_12G1630	CAI4047471.1
SUVZ_12G1640	CAI4047474.1
SUVZ_12G1650	CAI4047477.1
SUVZ_12G1660	CAI4047480.1
SUVZ_12G1670	CAI4047483.1
SUVZ_12G1680	CAI4047486.1
SUVZ_12G1690	CAI4047489.1
SUVZ_12G1700	CAI4047492.1
SUVZ_12G1710	CAI4047495.1
SUVZ_12G1720	CAI4047498.1
SUVZ_12G1730	CAI4047501.1
SUVZ_12G1740	CAI4047504.1
SUVZ_12G1750	CAI4047507.1
SUVZ_12G1760	CAI4047510.1
SUVZ_12G1770	CAI4047513.1
SUVZ_12G1780	CAI4047516.1
SUVZ_12G1780	CAI4047516.1
SUVZ_12G1790	CAI4047519.1
SUVZ_12G1800	CAI4047522.1
SUVZ_12G1810	CAI4047525.1
SUVZ_12G1820	CAI4047528.1
SUVZ_12G1830	CAI4047531.1
SUVZ_12G1840	CAI4047534.1
SUVZ_12G1850	CAI4047537.1
SUVZ_12G1860	CAI4047540.1
SUVZ_12G1865	CAI4047543.1
SUVZ_12G1870	CAI4047546.1
SUVZ_12G1880	CAI4047549.1
SUVZ_12G1885	CAI4047552.1
SUVZ_12G1890	CAI4047555.1
SUVZ_12G1900	CAI4047559.1
SUVZ_12G1910	CAI4047562.1
SUVZ_12G1920	CAI4047565.1
SUVZ_12G1930	CAI4047568.1
SUVZ_12G1940	CAI4047571.1
SUVZ_12G1950	CAI4047574.1
SUVZ_12G1960	CAI4047577.1
SUVZ_12G1970	CAI4047580.1
SUVZ_12G1990	CAI4047583.1
SUVZ_12G2000	CAI4047586.1
SUVZ_12G2010	CAI4047589.1
SUVZ_12G2020	CAI4047592.1
SUVZ_12G2030	CAI4047595.1
SUVZ_12G2040	CAI4047598.1
SUVZ_12G2060	CAI4047601.1
SUVZ_12G2070	CAI4047604.1
SUVZ_12G2080	CAI4047606.1
SUVZ_12G2090	CAI4047609.1
SUVZ_12G2100	CAI4047612.1
SUVZ_12G2120	CAI4047615.1
SUVZ_12G2140	CAI4047618.1
SUVZ_12G2150	CAI4047621.1
SUVZ_12G2160	CAI4047624.1
SUVZ_12G2170	CAI4047627.1
SUVZ_12G2180	CAI4047630.1
SUVZ_12G2190	CAI4047633.1
SUVZ_12G2200	CAI4047636.1
SUVZ_12G2210	CAI4047639.1
SUVZ_12G2220	CAI4047642.1
SUVZ_12G2230	CAI4047645.1
SUVZ_12G2240	CAI4047648.1
SUVZ_12G2250	CAI4047651.1
SUVZ_12G2260	CAI4047654.1
SUVZ_12G2260	CAI4047654.1
SUVZ_12G2270	CAI4047658.1
SUVZ_12G2280	CAI4047661.1
SUVZ_12G2290	CAI4047665.1
SUVZ_12G2300	CAI4047669.1
SUVZ_12G2310	CAI4047673.1
SUVZ_12G2320	CAI4047677.1
SUVZ_12G2330	CAI4047681.1
SUVZ_12G2340	CAI4047685.1
SUVZ_12G2350	CAI4047689.1
SUVZ_12G2360	CAI4047693.1
SUVZ_12G2370	CAI4047697.1
SUVZ_12G2380	CAI4047701.1
SUVZ_12G2390	CAI4047705.1
SUVZ_12G2390	CAI4047705.1
SUVZ_12G2400	CAI4047709.1
SUVZ_12G2410	CAI4047713.1
SUVZ_12G2420	CAI4047717.1
SUVZ_12G2430	CAI4047721.1
SUVZ_12G2440	CAI4047725.1
SUVZ_12G2450	CAI4047729.1
SUVZ_12G2460	CAI4047733.1
SUVZ_12G2470	CAI4047737.1
SUVZ_12G2480	CAI4047741.1
SUVZ_12G2490	CAI4047745.1
SUVZ_12G2500	CAI4047749.1
SUVZ_12G2500	CAI4047749.1
SUVZ_12G2510	CAI4047753.1
SUVZ_12G2520	CAI4047757.1
SUVZ_12G2530	CAI4047761.1
SUVZ_12G2540	CAI4047765.1
SUVZ_12G2550	CAI4047769.1
SUVZ_12G2560	CAI4047773.1
SUVZ_12G2570	CAI4047777.1
SUVZ_12G2580	CAI4047781.1
SUVZ_12G2590	CAI4047785.1
SUVZ_12G2600	CAI4047789.1
SUVZ_12G2610	CAI4047793.1
SUVZ_12G2630	CAI4047797.1
SUVZ_12G2640	CAI4047801.1
SUVZ_12G2650	CAI4047805.1
SUVZ_12G2660	CAI4047809.1
SUVZ_12G2670	CAI4047813.1
SUVZ_12G2680	CAI4047817.1
SUVZ_12G2690	CAI4047821.1
SUVZ_12G2700	CAI4047825.1
SUVZ_12G2710	CAI4047829.1
SUVZ_12G2720	CAI4047833.1
SUVZ_12G2730	CAI4047837.1
SUVZ_12G2740	CAI4047841.1
SUVZ_12G2750	CAI4047845.1
SUVZ_12G2760	CAI4047849.1
SUVZ_12G2770	CAI4047853.1
SUVZ_12G2780	CAI4047857.1
SUVZ_12G2790	CAI4047861.1
SUVZ_12G2800	CAI4047865.1
SUVZ_12G2810	CAI4047869.1
SUVZ_12G2820	CAI4047873.1
SUVZ_12G2830	CAI4047877.1
SUVZ_12G2840	CAI4047881.1
SUVZ_12G2850	CAI4047884.1
SUVZ_12G2860	CAI4047888.1
SUVZ_12G2870	CAI4047892.1
SUVZ_12G2880	CAI4047896.1
SUVZ_12G2890	CAI4047900.1
SUVZ_12G2900	CAI4047904.1
SUVZ_12G2910	CAI4047908.1
SUVZ_12G2920	CAI4047912.1
SUVZ_12G2930	CAI4047915.1
SUVZ_12G2940	CAI4047919.1
SUVZ_12G2950	CAI4047923.1
SUVZ_12G2960	CAI4047927.1
SUVZ_12G2970	CAI4047931.1
SUVZ_12G2980	CAI4047935.1
SUVZ_12G3000	CAI4047939.1
SUVZ_12G3010	CAI4047943.1
SUVZ_12G3020	CAI4047947.1
SUVZ_12G3030	CAI4047949.1
SUVZ_12G3040	CAI4047953.1
SUVZ_12G3050	CAI4047957.1
SUVZ_12G3060	CAI4047961.1
SUVZ_12G3070	CAI4047965.1
SUVZ_12G3080	CAI4047969.1
SUVZ_12G3090	CAI4047973.1
SUVZ_12G3090	CAI4047973.1
SUVZ_12G3100	CAI4047977.1
SUVZ_12G3110	CAI4047981.1
SUVZ_12G3120	CAI4047985.1
SUVZ_12G3130	CAI4047989.1
SUVZ_12G3140	CAI4047992.1
SUVZ_12G3150	CAI4047996.1
SUVZ_12G3160	CAI4048000.1
SUVZ_12G3170	CAI4048004.1
SUVZ_12G3180	CAI4048008.1
SUVZ_12G3190	CAI4048012.1
SUVZ_12G3190	CAI4048012.1
SUVZ_12G3200	CAI4048016.1
SUVZ_12G3210	CAI4048020.1
SUVZ_12G3220	CAI4048024.1
SUVZ_12G3230	CAI4048028.1
SUVZ_12G3240	CAI4048032.1
SUVZ_12G3250	CAI4048036.1
SUVZ_12G3260	CAI4048040.1
SUVZ_12G3270	CAI4048044.1
SUVZ_12G3280	CAI4048048.1
SUVZ_12G3290	CAI4048052.1
SUVZ_12G3300	CAI4048056.1
SUVZ_12G3310	CAI4048060.1
SUVZ_12G3320	CAI4048064.1
SUVZ_12G3330	CAI4048068.1
SUVZ_12G3340	CAI4048072.1
SUVZ_12G3350	CAI4048076.1
SUVZ_12G3350	CAI4048076.1
SUVZ_12G3360	CAI4048080.1
SUVZ_12G3370	CAI4048084.1
SUVZ_12G3380	CAI4048088.1
SUVZ_12G3390	CAI4048092.1
SUVZ_12G3400	CAI4048096.1
SUVZ_12G3410	CAI4048100.1
SUVZ_12G3420	CAI4048104.1
SUVZ_12G3430	CAI4048108.1
SUVZ_12G3440	CAI4048112.1
SUVZ_12G3450	CAI4048116.1
SUVZ_12G3455	CAI4048120.1
SUVZ_12G3455	CAI4048120.1
SUVZ_12G3455	CAI4048120.1
SUVZ_12G3460	CAI4048124.1
SUVZ_12G3470	CAI4048129.1
SUVZ_12G3480	CAI4048133.1
SUVZ_12G3490	CAI4048137.1
SUVZ_12G3500	CAI4048141.1
SUVZ_12G3510	CAI4048145.1
SUVZ_12G3520	CAI4048149.1
SUVZ_12G3530	CAI4048153.1
SUVZ_12G3540	CAI4048157.1
SUVZ_12G3550	CAI4048161.1
SUVZ_12G3560	CAI4048165.1
SUVZ_12G3560	CAI4048165.1
SUVZ_12G3570	CAI4048169.1
SUVZ_12G3580	CAI4048173.1
SUVZ_12G3590	CAI4048178.1
SUVZ_12G3600	CAI4048182.1
SUVZ_12G3610	CAI4048186.1
SUVZ_12G3620	CAI4048190.1
SUVZ_12G3630	CAI4048194.1
SUVZ_12G3640	CAI4048198.1
SUVZ_12G3650	CAI4048202.1
SUVZ_12G3660	CAI4048206.1
SUVZ_12G3670	CAI4048210.1
SUVZ_12G3680	CAI4048214.1
SUVZ_12G3680	CAI4048214.1
SUVZ_12G3690	CAI4048218.1
SUVZ_12G3700	CAI4048222.1
SUVZ_12G3710	CAI4048226.1
SUVZ_12G3730	CAI4048230.1
SUVZ_12G3740	CAI4048234.1
SUVZ_12G3750	CAI4048238.1
SUVZ_12G3760	CAI4048242.1
SUVZ_12G3770	CAI4048246.1
SUVZ_12G3780	CAI4048250.1
SUVZ_12G3790	CAI4048254.1
SUVZ_12G3800	CAI4048258.1
SUVZ_12G3810	CAI4048262.1
SUVZ_12G3820	CAI4048266.1
SUVZ_12G3830	CAI4048270.1
SUVZ_12G3850	CAI4048274.1
SUVZ_12G3860	CAI4048278.1
SUVZ_12G3870	CAI4048282.1
SUVZ_12G3880	CAI4048286.1
SUVZ_12G3890	CAI4048290.1
SUVZ_12G3900	CAI4048294.1
SUVZ_12G3910	CAI4048298.1
SUVZ_12G3920	CAI4048302.1
SUVZ_12G3930	CAI4048306.1
SUVZ_12G3930	CAI4048306.1
SUVZ_12G3940	CAI4048310.1
SUVZ_12G3950	CAI4048314.1
SUVZ_12G3960	CAI4048318.1
SUVZ_12G3970	CAI4048322.1
SUVZ_12G3980	CAI4048326.1
SUVZ_12G3990	CAI4048330.1
SUVZ_12G4010	CAI4048334.1
SUVZ_12G4020	CAI4048338.1
SUVZ_12G4030	CAI4048342.1
SUVZ_12G4040	CAI4048346.1
SUVZ_12G4050	CAI4048350.1
SUVZ_12G4060	CAI4048354.1
SUVZ_12G4070	CAI4048358.1
SUVZ_12G4080	CAI4048362.1
SUVZ_12G4090	CAI4048366.1
SUVZ_12G4100	CAI4048370.1
SUVZ_12G4110	CAI4048374.1
SUVZ_12G4120	CAI4048378.1
SUVZ_12G4130	CAI4048382.1
SUVZ_12G4140	CAI4048386.1
SUVZ_12G4150	CAI4048390.1
SUVZ_12G4160	CAI4048394.1
SUVZ_12G4170	CAI4048398.1
SUVZ_12G4180	CAI4048402.1
SUVZ_12G4190	CAI4048406.1
SUVZ_12G4200	CAI4048410.1
SUVZ_12G4210	CAI4048414.1
SUVZ_12G4220	CAI4048418.1
SUVZ_12G4230	CAI4048422.1
SUVZ_12G4240	CAI4048426.1
SUVZ_12G4260	CAI4048430.1
SUVZ_12G4270	CAI4048434.1
SUVZ_12G4280	CAI4048438.1
SUVZ_12G4290	CAI4048442.1
SUVZ_12G4300	CAI4048446.1
SUVZ_12G4300	CAI4048446.1
SUVZ_12G4310	CAI4048450.1
SUVZ_12G4320	CAI4048454.1
SUVZ_12G4330	CAI4048458.1
SUVZ_12G4340	CAI4048462.1
SUVZ_12G4350	CAI4048466.1
SUVZ_12G4360	CAI4048470.1
SUVZ_12G4380	CAI4048474.1
SUVZ_12G4390	CAI4048478.1
SUVZ_12G4400	CAI4048482.1
SUVZ_12G4410	CAI4048486.1
SUVZ_12G4420	CAI4048490.1
SUVZ_12G4430	CAI4048494.1
SUVZ_12G4440	CAI4048498.1
SUVZ_12G4450	CAI4048502.1
SUVZ_12G4460	CAI4048506.1
SUVZ_12G4470	CAI4048510.1
SUVZ_12G4480	CAI4048514.1
SUVZ_12G4490	CAI4048518.1
SUVZ_12G4490	CAI4048518.1
SUVZ_12G4500	CAI4048522.1
SUVZ_12G4520	CAI4048526.1
SUVZ_12G4530	CAI4048530.1
SUVZ_12G4540	CAI4048534.1
SUVZ_12G4550	CAI4048538.1
SUVZ_12G4560	CAI4048542.1
SUVZ_12G4570	CAI4048546.1
SUVZ_12G4580	CAI4048550.1
SUVZ_12G4590	CAI4048554.1
SUVZ_12G4600	CAI4048558.1
SUVZ_12G4610	CAI4048562.1
SUVZ_12G4620	CAI4048566.1
SUVZ_12G4630	CAI4048570.1
SUVZ_12G4640	CAI4048574.1
SUVZ_12G4650	CAI4048578.1
SUVZ_12G4660	CAI4048582.1
SUVZ_12G4670	CAI4048587.1
SUVZ_12G4670	CAI4048587.1
SUVZ_12G4680	CAI4048591.1
SUVZ_12G4690	CAI4048595.1
SUVZ_12G4700	CAI4048599.1
SUVZ_12G4700	CAI4048599.1
SUVZ_12G4710	CAI4048603.1
SUVZ_12G4720	CAI4048607.1
SUVZ_12G4730	CAI4048611.1
SUVZ_12G4740	CAI4048615.1
SUVZ_12G4750	CAI4048619.1
SUVZ_12G4760	CAI4048623.1
SUVZ_12G4770	CAI4048627.1
SUVZ_12G4780	CAI4048631.1
SUVZ_12G4790	CAI4048635.1
SUVZ_12G4800	CAI4048639.1
SUVZ_12G4810	CAI4048643.1
SUVZ_12G4820	CAI4048647.1
SUVZ_13G0010	CAI4048914.1
SUVZ_13G0020	CAI4048918.1
SUVZ_13G0030	CAI4048922.1
SUVZ_13G0040	CAI4048926.1
SUVZ_13G0050	CAI4048930.1
SUVZ_13G0060	CAI4048934.1
SUVZ_13G0070	CAI4048938.1
SUVZ_13G0080	CAI4048942.1
SUVZ_13G0090	CAI4048947.1
SUVZ_13G0100	CAI4048951.1
SUVZ_13G0110	CAI4048955.1
SUVZ_13G0120	CAI4048959.1
SUVZ_13G0130	CAI4048963.1
SUVZ_13G0140	CAI4048967.1
SUVZ_13G0150	CAI4048971.1
SUVZ_13G0160	CAI4048975.1
SUVZ_13G0160	CAI4048975.1
SUVZ_13G0170	CAI4048979.1
SUVZ_13G0180	CAI4048983.1
SUVZ_13G0190	CAI4048987.1
SUVZ_13G0200	CAI4048991.1
SUVZ_13G0210	CAI4048995.1
SUVZ_13G0220	CAI4048998.1
SUVZ_13G0240	CAI4049002.1
SUVZ_13G0250	CAI4049006.1
SUVZ_13G0260	CAI4049010.1
SUVZ_13G0270	CAI4049014.1
SUVZ_13G0280	CAI4049018.1
SUVZ_13G0290	CAI4049022.1
SUVZ_13G0300	CAI4049026.1
SUVZ_13G0310	CAI4049030.1
SUVZ_13G0320	CAI4049034.1
SUVZ_13G0330	CAI4049038.1
SUVZ_13G0340	CAI4049042.1
SUVZ_13G0350	CAI4049046.1
SUVZ_13G0360	CAI4049050.1
SUVZ_13G0370	CAI4049054.1
SUVZ_13G0380	CAI4049058.1
SUVZ_13G0390	CAI4049062.1
SUVZ_13G0400	CAI4049066.1
SUVZ_13G0410	CAI4049069.1
SUVZ_13G0420	CAI4049072.1
SUVZ_13G0430	CAI4049074.1
SUVZ_13G0440	CAI4049076.1
SUVZ_13G0450	CAI4049078.1
SUVZ_13G0460	CAI4049080.1
SUVZ_13G0460	CAI4049080.1
SUVZ_13G0480	CAI4049082.1
SUVZ_13G0490	CAI4049084.1
SUVZ_13G0500	CAI4049086.1
SUVZ_13G0520	CAI4049088.1
SUVZ_13G0530	CAI4049090.1
SUVZ_13G0540	CAI4049092.1
SUVZ_13G0550	CAI4049094.1
SUVZ_13G0550	CAI4049094.1
SUVZ_13G0560	CAI4049096.1
SUVZ_13G0570	CAI4049098.1
SUVZ_13G0580	CAI4049100.1
SUVZ_13G0590	CAI4049102.1
SUVZ_13G0600	CAI4049104.1
SUVZ_13G0610	CAI4049106.1
SUVZ_13G0620	CAI4049108.1
SUVZ_13G0630	CAI4049110.1
SUVZ_13G0640	CAI4049112.1
SUVZ_13G0650	CAI4049114.1
SUVZ_13G0660	CAI4049116.1
SUVZ_13G0670	CAI4049118.1
SUVZ_13G0670	CAI4049118.1
SUVZ_13G0680	CAI4049120.1
SUVZ_13G0690	CAI4049122.1
SUVZ_13G0700	CAI4049124.1
SUVZ_13G0710	CAI4049126.1
SUVZ_13G0720	CAI4049128.1
SUVZ_13G0730	CAI4049130.1
SUVZ_13G0730	CAI4049130.1
SUVZ_13G0740	CAI4049132.1
SUVZ_13G0750	CAI4049134.1
SUVZ_13G0760	CAI4049136.1
SUVZ_13G0770	CAI4049138.1
SUVZ_13G0780	CAI4049140.1
SUVZ_13G0790	CAI4049142.1
SUVZ_13G0800	CAI4049144.1
SUVZ_13G0810	CAI4049146.1
SUVZ_13G0820	CAI4049148.1
SUVZ_13G0830	CAI4049150.1
SUVZ_13G0850	CAI4049152.1
SUVZ_13G0860	CAI4049154.1
SUVZ_13G0860	CAI4049154.1
SUVZ_13G0870	CAI4049156.1
SUVZ_13G0880	CAI4049158.1
SUVZ_13G0890	CAI4049160.1
SUVZ_13G0900	CAI4049162.1
SUVZ_13G0910	CAI4049164.1
SUVZ_13G0920	CAI4049166.1
SUVZ_13G0930	CAI4049168.1
SUVZ_13G0940	CAI4049170.1
SUVZ_13G0950	CAI4049172.1
SUVZ_13G0960	CAI4049176.1
SUVZ_13G0970	CAI4049180.1
SUVZ_13G0980	CAI4049184.1
SUVZ_13G0990	CAI4049188.1
SUVZ_13G1000	CAI4049192.1
SUVZ_13G1010	CAI4049196.1
SUVZ_13G1020	CAI4049200.1
SUVZ_13G1020	CAI4049200.1
SUVZ_13G1030	CAI4049204.1
SUVZ_13G1040	CAI4049208.1
SUVZ_13G1040	CAI4049208.1
SUVZ_13G1050	CAI4049212.1
SUVZ_13G1060	CAI4049216.1
SUVZ_13G1070	CAI4049220.1
SUVZ_13G1080	CAI4049224.1
SUVZ_13G1090	CAI4049228.1
SUVZ_13G1100	CAI4049232.1
SUVZ_13G1110	CAI4049236.1
SUVZ_13G1110	CAI4049236.1
SUVZ_13G1120	CAI4049240.1
SUVZ_13G1120	CAI4049240.1
SUVZ_13G1130	CAI4049244.1
SUVZ_13G1130	CAI4049244.1
SUVZ_13G1140	CAI4049248.1
SUVZ_13G1150	CAI4049252.1
SUVZ_13G1160	CAI4049256.1
SUVZ_13G1170	CAI4049260.1
SUVZ_13G1180	CAI4049264.1
SUVZ_13G1190	CAI4049268.1
SUVZ_13G1200	CAI4049272.1
SUVZ_13G1200	CAI4049272.1
SUVZ_13G1210	CAI4049276.1
SUVZ_13G1220	CAI4049279.1
SUVZ_13G1230	CAI4049283.1
SUVZ_13G1240	CAI4049286.1
SUVZ_13G1250	CAI4049289.1
SUVZ_13G1260	CAI4049292.1
SUVZ_13G1270	CAI4049295.1
SUVZ_13G1290	CAI4049298.1
SUVZ_13G1300	CAI4049301.1
SUVZ_13G1310	CAI4049304.1
SUVZ_13G1320	CAI4049307.1
SUVZ_13G1330	CAI4049310.1
SUVZ_13G1340	CAI4049313.1
SUVZ_13G1350	CAI4049316.1
SUVZ_13G1370	CAI4049319.1
