GVI51_A00011	XP_065482658.1
GVI51_K11253	XP_448712.1
GVI51_K11275	XP_448713.1
GVI51_K11297	XP_448714.1
GVI51_K11319	XP_448715.1
GVI51_K11341	XP_448716.1
GVI51_K11363	XP_448717.1
GVI51_K11385	XP_448718.1
GVI51_K11407	XP_448719.1
GVI51_K11429	XP_448720.1
GVI51_K11451	XP_448721.1
GVI51_K11473	XP_448722.1
GVI51_K11495	XP_448723.1
GVI51_K11517	XP_448724.1
GVI51_K11561	XP_448725.1
GVI51_K11583	XP_448726.1
GVI51_K11583	XP_448726.1
GVI51_K11605	XP_448727.1
GVI51_K11627	XP_448728.1
GVI51_K11649	XP_448729.1
GVI51_K11671	XP_448730.1
GVI51_K11693	XP_448731.1
GVI51_K11715	XP_448732.1
GVI51_K11737	XP_448733.1
GVI51_K11781	XP_448734.1
GVI51_K11803	XP_448735.1
GVI51_K11825	XP_448736.1
GVI51_K11847	XP_448737.1
GVI51_K11869	XP_448738.1
GVI51_K11891	XP_448739.1
GVI51_K11913	XP_448740.1
GVI51_K11935	XP_448741.1
GVI51_K11957	XP_448742.1
GVI51_K11979	XP_448743.1
GVI51_K12001	XP_448744.1
GVI51_K12023	XP_448745.1
GVI51_K12045	XP_448746.1
GVI51_K12067	XP_448747.1
GVI51_K12089	XP_448748.1
GVI51_K12111	XP_448749.1
GVI51_K12133	XP_448750.1
GVI51_K12155	XP_448751.1
GVI51_K12177	XP_448752.1
GVI51_K12199	XP_448753.1
GVI51_K12221	XP_448754.1
GVI51_K12243	XP_448755.1
GVI51_K12265	XP_448756.1
GVI51_K12287	XP_448757.1
GVI51_K12309	XP_448758.1
GVI51_K12331	XP_448759.1
GVI51_K12353	XP_448760.1
GVI51_K12375	XP_448761.1
GVI51_K12397	XP_448762.1
GVI51_K12419	XP_448763.1
GVI51_K12441	XP_448764.1
GVI51_K12463	XP_448765.1
GVI51_K12485	XP_448766.1
GVI51_K12507	XP_448767.1
GVI51_K12529	XP_448768.2
GVI51_K12529	XP_448768.2
GVI51_K12551	XP_448769.1
GVI51_K12573	XP_448770.1
GVI51_K12595	XP_448771.1
GVI51_K12617	XP_448772.1
GVI51_K12639	XP_448773.1
GVI51_K12661	XP_448774.1
GVI51_K12683	XP_448775.1
GVI51_K12705	XP_448776.1
GVI51_K12727	XP_448777.1
GVI51_K12749	XP_448778.1
GVI51_K12771	XP_448779.1
GVI51_K12793	XP_448780.1
GVI51_K12815	XP_448781.1
GVI51_K12837	XP_448782.1
GVI51_K12859	XP_448783.2
GVI51_L00011	XP_002999584.2
GVI51_L00033	XP_065482717.1
GVI51_L00055	XP_002999585.1
GVI51_L00077	XP_448786.1
GVI51_L00099	XP_448787.1
GVI51_L00121	XP_448788.1
GVI51_L00143	XP_448789.1
GVI51_L00165	XP_448790.1
GVI51_L00165	XP_448790.1
GVI51_L00187	XP_448791.1
GVI51_L00209	XP_448792.1
GVI51_L00231	XP_448793.1
GVI51_L00253	XP_448794.1
GVI51_L00275	XP_448795.1
GVI51_L00297	XP_448796.2
GVI51_L00319	XP_448797.1
GVI51_L00341	XP_448798.1
GVI51_L00363	XP_448799.2
GVI51_L00385	XP_448800.1
GVI51_L00407	XP_448801.1
GVI51_L00429	XP_448802.1
GVI51_L00451	XP_448803.1
GVI51_L00473	XP_448804.1
GVI51_L00495	XP_448805.1
GVI51_L00517	XP_448806.1
GVI51_L00539	XP_448807.1
GVI51_L00561	XP_448808.1
GVI51_L00583	XP_448809.1
GVI51_L00605	XP_448810.1
GVI51_L00627	XP_448811.1
GVI51_L00649	XP_448812.1
GVI51_L00671	XP_448813.1
GVI51_L00715	XP_448814.1
GVI51_L00737	XP_448815.1
GVI51_L00759	XP_448816.1
GVI51_L00781	XP_448817.1
GVI51_L00803	XP_448818.1
GVI51_L00825	XP_448819.1
GVI51_L00847	XP_448820.1
GVI51_L00869	XP_448821.1
GVI51_L00891	XP_448822.1
GVI51_L00935	XP_448823.1
GVI51_L00957	XP_448824.1
GVI51_L00979	XP_448825.1
GVI51_L01001	XP_448826.1
GVI51_L01023	XP_448827.1
GVI51_L01045	XP_448828.1
GVI51_L01067	XP_448829.1
GVI51_L01089	XP_448830.1
GVI51_L01111	XP_448831.1
GVI51_L01133	XP_448832.1
GVI51_L01177	XP_448833.1
GVI51_L01199	XP_448834.1
GVI51_L01221	XP_448835.1
GVI51_L01243	XP_448836.1
GVI51_L01265	XP_448837.1
GVI51_L01287	XP_448838.1
GVI51_L01309	XP_448839.1
GVI51_L01331	XP_448840.1
GVI51_L01353	XP_448841.1
GVI51_L01397	XP_448842.1
GVI51_L01441	XP_448843.1
GVI51_L01463	XP_448844.1
GVI51_L01485	XP_448845.1
GVI51_L01507	XP_448846.1
GVI51_L01529	XP_448847.1
GVI51_L01551	XP_448848.1
GVI51_L01595	XP_002999586.1
GVI51_L01617	XP_448849.1
GVI51_L01639	XP_448850.1
GVI51_L01661	XP_448851.1
GVI51_L01683	XP_448852.1
GVI51_L01705	XP_448853.1
GVI51_L01727	XP_448854.1
GVI51_L01749	XP_448855.2
GVI51_L01749	XP_448855.2
GVI51_L01771	XP_448856.1
GVI51_L01793	XP_448857.1
GVI51_L01815	XP_448858.1
GVI51_L01837	XP_448859.1
GVI51_L01859	XP_448860.1
GVI51_L01881	XP_448861.1
GVI51_L01903	XP_448862.2
GVI51_L01925	XP_448863.1
GVI51_L01947	XP_448864.1
GVI51_L01969	XP_448865.1
GVI51_L01991	XP_448866.1
GVI51_L02013	XP_448867.1
GVI51_L02035	XP_065482718.1
GVI51_L02035	XP_065482718.1
GVI51_L02057	XP_448869.1
GVI51_L02079	XP_448870.1
GVI51_L02101	XP_448871.1
GVI51_L02123	XP_448872.1
GVI51_L02145	XP_448873.1
GVI51_L02167	XP_448874.1
GVI51_L02189	XP_448875.1
GVI51_L02211	XP_448876.1
GVI51_L02233	XP_448877.1
GVI51_L02255	XP_448878.1
GVI51_L02277	XP_448879.1
GVI51_L02299	XP_448880.2
GVI51_L02321	XP_448881.1
GVI51_L02343	XP_448882.1
GVI51_L02365	XP_448883.1
GVI51_L02387	XP_448884.1
GVI51_L02409	XP_448885.1
GVI51_L02431	XP_448886.1
GVI51_L02453	XP_448887.1
GVI51_L02475	XP_448888.1
GVI51_L02497	XP_448889.1
GVI51_L02519	XP_448890.1
GVI51_L02541	XP_448891.1
GVI51_L02563	XP_448892.1
GVI51_L02585	XP_002999587.1
GVI51_L02607	XP_448893.1
GVI51_L02629	XP_448894.1
GVI51_L02651	XP_448895.1
GVI51_L02673	XP_448896.1
GVI51_L02695	XP_448897.1
GVI51_L02717	XP_448898.1
GVI51_L02739	XP_448899.1
GVI51_L02761	XP_448900.1
GVI51_L02783	XP_448901.1
GVI51_L02805	XP_448902.1
GVI51_L02827	XP_448903.1
GVI51_L02849	XP_448904.1
GVI51_L02871	XP_448905.1
GVI51_L02893	XP_448906.1
GVI51_L02915	XP_448907.1
GVI51_L02937	XP_448908.1
GVI51_L02959	XP_448909.1
GVI51_L02981	XP_448910.1
GVI51_L03003	XP_448911.1
GVI51_L03025	XP_448912.1
GVI51_L03047	XP_448913.1
GVI51_L03069	XP_448914.1
GVI51_L03091	XP_448915.1
GVI51_L03113	XP_448916.1
GVI51_L03135	XP_448917.1
GVI51_L03157	XP_448918.1
GVI51_L03179	XP_448919.1
GVI51_L03201	XP_448920.1
GVI51_L03223	XP_448921.1
GVI51_L03245	XP_448922.1
GVI51_L03267	XP_448923.1
GVI51_L03289	XP_448924.1
GVI51_L03311	XP_448925.1
GVI51_L03333	XP_448926.1
GVI51_L03355	XP_448927.1
GVI51_L03377	XP_448928.1
GVI51_L03399	XP_448929.1
GVI51_L03421	XP_448930.1
GVI51_L03443	XP_448931.1
GVI51_L03465	XP_448932.1
GVI51_L03487	XP_448933.1
GVI51_L03509	XP_448934.1
GVI51_L03531	XP_448935.1
GVI51_L03553	XP_448936.1
GVI51_L03575	XP_448937.1
GVI51_L03597	XP_448938.1
GVI51_L03619	XP_448939.1
GVI51_L03641	XP_448940.1
GVI51_L03663	XP_448941.1
GVI51_L03663	XP_448941.1
GVI51_L03685	XP_448942.1
GVI51_L03707	XP_448943.1
GVI51_L03729	XP_448944.1
GVI51_L03751	XP_448945.1
GVI51_L03773	XP_448946.1
GVI51_L03795	XP_448947.1
GVI51_L03817	XP_448948.1
GVI51_L03839	XP_448949.1
GVI51_L03861	XP_448950.1
GVI51_L03883	XP_448951.1
GVI51_L03905	XP_448952.1
GVI51_L03927	XP_448953.1
GVI51_L03949	XP_448954.1
GVI51_L03971	XP_448955.1
GVI51_L03993	XP_448956.1
GVI51_L04015	XP_448957.1
GVI51_L04037	XP_448958.1
GVI51_L04059	XP_448959.1
GVI51_L04081	XP_448960.1
GVI51_L04103	XP_448961.1
GVI51_L04125	XP_448962.1
GVI51_L04147	XP_448963.1
GVI51_L04169	XP_002999588.1
GVI51_L04191	XP_448964.1
GVI51_L04213	XP_448965.1
GVI51_L04235	XP_448966.1
GVI51_L04257	XP_448967.1
GVI51_L04279	XP_448968.1
GVI51_L04301	XP_448969.1
GVI51_L04323	XP_448970.1
GVI51_L04345	XP_448971.1
GVI51_L04367	XP_448972.1
GVI51_L04389	XP_448973.1
GVI51_L04411	XP_448974.1
GVI51_L04433	XP_448975.1
GVI51_L04455	XP_448976.1
GVI51_L04477	XP_448977.1
GVI51_L04499	XP_448978.1
GVI51_L04521	XP_448979.1
GVI51_L04543	XP_448980.1
GVI51_L04565	XP_448981.1
GVI51_L04587	XP_448982.1
GVI51_L04609	XP_448983.1
GVI51_L04631	XP_448984.1
GVI51_L04653	XP_448985.1
GVI51_L04675	XP_002999589.1
GVI51_L04697	XP_002999590.1
GVI51_L04719	XP_448986.1
GVI51_L04719	XP_448986.1
GVI51_L04741	XP_448987.1
GVI51_L04763	XP_448988.1
GVI51_L04807	XP_448989.2
GVI51_L04829	XP_448990.1
GVI51_L04873	XP_448991.1
GVI51_L04895	XP_448992.1
GVI51_L04917	XP_448993.1
GVI51_L04939	XP_448994.1
GVI51_L04961	XP_448995.1
GVI51_L04983	XP_448996.2
GVI51_L05005	XP_448997.1
GVI51_L05027	XP_448998.1
GVI51_L05049	XP_448999.1
GVI51_L05071	XP_449000.1
GVI51_L05093	XP_449002.1
GVI51_L05115	XP_449003.1
GVI51_L05137	XP_449004.1
GVI51_L05159	XP_449005.1
GVI51_L05181	XP_449006.1
GVI51_L05203	XP_449007.1
GVI51_L05225	XP_449008.1
GVI51_L05247	XP_449009.1
GVI51_L05269	XP_449010.1
GVI51_L05291	XP_449011.1
GVI51_L05313	XP_449012.1
GVI51_L05335	XP_449013.1
GVI51_L05357	XP_449014.1
GVI51_L05379	XP_449015.1
GVI51_L05401	XP_449016.1
GVI51_L05423	XP_449017.1
GVI51_L05445	XP_449018.1
GVI51_L05467	XP_449019.1
GVI51_L05489	XP_002999591.1
GVI51_L05511	XP_449020.2
GVI51_L05533	XP_449021.1
GVI51_L05555	XP_449022.1
GVI51_L05577	XP_449023.1
GVI51_L05599	XP_449024.1
GVI51_L05621	XP_449025.1
GVI51_L05665	XP_449026.1
GVI51_L05687	XP_449028.1
GVI51_L05709	XP_449029.1
GVI51_L05731	XP_449030.1
GVI51_L05753	XP_449031.1
GVI51_L05775	XP_449032.1
GVI51_L05797	XP_449033.1
GVI51_L05819	XP_449034.1
GVI51_L05841	XP_449035.1
GVI51_L05863	XP_449036.2
GVI51_L05885	XP_449037.1
GVI51_L05907	XP_449038.1
GVI51_L05907	XP_449038.1
GVI51_L05929	XP_449039.1
GVI51_L05951	XP_449040.1
GVI51_L05973	XP_449041.1
GVI51_L05995	XP_449042.1
GVI51_L06017	XP_449043.1
GVI51_L06039	XP_449044.1
GVI51_L06061	XP_449045.1
GVI51_L06083	XP_449046.1
GVI51_L06105	XP_449047.1
GVI51_L06127	XP_449048.1
GVI51_L06149	XP_449049.1
GVI51_L06171	XP_449050.1
GVI51_L06193	XP_449051.1
GVI51_L06215	XP_449052.1
GVI51_L06237	XP_002999592.1
GVI51_L06281	XP_449053.1
GVI51_L06303	XP_449054.1
GVI51_L06325	XP_449055.1
GVI51_L06347	XP_449056.1
GVI51_L06369	XP_449057.1
GVI51_L06391	XP_449058.2
GVI51_L06413	XP_449059.1
GVI51_L06435	XP_449060.1
GVI51_L06457	XP_449062.2
GVI51_L06457	XP_449062.2
GVI51_L06479	XP_449063.1
GVI51_L06501	XP_449064.1
GVI51_L06523	XP_449065.1
GVI51_L06545	XP_449066.1
GVI51_L06567	XP_449067.1
GVI51_L06589	XP_449068.1
GVI51_L06611	XP_449069.1
GVI51_L06633	XP_449070.1
GVI51_L06655	XP_449071.1
GVI51_L06677	XP_449072.1
GVI51_L06699	XP_449073.1
GVI51_L06721	XP_449074.1
GVI51_L06743	XP_449075.2
GVI51_L06765	XP_449076.2
GVI51_L06765	XP_449076.2
GVI51_L06787	XP_449077.1
GVI51_L06809	XP_449078.1
GVI51_L06831	XP_449079.1
GVI51_L06853	XP_449080.1
GVI51_L06875	XP_449081.2
GVI51_L06897	XP_449082.1
GVI51_L06919	XP_449083.1
GVI51_L06941	XP_449084.1
GVI51_L06963	XP_449085.1
GVI51_L06985	XP_449086.1
GVI51_L07007	XP_449087.1
GVI51_L07029	XP_449088.1
GVI51_L07051	XP_449089.1
GVI51_L07073	XP_449090.1
GVI51_L07095	XP_449091.1
GVI51_L07117	XP_449092.1
GVI51_L07139	XP_449093.1
GVI51_L07161	XP_449094.1
GVI51_L07183	XP_449095.1
GVI51_L07205	XP_449096.1
GVI51_L07227	XP_449097.1
GVI51_L07249	XP_449098.1
GVI51_L07271	XP_449099.1
GVI51_L07293	XP_449100.1
GVI51_L07315	XP_449101.1
GVI51_L07337	XP_449102.1
GVI51_L07359	XP_449103.1
GVI51_L07381	XP_449104.1
GVI51_L07403	XP_449106.1
GVI51_L07425	XP_449107.1
GVI51_L07447	XP_449108.1
GVI51_L07491	XP_449109.1
GVI51_L07513	XP_449110.1
GVI51_L07535	XP_449111.1
GVI51_L07557	XP_449112.1
GVI51_L07579	XP_449113.1
GVI51_L07601	XP_449114.2
GVI51_L07623	XP_449115.2
GVI51_L07645	XP_449116.1
GVI51_L07667	XP_449117.1
GVI51_L07689	XP_449118.1
GVI51_L07711	XP_449119.1
GVI51_L07755	XP_449120.1
GVI51_L07777	XP_449121.1
GVI51_L07799	XP_449122.1
GVI51_L07821	XP_065482719.1
GVI51_L07865	XP_449123.1
GVI51_L07887	XP_449124.2
GVI51_L07909	XP_449125.1
GVI51_L07931	XP_449126.1
GVI51_L07953	XP_002999593.1
GVI51_L07953	XP_002999593.1
GVI51_L07975	XP_449127.1
GVI51_L07997	XP_449128.2
GVI51_L08019	XP_002999594.1
GVI51_L08019	XP_002999594.1
GVI51_L08041	XP_002999595.1
GVI51_L08063	XP_449129.1
GVI51_L08085	XP_449130.1
GVI51_L08107	XP_449131.1
GVI51_L08129	XP_449132.1
GVI51_L08151	XP_449133.1
GVI51_L08173	XP_449134.1
GVI51_L08195	XP_449135.1
GVI51_L08217	XP_449136.1
GVI51_L08239	XP_449137.1
GVI51_L08261	XP_449138.1
GVI51_L08283	XP_449139.1
GVI51_L08305	XP_449140.1
GVI51_L08327	XP_449141.1
GVI51_L08349	XP_449142.1
GVI51_L08371	XP_449143.1
GVI51_L08393	XP_449144.1
GVI51_L08415	XP_065482720.1
GVI51_L08437	XP_449146.1
GVI51_L08459	XP_449147.1
GVI51_L08481	XP_449148.1
GVI51_L08503	XP_065482721.1
GVI51_L08547	XP_449149.1
GVI51_L08569	XP_449150.1
GVI51_L08591	XP_449151.1
GVI51_L08613	XP_449152.1
GVI51_L08635	XP_449153.1
GVI51_L08679	XP_449154.1
GVI51_L08701	XP_449155.1
GVI51_L08723	XP_449156.1
GVI51_L08745	XP_449157.1
GVI51_L08767	XP_449158.1
GVI51_L08789	XP_449159.1
GVI51_L08811	XP_449160.1
GVI51_L08833	XP_449161.1
GVI51_L08855	XP_449162.1
GVI51_L08877	XP_449163.1
GVI51_L08899	XP_449164.1
GVI51_L08921	XP_449165.1
GVI51_L08943	XP_449166.1
GVI51_L08965	XP_449167.1
GVI51_L08987	XP_449168.1
GVI51_L09009	XP_449169.1
GVI51_L09031	XP_449170.1
GVI51_L09053	XP_449171.1
GVI51_L09075	XP_449172.1
GVI51_L09097	XP_449173.1
GVI51_L09119	XP_449174.1
GVI51_L09141	XP_449175.1
GVI51_L09163	XP_449176.1
GVI51_L09185	XP_449177.1
GVI51_L09207	XP_449178.1
GVI51_L09229	XP_449179.1
GVI51_L09251	XP_449180.1
GVI51_L09295	XP_449181.1
GVI51_L09317	XP_449182.1
GVI51_L09339	XP_065482722.1
GVI51_L09361	XP_449183.1
GVI51_L09427	XP_449184.1
GVI51_L09449	XP_449185.1
GVI51_L09471	XP_449186.1
GVI51_L09515	XP_449187.1
GVI51_L09559	XP_449188.1
GVI51_L09581	XP_449189.2
GVI51_L09603	XP_449190.1
GVI51_L09625	XP_449191.1
GVI51_L09647	XP_449192.2
GVI51_L09669	XP_449193.1
GVI51_L09691	XP_449194.1
GVI51_L09713	XP_449195.1
GVI51_L09735	XP_449196.1
GVI51_L09757	XP_449197.1
GVI51_L09779	XP_449198.2
GVI51_L09801	XP_449199.1
GVI51_L09823	XP_449200.1
GVI51_L09845	XP_449201.2
GVI51_L09867	XP_449202.1
GVI51_L09889	XP_449203.3
GVI51_L09911	XP_449204.1
GVI51_L09955	XP_449205.1
GVI51_L09977	XP_002999596.1
GVI51_L09999	XP_449206.1
GVI51_L10021	XP_449207.1
GVI51_L10065	XP_002999597.1
GVI51_L10087	XP_449208.1
GVI51_L10109	XP_449209.2
GVI51_L10131	XP_449210.1
GVI51_L10153	XP_449211.1
GVI51_L10175	XP_449212.2
GVI51_L10197	XP_449213.1
GVI51_L10219	XP_449214.1
GVI51_L10263	XP_449215.1
GVI51_L10285	XP_449216.1
GVI51_L10307	XP_449217.1
GVI51_L10329	XP_449218.1
GVI51_L10351	XP_449219.1
GVI51_L10373	XP_449220.1
GVI51_L10395	XP_449221.1
GVI51_L10417	XP_449222.1
GVI51_L10439	XP_449223.1
GVI51_L10461	XP_449224.1
GVI51_L10483	XP_449225.1
GVI51_L10505	XP_449226.1
GVI51_L10527	XP_449227.1
GVI51_L10549	XP_449228.1
GVI51_L10571	XP_449229.2
GVI51_L10593	XP_449230.1
GVI51_L10615	XP_449231.1
GVI51_L10637	XP_449232.1
GVI51_L10659	XP_449233.1
GVI51_L10681	XP_449234.1
GVI51_L10703	XP_449235.1
GVI51_L10725	XP_449236.1
GVI51_L10747	XP_449237.1
GVI51_L10769	XP_449238.1
GVI51_L10791	XP_449239.1
GVI51_L10813	XP_449240.1
GVI51_L10835	XP_449241.1
GVI51_L10857	XP_449242.1
GVI51_L10879	XP_449243.1
GVI51_L10901	XP_449244.1
GVI51_L10923	XP_449245.1
GVI51_L10945	XP_449246.1
GVI51_L10967	XP_449247.1
GVI51_L10989	XP_449248.1
GVI51_L11011	XP_449249.1
GVI51_L11033	XP_449250.1
GVI51_L11055	XP_449251.1
GVI51_L11077	XP_449252.1
GVI51_L11099	XP_449253.1
GVI51_L11121	XP_449254.1
GVI51_L11143	XP_449255.1
GVI51_L11165	XP_449256.1
GVI51_L11187	XP_449257.1
GVI51_L11209	XP_449258.1
GVI51_L11231	XP_449259.1
GVI51_L11253	XP_449260.1
GVI51_L11275	XP_449261.1
GVI51_L11297	XP_449262.1
GVI51_L11319	XP_449263.1
GVI51_L11363	XP_449264.1
GVI51_L11385	XP_449265.1
GVI51_L11407	XP_449266.2
GVI51_L11407	XP_449266.2
GVI51_L11429	XP_449267.1
GVI51_L11451	XP_449268.1
GVI51_L11473	XP_449269.1
GVI51_L11495	XP_449270.1
GVI51_L11517	XP_449271.1
GVI51_L11539	XP_449272.1
GVI51_L11561	XP_449273.1
GVI51_L11583	XP_449274.1
GVI51_L11605	XP_449275.1
GVI51_L11649	XP_449276.1
GVI51_L11671	XP_449277.1
GVI51_L11693	XP_449278.1
GVI51_L11715	XP_449279.1
GVI51_L11737	XP_449280.1
GVI51_L11759	XP_449281.1
GVI51_L11781	XP_449282.1
GVI51_L11803	XP_449283.1
GVI51_L11825	XP_449284.1
GVI51_L11847	XP_449285.1
GVI51_L11869	XP_449286.1
GVI51_L11891	XP_449287.1
GVI51_L11913	XP_449288.1
GVI51_L11935	XP_449289.1
GVI51_L11957	XP_449290.1
GVI51_L11979	XP_449291.1
GVI51_L12001	XP_449292.1
GVI51_L12023	XP_449293.1
GVI51_L12045	XP_449294.1
GVI51_L12067	XP_449295.1
GVI51_L12089	XP_449296.1
GVI51_L12111	XP_449297.1
GVI51_L12133	XP_449298.1
GVI51_L12155	XP_449299.1
GVI51_L12177	XP_449300.1
GVI51_L12199	XP_449301.1
GVI51_L12221	XP_449302.1
GVI51_L12243	XP_449303.1
GVI51_L12265	XP_449304.1
GVI51_L12287	XP_449305.1
GVI51_L12309	XP_449306.1
GVI51_L12331	XP_449307.1
GVI51_L12353	XP_449308.1
GVI51_L12397	XP_449309.1
GVI51_L12419	XP_449310.1
GVI51_L12441	XP_449311.1
GVI51_L12463	XP_449312.1
GVI51_L12485	XP_449313.1
GVI51_L12507	XP_449314.1
GVI51_L12529	XP_449315.1
GVI51_L12551	XP_449316.2
GVI51_L12573	XP_449317.1
GVI51_L12595	XP_449318.1
GVI51_L12617	XP_449319.1
GVI51_L12639	XP_449320.1
GVI51_L12661	XP_449321.1
GVI51_L12683	XP_449322.1
GVI51_L12705	XP_449323.1
GVI51_L12727	XP_449324.1
GVI51_L12749	XP_449325.1
GVI51_L12771	XP_449326.1
GVI51_L12793	XP_449327.1
GVI51_L12815	XP_449328.1
GVI51_L12837	XP_449329.1
GVI51_L12859	XP_449330.1
GVI51_L12881	XP_449331.1
GVI51_L12903	XP_449332.1
GVI51_L12925	XP_449333.1
GVI51_L12947	XP_449334.1
GVI51_L12969	XP_449335.1
GVI51_L12991	XP_449336.1
GVI51_L13013	XP_449337.1
GVI51_L13035	XP_449338.1
GVI51_L13057	XP_449339.1
GVI51_L13079	XP_449340.2
GVI51_L13101	XP_449341.1
GVI51_L13123	XP_449342.1
GVI51_L13145	XP_449343.1
GVI51_L13167	XP_449344.1
GVI51_L13189	XP_449345.1
GVI51_L13211	XP_449346.1
GVI51_L13233	XP_449347.1
GVI51_L13277	XP_449348.2
GVI51_L13299	XP_449349.1
GVI51_L13673	XP_065482723.1
GVI51_M00011	XP_065482724.1
GVI51_M00033	XP_449350.2
GVI51_M00055	XP_449351.1
GVI51_M00077	XP_449352.1
GVI51_M00099	XP_449353.1
GVI51_M00121	XP_449354.1
GVI51_M00143	XP_449355.1
GVI51_M00165	XP_449356.1
GVI51_M00187	XP_449357.1
GVI51_M00209	XP_449358.1
GVI51_M00231	XP_449359.1
GVI51_M00253	XP_449360.1
GVI51_M00275	XP_449361.1
GVI51_M00297	XP_449362.1
GVI51_M00319	XP_449363.1
GVI51_M00341	XP_449364.1
GVI51_M00363	XP_449365.1
GVI51_M00385	XP_449366.1
GVI51_M00407	XP_449367.1
GVI51_M00429	XP_449368.1
GVI51_M00451	XP_449369.1
GVI51_M00473	XP_449370.1
GVI51_M00495	XP_449371.1
GVI51_M00517	XP_449372.1
GVI51_M00539	XP_449373.1
GVI51_M00561	XP_449374.1
GVI51_M00583	XP_449375.1
GVI51_M00605	XP_449376.1
GVI51_M00627	XP_449377.2
GVI51_M00627	XP_449377.2
GVI51_M00649	XP_449378.1
GVI51_M00671	XP_449379.1
GVI51_M00693	XP_449380.1
GVI51_M00715	XP_449381.1
GVI51_M00737	XP_449382.1
GVI51_M00759	XP_449383.1
GVI51_M00781	XP_002999599.1
GVI51_M00803	XP_449384.1
GVI51_M00825	XP_449385.1
GVI51_M00847	XP_449386.1
GVI51_M00869	XP_449387.1
GVI51_M00891	XP_449388.1
GVI51_M00913	XP_449389.1
GVI51_M00957	XP_449390.1
GVI51_M00979	XP_449391.1
GVI51_M01001	XP_449392.1
GVI51_M01023	XP_449393.1
GVI51_M01045	XP_449394.1
GVI51_M01067	XP_449395.1
GVI51_M01089	XP_449396.1
GVI51_M01111	XP_449397.1
GVI51_M01133	XP_449398.1
GVI51_M01155	XP_449399.1
GVI51_M01177	XP_449400.1
GVI51_M01199	XP_449401.1
GVI51_M01221	XP_449402.1
GVI51_M01243	XP_449403.1
GVI51_M01265	XP_449404.1
GVI51_M01287	XP_449405.1
GVI51_M01309	XP_449406.1
GVI51_M01331	XP_449407.1
GVI51_M01353	XP_449408.1
GVI51_M01375	XP_449409.1
GVI51_M01397	XP_449410.1
GVI51_M01419	XP_449411.1
GVI51_M01441	XP_449412.1
GVI51_M01463	XP_449413.1
GVI51_M01507	XP_449414.1
GVI51_M01529	XP_449415.1
GVI51_M01551	XP_449416.1
GVI51_M01573	XP_449417.1
GVI51_M01595	XP_449418.1
GVI51_M01617	XP_449419.1
GVI51_M01639	XP_449420.1
GVI51_M01661	XP_449421.1
GVI51_M01683	XP_449422.1
GVI51_M01705	XP_449423.1
GVI51_M01727	XP_449424.1
GVI51_M01749	XP_449425.1
GVI51_M01771	XP_449426.1
GVI51_M01793	XP_449427.1
GVI51_M01815	XP_449428.1
GVI51_M01837	XP_449429.1
GVI51_M01859	XP_449430.1
GVI51_M01881	XP_449431.1
GVI51_M01903	XP_449432.1
GVI51_M01925	XP_449433.1
GVI51_M01947	XP_449434.1
GVI51_M01969	XP_449435.1
GVI51_M01991	XP_449436.1
GVI51_M02013	XP_449437.1
GVI51_M02035	XP_449438.1
GVI51_M02057	XP_449439.1
GVI51_M02079	XP_449440.1
GVI51_M02101	XP_449441.1
GVI51_M02123	XP_449442.1
GVI51_M02145	XP_449443.1
GVI51_M02167	XP_449444.1
GVI51_M02189	XP_449445.1
GVI51_M02211	XP_449446.1
GVI51_M02233	XP_449447.1
GVI51_M02255	XP_449448.1
GVI51_M02277	XP_449449.1
GVI51_M02299	XP_449450.1
GVI51_M02321	XP_449451.1
GVI51_M02343	XP_449452.1
GVI51_M02365	XP_449453.1
GVI51_M02387	XP_449454.1
GVI51_M02387	XP_449454.1
GVI51_M02409	XP_449456.1
GVI51_M02431	XP_449457.1
GVI51_M02453	XP_449458.1
GVI51_M02475	XP_449459.1
GVI51_M02497	XP_449460.1
GVI51_M02519	XP_449461.1
GVI51_M02541	XP_449462.1
GVI51_M02563	XP_449463.1
GVI51_M02585	XP_449464.1
GVI51_M02607	XP_449465.1
GVI51_M02629	XP_449466.1
GVI51_M02629	XP_449466.1
GVI51_M02651	XP_449467.1
GVI51_M02673	XP_449468.1
GVI51_M02695	XP_449469.1
GVI51_M02717	XP_449470.1
GVI51_M02717	XP_449470.1
GVI51_M02739	XP_449471.1
GVI51_M02761	XP_449472.1
GVI51_M02783	XP_449473.1
GVI51_M02805	XP_449474.1
GVI51_M02827	XP_449475.1
GVI51_M02849	XP_449476.1
GVI51_M02871	XP_449477.1
GVI51_M02893	XP_449478.1
GVI51_M02915	XP_449479.1
GVI51_M02937	XP_449480.1
GVI51_M02959	XP_449481.1
GVI51_M02981	XP_449482.1
GVI51_M03003	XP_449483.1
GVI51_M03025	XP_449484.1
GVI51_M03047	XP_449485.1
GVI51_M03069	XP_449486.1
GVI51_M03091	XP_449487.1
GVI51_M03113	XP_449488.1
GVI51_M03135	XP_449489.1
GVI51_M03157	XP_449490.1
GVI51_M03179	XP_002999600.1
GVI51_M03201	XP_449491.1
GVI51_M03223	XP_449492.1
GVI51_M03245	XP_449493.1
GVI51_M03267	XP_065482725.1
GVI51_M03289	XP_449494.1
GVI51_M03311	XP_449495.1
GVI51_M03333	XP_449496.1
GVI51_M03377	XP_449497.1
GVI51_M03399	XP_449498.1
