SPAR_A00010	XP_033764409.1
SPAR_L04010	XP_033768125.1
SPAR_L04020	XP_033768126.1
SPAR_L04030	XP_033768127.1
SPAR_L04040	XP_033768128.1
SPAR_L04050	XP_033768129.1
SPAR_L04060	XP_033768130.1
SPAR_L04070	XP_033768131.1
SPAR_L04080	XP_033768132.1
SPAR_L04090	XP_033768133.1
SPAR_L04100	XP_033768134.1
SPAR_L04110	XP_033768135.1
SPAR_L04120	XP_033768136.1
SPAR_L04130	XP_033768137.1
SPAR_L04140	XP_033768138.1
SPAR_L04150	XP_033768139.1
SPAR_L04160	XP_033768140.1
SPAR_L04170	XP_033768141.1
SPAR_L04180	XP_033768142.1
SPAR_L04190	XP_033768143.1
SPAR_L04200	XP_033768144.1
SPAR_L04210	XP_033768145.1
SPAR_L04220	XP_033768146.1
SPAR_L04230	XP_033768147.1
SPAR_L04240	XP_033768148.1
SPAR_L04250	XP_033768149.1
SPAR_L04260	XP_033768150.1
SPAR_L04270	XP_033768151.1
SPAR_L04280	XP_033768152.1
SPAR_L04290	XP_033768153.1
SPAR_L04300	XP_033768154.1
SPAR_L04310	XP_033768155.1
SPAR_L04310	XP_033768155.1
SPAR_L04320	XP_033768156.1
SPAR_L04330	XP_033768157.1
SPAR_L04340	XP_033768158.1
SPAR_L04350	XP_033768159.1
SPAR_L04360	XP_033768160.1
SPAR_L04370	XP_033768161.1
SPAR_L04380	XP_033768162.1
SPAR_L04390	XP_033768163.1
SPAR_L04400	XP_033768164.1
SPAR_L04410	XP_033768165.1
SPAR_L04420	XP_033768166.1
SPAR_L04430	XP_033768167.1
SPAR_L04440	XP_033768168.1
SPAR_L04450	XP_033768169.1
SPAR_L04460	XP_033768170.1
SPAR_L04470	XP_033768171.1
SPAR_L04480	XP_033768172.1
SPAR_L04480	XP_033768172.1
SPAR_L04490	XP_033768173.1
SPAR_L04500	XP_033768174.1
SPAR_L04510	XP_033768175.1
SPAR_L04510	XP_033768175.1
SPAR_L04520	XP_033768176.1
SPAR_L04530	XP_033768177.1
SPAR_L04540	XP_033768178.1
SPAR_L04550	XP_033768179.1
SPAR_L04560	XP_033768180.1
SPAR_L04570	XP_033768181.1
SPAR_L04580	XP_033768182.1
SPAR_L04590	XP_033768183.1
SPAR_L04600	XP_033768184.1
SPAR_L04610	XP_033768185.1
SPAR_L04620	XP_033768186.1
SPAR_L04630	XP_033768187.1
SPAR_M00010	XP_033768188.1
SPAR_M00020	XP_033768189.1
SPAR_M00030	XP_033768190.1
SPAR_M00040	XP_033768191.1
SPAR_M00050	XP_033768192.1
SPAR_M00060	XP_033768193.1
SPAR_M00070	XP_033768194.1
SPAR_M00080	XP_033768195.1
SPAR_M00090	XP_033768196.1
SPAR_M00100	XP_033768197.1
SPAR_M00110	XP_033768198.1
SPAR_M00120	XP_033768199.1
SPAR_M00120	XP_033768199.1
SPAR_M00130	XP_033768200.1
SPAR_M00140	XP_033768201.1
SPAR_M00150	XP_033768202.1
SPAR_M00160	XP_033768203.1
SPAR_M00170	XP_033768204.1
SPAR_M00180	XP_033768205.1
SPAR_M00190	XP_033768206.1
SPAR_M00200	XP_033768207.1
SPAR_M00210	XP_033768208.1
SPAR_M00220	XP_033768209.1
SPAR_M00230	XP_033768210.1
SPAR_M00240	XP_033768211.1
SPAR_M00250	XP_033768212.1
SPAR_M00260	XP_033768213.1
SPAR_M00270	XP_033768214.1
SPAR_M00280	XP_033768215.1
SPAR_M00290	XP_033768216.1
SPAR_M00300	XP_033768217.1
SPAR_M00310	XP_033768218.1
SPAR_M00320	XP_033768219.1
SPAR_M00330	XP_033768220.1
SPAR_M00340	XP_033768221.1
SPAR_M00350	XP_033768222.1
SPAR_M00360	XP_033768223.1
SPAR_M00370	XP_033768224.1
SPAR_M00380	XP_033768225.1
SPAR_M00390	XP_033768226.1
SPAR_M00390	XP_033768226.1
SPAR_M00400	XP_033768227.1
SPAR_M00410	XP_033768228.1
SPAR_M00420	XP_033768229.1
SPAR_M00430	XP_033768230.1
SPAR_M00440	XP_033768231.1
SPAR_M00450	XP_033768232.1
SPAR_M00460	XP_033768233.1
SPAR_M00470	XP_033768234.1
SPAR_M00480	XP_033768235.1
SPAR_M00490	XP_033768236.1
SPAR_M00500	XP_033768237.1
SPAR_M00510	XP_033768238.1
SPAR_M00520	XP_033768239.1
SPAR_M00530	XP_033768240.1
SPAR_M00540	XP_033768241.1
SPAR_M00550	XP_033768242.1
SPAR_M00560	XP_033768243.1
SPAR_M00570	XP_033768244.1
SPAR_M00580	XP_033768245.1
SPAR_M00580	XP_033768245.1
SPAR_M00590	XP_033768246.1
SPAR_M00600	XP_033768247.1
SPAR_M00610	XP_033768248.1
SPAR_M00620	XP_033768249.1
SPAR_M00630	XP_033768250.1
SPAR_M00640	XP_033768251.1
SPAR_M00650	XP_033768252.1
SPAR_M00650	XP_033768252.1
SPAR_M00660	XP_033768253.1
SPAR_M00670	XP_033768254.1
SPAR_M00680	XP_033768255.1
SPAR_M00690	XP_033768256.1
SPAR_M00700	XP_033768257.1
SPAR_M00710	XP_033768258.1
SPAR_M00720	XP_033768259.1
SPAR_M00730	XP_033768260.1
SPAR_M00740	XP_033768261.1
SPAR_M00750	XP_033768262.1
SPAR_M00760	XP_033768263.1
SPAR_M00770	XP_033768264.1
SPAR_M00770	XP_033768264.1
SPAR_M00780	XP_033768265.1
SPAR_M00790	XP_033768266.1
SPAR_M00800	XP_033768267.1
SPAR_M00810	XP_033768268.1
SPAR_M00820	XP_033768269.1
SPAR_M00830	XP_033768270.1
SPAR_M00840	XP_033768271.1
SPAR_M00850	XP_033768272.1
SPAR_M00860	XP_033768273.1
SPAR_M00870	XP_033768274.1
SPAR_M00880	XP_033768275.1
SPAR_M00890	XP_033768276.1
SPAR_M00900	XP_033768277.1
SPAR_M00910	XP_033768278.1
SPAR_M00920	XP_033768279.1
SPAR_M00930	XP_033768280.1
SPAR_M00930	XP_033768280.1
SPAR_M00940	XP_033768281.1
SPAR_M00950	XP_033768282.1
SPAR_M00950	XP_033768282.1
SPAR_M00960	XP_033768283.1
SPAR_M00970	XP_033768284.1
SPAR_M00980	XP_033768285.1
SPAR_M00990	XP_033768286.1
SPAR_M01000	XP_033768287.1
SPAR_M01010	XP_033768288.1
SPAR_M01020	XP_033768289.1
SPAR_M01020	XP_033768289.1
SPAR_M01030	XP_033768290.1
SPAR_M01030	XP_033768290.1
SPAR_M01040	XP_033768291.1
SPAR_M01050	XP_033768292.1
SPAR_M01060	XP_033768293.1
SPAR_M01070	XP_033768294.1
SPAR_M01080	XP_033768295.1
SPAR_M01090	XP_033768296.1
SPAR_M01100	XP_033768297.1
SPAR_M01110	XP_033768298.1
SPAR_M01120	XP_033768299.1
SPAR_M01130	XP_033768300.1
SPAR_M01140	XP_033768301.1
SPAR_M01150	XP_033768302.1
SPAR_M01160	XP_033768303.1
SPAR_M01170	XP_033768304.1
SPAR_M01180	XP_033768305.1
SPAR_M01190	XP_033768306.1
SPAR_M01200	XP_033768307.1
SPAR_M01210	XP_033768308.1
SPAR_M01220	XP_033768309.1
SPAR_M01230	XP_033768310.1
SPAR_M01240	XP_033768311.1
SPAR_M01250	XP_033768312.1
SPAR_M01260	XP_033768313.1
SPAR_M01270	XP_033768314.1
SPAR_M01280	XP_033768315.1
SPAR_M01290	XP_033768316.1
SPAR_M01300	XP_033768317.1
SPAR_M01310	XP_033768318.1
SPAR_M01320	XP_033768319.1
SPAR_M01330	XP_033768320.1
SPAR_M01340	XP_033768321.1
SPAR_M01350	XP_033768322.1
SPAR_M01360	XP_033768323.1
SPAR_M01370	XP_033768324.1
SPAR_M01380	XP_033768325.1
SPAR_M01390	XP_033768326.1
SPAR_M01400	XP_033768327.1
SPAR_M01410	XP_033768328.1
SPAR_M01420	XP_033768329.1
SPAR_M01430	XP_033768330.1
SPAR_M01440	XP_033768331.1
SPAR_M01450	XP_033768332.1
SPAR_M01460	XP_033768333.1
SPAR_M01470	XP_033768334.1
SPAR_M01480	XP_033768335.1
SPAR_M01490	XP_033768336.1
SPAR_M01500	XP_033768337.1
SPAR_M01510	XP_033768338.1
SPAR_M01520	XP_033768339.1
SPAR_M01530	XP_033768340.1
SPAR_M01540	XP_033768341.1
SPAR_M01550	XP_033768342.1
SPAR_M01560	XP_033768343.1
SPAR_M01570	XP_033768344.1
SPAR_M01570	XP_033768344.1
SPAR_M01580	XP_033768345.1
SPAR_M01590	XP_033768346.1
SPAR_M01600	XP_033768347.1
SPAR_M01610	XP_033768348.1
SPAR_M01620	XP_033768349.1
SPAR_M01630	XP_033768350.1
SPAR_M01640	XP_033768351.1
SPAR_M01650	XP_033768352.1
SPAR_M01660	XP_033768353.1
SPAR_M01670	XP_033768354.1
SPAR_M01680	XP_033768355.1
SPAR_M01690	XP_033768356.1
SPAR_M01700	XP_033768357.1
SPAR_M01710	XP_033768358.1
SPAR_M01720	XP_033768359.1
SPAR_M01730	XP_033768360.1
SPAR_M01740	XP_033768361.1
SPAR_M01750	XP_033768362.1
SPAR_M01760	XP_033768363.1
SPAR_M01770	XP_033768364.1
SPAR_M01780	XP_033768365.1
SPAR_M01790	XP_033768366.1
SPAR_M01800	XP_033768367.1
SPAR_M01810	XP_033768368.1
SPAR_M01820	XP_033768369.1
SPAR_M01830	XP_033768370.1
SPAR_M01840	XP_033768371.1
SPAR_M01850	XP_033768372.1
SPAR_M01860	XP_033768373.1
SPAR_M01870	XP_033768374.1
SPAR_M01880	XP_033768375.1
SPAR_M01890	XP_033768376.1
SPAR_M01900	XP_033768377.1
SPAR_M01910	XP_033768378.1
SPAR_M01920	XP_033768379.1
SPAR_M01930	XP_033768380.1
SPAR_M01940	XP_033768381.1
SPAR_M01950	XP_033768382.1
SPAR_M01960	XP_033768383.1
SPAR_M01970	XP_033768384.1
SPAR_M01980	XP_033768385.1
SPAR_M01980	XP_033768385.1
SPAR_M01990	XP_033768386.1
SPAR_M02000	XP_033768387.1
SPAR_M02010	XP_033768388.1
SPAR_M02020	XP_033768389.1
SPAR_M02030	XP_033768390.1
SPAR_M02040	XP_033768391.1
SPAR_M02050	XP_033768392.1
SPAR_M02060	XP_033768393.1
SPAR_M02070	XP_033768394.1
SPAR_M02080	XP_033768395.1
SPAR_M02090	XP_033768396.1
SPAR_M02100	XP_033768397.1
SPAR_M02110	XP_033768398.1
SPAR_M02120	XP_033768399.1
SPAR_M02130	XP_033768400.1
SPAR_M02140	XP_033768401.1
SPAR_M02150	XP_033768402.1
SPAR_M02160	XP_033768403.1
SPAR_M02170	XP_033768404.1
SPAR_M02180	XP_033768405.1
SPAR_M02190	XP_033768406.1
SPAR_M02200	XP_033768407.1
SPAR_M02210	XP_033768408.1
SPAR_M02220	XP_033768409.1
SPAR_M02230	XP_033768410.1
SPAR_M02240	XP_033768411.1
SPAR_M02250	XP_033768412.1
SPAR_M02260	XP_033768413.1
SPAR_M02270	XP_033768414.1
SPAR_M02280	XP_033768415.1
SPAR_M02290	XP_033768416.1
SPAR_M02300	XP_033768417.1
SPAR_M02310	XP_033768418.1
SPAR_M02320	XP_033768419.1
SPAR_M02320	XP_033768419.1
SPAR_M02330	XP_033768420.1
SPAR_M02340	XP_033768421.1
SPAR_M02350	XP_033768422.1
SPAR_M02360	XP_033768423.1
SPAR_M02370	XP_033768424.1
SPAR_M02380	XP_033768425.1
SPAR_M02390	XP_033768426.1
SPAR_M02400	XP_033768427.1
SPAR_M02410	XP_033768428.1
SPAR_M02410	XP_033768428.1
SPAR_M02420	XP_033768429.1
SPAR_M02430	XP_033768430.1
SPAR_M02440	XP_033768431.1
SPAR_M02450	XP_033768432.1
SPAR_M02460	XP_033768433.1
SPAR_M02470	XP_033768434.1
SPAR_M02480	XP_033768435.1
SPAR_M02490	XP_033768436.1
SPAR_M02490	XP_033768436.1
SPAR_M02500	XP_033768437.1
SPAR_M02510	XP_033768438.1
SPAR_M02520	XP_033768439.1
SPAR_M02530	XP_033768440.1
SPAR_M02540	XP_033768441.1
SPAR_M02550	XP_033768442.1
SPAR_M02560	XP_033768443.1
SPAR_M02570	XP_033768444.1
SPAR_M02580	XP_033768445.1
SPAR_M02580	XP_033768445.1
SPAR_M02590	XP_033768446.1
SPAR_M02590	XP_033768446.1
SPAR_M02600	XP_033768447.1
SPAR_M02610	XP_033768448.1
SPAR_M02620	XP_033768449.1
SPAR_M02630	XP_033768450.1
SPAR_M02640	XP_033768451.1
SPAR_M02650	XP_033768452.1
SPAR_M02660	XP_033768453.1
SPAR_M02670	XP_033768454.1
SPAR_M02680	XP_033768455.1
SPAR_M02690	XP_033768456.1
SPAR_M02700	XP_033768457.1
SPAR_M02710	XP_033768458.1
SPAR_M02720	XP_033768459.1
SPAR_M02730	XP_033768460.1
SPAR_M02740	XP_033768461.1
SPAR_M02750	XP_033768462.1
SPAR_M02760	XP_033768463.1
SPAR_M02770	XP_033768464.1
SPAR_M02780	XP_033768465.1
SPAR_M02790	XP_033768466.1
SPAR_M02800	XP_033768467.1
SPAR_M02810	XP_033768468.1
SPAR_M02820	XP_033768469.1
SPAR_M02830	XP_033768470.1
SPAR_M02840	XP_033768471.1
SPAR_M02850	XP_033768472.1
SPAR_M02860	XP_033768473.1
SPAR_M02870	XP_033768474.1
SPAR_M02880	XP_033768475.1
SPAR_M02890	XP_033768476.1
SPAR_M02900	XP_033768477.1
SPAR_M02910	XP_033768478.1
SPAR_M02920	XP_033768479.1
SPAR_M02930	XP_033768480.1
SPAR_M02940	XP_033768481.1
SPAR_M02950	XP_033768482.1
SPAR_M02960	XP_033768483.1
SPAR_M02970	XP_033768484.1
SPAR_M02980	XP_033768485.1
SPAR_M02990	XP_033768486.1
SPAR_M03000	XP_033768487.1
SPAR_M03010	XP_033768488.1
SPAR_M03020	XP_033768489.1
SPAR_M03030	XP_033768490.1
SPAR_M03040	XP_033768491.1
SPAR_M03050	XP_033768492.1
SPAR_M03060	XP_033768493.1
SPAR_M03070	XP_033768494.1
SPAR_M03080	XP_033768495.1
SPAR_M03090	XP_033768496.1
SPAR_M03090	XP_033768496.1
SPAR_M03100	XP_033768497.1
SPAR_M03100	XP_033768497.1
SPAR_M03110	XP_033768498.1
SPAR_M03120	XP_033768499.1
SPAR_M03130	XP_033768500.1
SPAR_M03140	XP_033768501.1
SPAR_M03150	XP_033768502.1
SPAR_M03160	XP_033768503.1
SPAR_M03170	XP_033768504.1
SPAR_M03180	XP_033768505.1
SPAR_M03190	XP_033768506.1
SPAR_M03200	XP_033768507.1
SPAR_M03210	XP_033768508.1
SPAR_M03220	XP_033768509.1
SPAR_M03230	XP_033768510.1
SPAR_M03240	XP_033768511.1
SPAR_M03250	XP_033768512.1
SPAR_M03260	XP_033768513.1
SPAR_M03270	XP_033768514.1
SPAR_M03280	XP_033768515.1
SPAR_M03290	XP_033768516.1
SPAR_M03300	XP_033768517.1
SPAR_M03310	XP_033768518.1
SPAR_M03320	XP_033768519.1
SPAR_M03330	XP_033768520.1
SPAR_M03340	XP_033768521.1
SPAR_M03350	XP_033768522.1
SPAR_M03360	XP_033768523.1
SPAR_M03370	XP_033768524.1
SPAR_M03380	XP_033768525.1
SPAR_M03390	XP_033768526.1
SPAR_M03400	XP_033768527.1
SPAR_M03410	XP_033768528.1
SPAR_M03410	XP_033768528.1
SPAR_M03420	XP_033768529.1
SPAR_M03430	XP_033768530.1
SPAR_M03440	XP_033768531.1
SPAR_M03450	XP_033768532.1
SPAR_M03460	XP_033768533.1
SPAR_M03460	XP_033768533.1
SPAR_M03470	XP_033768534.1
SPAR_M03470	XP_033768534.1
SPAR_M03480	XP_033768535.1
SPAR_M03490	XP_033768536.1
SPAR_M03500	XP_033768537.1
SPAR_M03510	XP_033768538.1
SPAR_M03520	XP_033768539.1
SPAR_M03530	XP_033768540.1
SPAR_M03540	XP_033768541.1
SPAR_M03550	XP_033768542.1
SPAR_M03560	XP_033768543.1
SPAR_M03570	XP_033768544.1
SPAR_M03580	XP_033768545.1
SPAR_M03590	XP_033768546.1
SPAR_M03600	XP_033768547.1
SPAR_M03610	XP_033768548.1
SPAR_M03620	XP_033768549.1
SPAR_M03630	XP_033768550.1
SPAR_M03640	XP_033768551.1
SPAR_M03650	XP_033768552.1
SPAR_M03660	XP_033768553.1
SPAR_M03670	XP_033768554.1
SPAR_M03680	XP_033768555.1
SPAR_M03690	XP_033768556.1
SPAR_M03700	XP_033768557.1
SPAR_M03710	XP_033768558.1
SPAR_M03720	XP_033768559.1
SPAR_M03730	XP_033768560.1
SPAR_M03740	XP_033768561.1
SPAR_M03750	XP_033768562.1
SPAR_M03760	XP_033768563.1
SPAR_M03770	XP_033768564.1
SPAR_M03780	XP_033768565.1
SPAR_M03790	XP_033768566.1
SPAR_M03800	XP_033768567.1
SPAR_M03810	XP_033768568.1
SPAR_M03820	XP_033768569.1
SPAR_M03830	XP_033768570.1
SPAR_M03840	XP_033768571.1
SPAR_M03850	XP_033768572.1
SPAR_M03860	XP_033768573.1
SPAR_M03870	XP_033768574.1
SPAR_M03880	XP_033768575.1
SPAR_M03890	XP_033768576.1
SPAR_M03900	XP_033768577.1
SPAR_M03910	XP_033768578.1
SPAR_M03920	XP_033768579.1
SPAR_M03930	XP_033768580.1
SPAR_M03940	XP_033768581.1
SPAR_M03950	XP_033768582.1
SPAR_M03960	XP_033768583.1
SPAR_M03970	XP_033768584.1
SPAR_M03980	XP_033768585.1
SPAR_M03990	XP_033768586.1
SPAR_M04000	XP_033768587.1
SPAR_M04010	XP_033768588.1
SPAR_M04020	XP_033768589.1
SPAR_M04030	XP_033768590.1
SPAR_M04040	XP_033768591.1
SPAR_M04050	XP_033768592.1
SPAR_M04060	XP_033768593.1
SPAR_M04070	XP_033768594.1
SPAR_M04070	XP_033768594.1
SPAR_M04080	XP_033768595.1
SPAR_M04090	XP_033768596.1
SPAR_M04100	XP_033768597.1
SPAR_M04110	XP_033768598.1
SPAR_M04120	XP_033768599.1
SPAR_M04130	XP_033768600.1
SPAR_M04140	XP_033768601.1
SPAR_M04150	XP_033768602.1
SPAR_M04160	XP_033768603.1
SPAR_M04170	XP_033768604.1
SPAR_M04180	XP_033768605.1
SPAR_M04190	XP_033768606.1
SPAR_M04200	XP_033768607.1
SPAR_M04200	XP_033768607.1
SPAR_M04210	XP_033768608.1
SPAR_M04220	XP_033768609.1
SPAR_M04230	XP_033768610.1
SPAR_M04240	XP_033768611.1
SPAR_M04250	XP_033768612.1
SPAR_M04260	XP_033768613.1
SPAR_M04270	XP_033768614.1
SPAR_M04280	XP_033768615.1
SPAR_M04290	XP_033768616.1
SPAR_M04300	XP_033768617.1
SPAR_M04310	XP_033768618.1
SPAR_M04320	XP_033768619.1
SPAR_M04330	XP_033768620.1
SPAR_M04340	XP_033768621.1
SPAR_M04350	XP_033768622.1
SPAR_M04360	XP_033768623.1
SPAR_M04370	XP_033768624.1
SPAR_M04380	XP_033768625.1
SPAR_M04390	XP_033768626.1
SPAR_M04400	XP_033768627.1
SPAR_M04410	XP_033768628.1
SPAR_M04420	XP_033768629.1
SPAR_M04430	XP_033768630.1
SPAR_M04440	XP_033768631.1
SPAR_M04450	XP_033768632.1
SPAR_M04460	XP_033768633.1
SPAR_N00030	XP_033768634.1
SPAR_N00040	XP_033768635.1
SPAR_N00050	XP_033768636.1
SPAR_N00060	XP_033768637.1
SPAR_N00070	XP_033768638.1
SPAR_N00080	XP_033768639.1
SPAR_N00090	XP_033768640.1
SPAR_N00100	XP_033768641.1
SPAR_N00110	XP_033768642.1
SPAR_N00120	XP_033768643.1
SPAR_N00130	XP_033768644.1
SPAR_N00140	XP_033768645.1
SPAR_N00150	XP_033768646.1
SPAR_N00160	XP_033768647.1
SPAR_N00170	XP_033768648.1
SPAR_N00180	XP_033768649.1
SPAR_N00190	XP_033768650.1
SPAR_N00200	XP_033768651.1
SPAR_N00210	XP_033768652.1
SPAR_N00220	XP_033768653.1
SPAR_N00230	XP_033768654.1
SPAR_N00240	XP_033768655.1
SPAR_N00240	XP_033768655.1
SPAR_N00250	XP_033768656.1
SPAR_N00260	XP_033768657.1
SPAR_N00270	XP_033768658.1
SPAR_N00280	XP_033768659.1
SPAR_N00290	XP_033768660.1
SPAR_N00300	XP_033768661.1
SPAR_N00310	XP_033768662.1
SPAR_N00320	XP_033768663.1
SPAR_N00330	XP_033768664.1
SPAR_N00330	XP_033768664.1
SPAR_N00340	XP_033768665.1
SPAR_N00350	XP_033768666.1
SPAR_N00360	XP_033768667.1
SPAR_N00370	XP_033768668.1
SPAR_N00380	XP_033768669.1
SPAR_N00390	XP_033768670.1
SPAR_N00400	XP_033768671.1
SPAR_N00410	XP_033768672.1
SPAR_N00420	XP_033768673.1
SPAR_N00430	XP_033768674.1
SPAR_N00440	XP_033768675.1
SPAR_N00450	XP_033768676.1
SPAR_N00460	XP_033768677.1
SPAR_N00470	XP_033768678.1
SPAR_N00480	XP_033768679.1
SPAR_N00490	XP_033768680.1
SPAR_N00500	XP_033768681.1
SPAR_N00510	XP_033768682.1
SPAR_N00520	XP_033768683.1
SPAR_N00530	XP_033768684.1
SPAR_N00540	XP_033768685.1
SPAR_N00550	XP_033768686.1
SPAR_N00560	XP_033768687.1
SPAR_N00570	XP_033768688.1
SPAR_N00580	XP_033768689.1
SPAR_N00590	XP_033768690.1
SPAR_N00600	XP_033768691.1
SPAR_N00610	XP_033768692.1
SPAR_N00620	XP_033768693.1
SPAR_N00630	XP_033768694.1
SPAR_N00640	XP_033768695.1
SPAR_N00640	XP_033768695.1
SPAR_N00650	XP_033768696.1
SPAR_N00660	XP_033768697.1
SPAR_N00670	XP_033768698.1
SPAR_N00680	XP_033768699.1
SPAR_N00690	XP_033768700.1
SPAR_N00700	XP_033768701.1
SPAR_N00710	XP_033768702.1
SPAR_N00720	XP_033768703.1
SPAR_N00730	XP_033768704.1
SPAR_N00740	XP_033768705.1
SPAR_N00750	XP_033768706.1
SPAR_N00760	XP_033768707.1
SPAR_N00770	XP_033768708.1
SPAR_N00780	XP_033768709.1
SPAR_N00790	XP_033768710.1
SPAR_N00800	XP_033768711.1
SPAR_N00810	XP_033768712.1
SPAR_N00820	XP_033768713.1
SPAR_N00830	XP_033768714.1
SPAR_N00840	XP_033768715.1
SPAR_N00850	XP_033768716.1
SPAR_N00860	XP_033768717.1
SPAR_N00870	XP_033768718.1
SPAR_N00880	XP_033768719.1
SPAR_N00890	XP_033768720.1
SPAR_N00900	XP_033768721.1
SPAR_N00910	XP_033768722.1
SPAR_N00920	XP_033768723.1
SPAR_N00930	XP_033768724.1
SPAR_N00940	XP_033768725.1
SPAR_N00950	XP_033768726.1
SPAR_N00960	XP_033768727.1
SPAR_N00970	XP_033768728.1
SPAR_N00980	XP_033768729.1
SPAR_N00990	XP_033768730.1
SPAR_N01000	XP_033768731.1
SPAR_N01010	XP_033768732.1
SPAR_N01020	XP_033768733.1
SPAR_N01030	XP_033768734.1
SPAR_N01040	XP_033768735.1
SPAR_N01050	XP_033768736.1
SPAR_N01060	XP_033768737.1
SPAR_N01070	XP_033768738.1
SPAR_N01080	XP_033768739.1
SPAR_N01090	XP_033768740.1
SPAR_N01100	XP_033768741.1
SPAR_N01110	XP_033768742.1
SPAR_N01120	XP_033768743.1
SPAR_N01130	XP_033768744.1
SPAR_N01140	XP_033768745.1
SPAR_N01150	XP_033768746.1
SPAR_N01160	XP_033768747.1
SPAR_N01170	XP_033768748.1
SPAR_N01180	XP_033768749.1
SPAR_N01190	XP_033768750.1
SPAR_N01200	XP_033768751.1
SPAR_N01210	XP_033768752.1
SPAR_N01220	XP_033768753.1
SPAR_N01230	XP_033768754.1
SPAR_N01240	XP_033768755.1
SPAR_N01250	XP_033768756.1
SPAR_N01260	XP_033768757.1
SPAR_N01270	XP_033768758.1
SPAR_N01280	XP_033768759.1
SPAR_N01290	XP_033768760.1
SPAR_N01300	XP_033768761.1
SPAR_N01310	XP_033768762.1
SPAR_N01320	XP_033768763.1
SPAR_N01330	XP_033768764.1
SPAR_N01340	XP_033768765.1
SPAR_N01350	XP_033768766.1
SPAR_N01360	XP_033768767.1
SPAR_N01370	XP_033768768.1
SPAR_N01380	XP_033768769.1
SPAR_N01390	XP_033768770.1
SPAR_N01400	XP_033768771.1
SPAR_N01410	XP_033768772.1
SPAR_N01420	XP_033768773.1
SPAR_N01430	XP_033768774.1
SPAR_N01440	XP_033768775.1
SPAR_N01450	XP_033768776.1
SPAR_N01460	XP_033768777.1
SPAR_N01470	XP_033768778.1
SPAR_N01480	XP_033768779.1
SPAR_N01490	XP_033768780.1
SPAR_N01500	XP_033768781.1
SPAR_N01510	XP_033768782.1
SPAR_N01520	XP_033768783.1
SPAR_N01530	XP_033768784.1
SPAR_N01540	XP_033768785.1
SPAR_N01550	XP_033768786.1
SPAR_N01560	XP_033768787.1
SPAR_N01560	XP_033768787.1
SPAR_N01570	XP_033768788.1
SPAR_N01580	XP_033768789.1
SPAR_N01590	XP_033768790.1
SPAR_N01600	XP_033768791.1
SPAR_N01610	XP_033768792.1
SPAR_N01620	XP_033768793.1
SPAR_N01630	XP_033768794.1
SPAR_N01640	XP_033768795.1
SPAR_N01650	XP_033768796.1
SPAR_N01660	XP_033768797.1
SPAR_N01670	XP_033768798.1
SPAR_N01680	XP_033768799.1
SPAR_N01690	XP_033768800.1
SPAR_N01700	XP_033768801.1
SPAR_N01700	XP_033768801.1
SPAR_N01710	XP_033768802.1
SPAR_N01720	XP_033768803.1
SPAR_N01730	XP_033768804.1
SPAR_N01740	XP_033768805.1
SPAR_N01750	XP_033768806.1
SPAR_N01770	XP_033768807.1
SPAR_N01780	XP_033768808.1
SPAR_N01790	XP_033768809.1
SPAR_N01800	XP_033768810.1
SPAR_N01810	XP_033768811.1
SPAR_N01820	XP_033768812.1
SPAR_N01830	XP_033768813.1
SPAR_N01840	XP_033768814.1
SPAR_N01850	XP_033768815.1
SPAR_N01850	XP_033768815.1
SPAR_N01860	XP_033768816.1
SPAR_N01870	XP_033768817.1
SPAR_N01880	XP_033768818.1
SPAR_N01890	XP_033768819.1
SPAR_N01900	XP_033768820.1
SPAR_N01910	XP_033768821.1
SPAR_N01920	XP_033768822.1
SPAR_N01930	XP_033768823.1
SPAR_N01940	XP_033768824.1
SPAR_N01950	XP_033768825.1
SPAR_N01960	XP_033768826.1
SPAR_N01970	XP_033768827.1
SPAR_N01980	XP_033768828.1
SPAR_N01990	XP_033768829.1
SPAR_N02000	XP_033768830.1
SPAR_N02010	XP_033768831.1
SPAR_N02010	XP_033768831.1
SPAR_N02020	XP_033768832.1
SPAR_N02030	XP_033768833.1
SPAR_N02040	XP_033768834.1
SPAR_N02050	XP_033768835.1
SPAR_N02060	XP_033768836.1
SPAR_N02070	XP_033768837.1
SPAR_N02080	XP_033768838.1
SPAR_N02090	XP_033768839.1
SPAR_N02100	XP_033768840.1
SPAR_N02110	XP_033768841.1
SPAR_N02120	XP_033768842.1
SPAR_N02130	XP_033768843.1
SPAR_N02140	XP_033768844.1
SPAR_N02150	XP_033768845.1
SPAR_N02150	XP_033768845.1
SPAR_N02160	XP_033768846.1
SPAR_N02170	XP_033768847.1
SPAR_N02180	XP_033768848.1
SPAR_N02190	XP_033768849.1
SPAR_N02200	XP_033768850.1
SPAR_N02210	XP_033768851.1
SPAR_N02220	XP_033768852.1
SPAR_N02230	XP_033768853.1
SPAR_N02240	XP_033768854.1
SPAR_N02250	XP_033768855.1
SPAR_N02260	XP_033768856.1
SPAR_N02270	XP_033768857.1
SPAR_N02280	XP_033768858.1
SPAR_N02290	XP_033768859.1
SPAR_N02300	XP_033768860.1
SPAR_N02310	XP_033768861.1
SPAR_N02320	XP_033768862.1
SPAR_N02330	XP_033768863.1
SPAR_N02340	XP_033768864.1
SPAR_N02350	XP_033768865.1
SPAR_N02360	XP_033768866.1
