NCAS_0A00100	XP_003672961.1
NCAS_0E00840	XP_003676515.1
NCAS_0E00850	XP_003676516.1
NCAS_0E00860	XP_003676517.1
NCAS_0E00870	XP_003676518.1
NCAS_0E00880	XP_003676519.1
NCAS_0E00890	XP_003676520.1
NCAS_0E00900	XP_003676521.1
NCAS_0E00910	XP_003676522.1
NCAS_0E00920	XP_003676523.1
NCAS_0E00920	XP_003676523.1
NCAS_0E00930	XP_003676524.1
NCAS_0E00940	XP_003676525.1
NCAS_0E00950	XP_003676526.1
NCAS_0E00960	XP_003676527.1
NCAS_0E00970	XP_003676528.1
NCAS_0E00980	XP_003676529.1
NCAS_0E00990	XP_003676530.1
NCAS_0E01000	XP_003676531.1
NCAS_0E01010	XP_003676532.1
NCAS_0E01020	XP_003676533.1
NCAS_0E01030	XP_003676534.1
NCAS_0E01040	XP_003676535.1
NCAS_0E01050	XP_003676536.1
NCAS_0E01060	XP_003676537.1
NCAS_0E01070	XP_003676538.1
NCAS_0E01080	XP_003676539.1
NCAS_0E01090	XP_003676540.1
NCAS_0E01110	XP_003676541.1
NCAS_0E01120	XP_003676542.1
NCAS_0E01130	XP_003676543.1
NCAS_0E01140	XP_003676544.1
NCAS_0E01150	XP_003676545.1
NCAS_0E01160	XP_003676546.1
NCAS_0E01170	XP_003676547.1
NCAS_0E01180	XP_003676548.1
NCAS_0E01190	XP_003676549.1
NCAS_0E01200	XP_003676550.1
NCAS_0E01210	XP_003676551.1
NCAS_0E01220	XP_003676552.1
NCAS_0E01230	XP_003676553.1
NCAS_0E01240	XP_003676554.1
NCAS_0E01250	XP_003676555.1
NCAS_0E01260	XP_003676556.1
NCAS_0E01270	XP_003676557.1
NCAS_0E01280	XP_003676558.1
NCAS_0E01290	XP_003676559.1
NCAS_0E01300	XP_003676560.1
NCAS_0E01310	XP_003676561.1
NCAS_0E01320	XP_003676562.1
NCAS_0E01330	XP_003676563.1
NCAS_0E01340	XP_003676564.1
NCAS_0E01350	XP_003676565.1
NCAS_0E01360	XP_003676566.1
NCAS_0E01370	XP_003676567.1
NCAS_0E01380	XP_003676568.1
NCAS_0E01390	XP_003676569.1
NCAS_0E01400	XP_003676570.1
NCAS_0E01410	XP_003676571.1
NCAS_0E01420	XP_003676572.1
NCAS_0E01430	XP_003676573.1
NCAS_0E01440	XP_003676574.1
NCAS_0E01450	XP_003676575.1
NCAS_0E01460	XP_003676576.1
NCAS_0E01470	XP_003676577.1
NCAS_0E01480	XP_003676578.1
NCAS_0E01490	XP_003676579.1
NCAS_0E01500	XP_003676580.1
NCAS_0E01510	XP_003676581.1
NCAS_0E01520	XP_003676582.1
NCAS_0E01530	XP_003676583.1
NCAS_0E01540	XP_003676584.1
NCAS_0E01550	XP_003676585.1
NCAS_0E01560	XP_003676586.1
NCAS_0E01570	XP_003676587.1
NCAS_0E01580	XP_003676588.1
NCAS_0E01590	XP_003676589.1
NCAS_0E01600	XP_003676590.1
NCAS_0E01610	XP_003676591.1
NCAS_0E01620	XP_003676592.1
NCAS_0E01630	XP_003676593.1
NCAS_0E01640	XP_003676594.1
NCAS_0E01650	XP_003676595.1
NCAS_0E01660	XP_003676596.1
NCAS_0E01670	XP_003676597.1
NCAS_0E01680	XP_003676598.1
NCAS_0E01690	XP_003676599.1
NCAS_0E01700	XP_003676600.1
NCAS_0E01710	XP_003676601.1
NCAS_0E01720	XP_003676602.1
NCAS_0E01730	XP_003676603.1
NCAS_0E01740	XP_003676604.1
NCAS_0E01750	XP_003676605.1
NCAS_0E01760	XP_003676606.1
NCAS_0E01770	XP_003676607.1
NCAS_0E01780	XP_003676608.1
NCAS_0E01790	XP_003676609.1
NCAS_0E01800	XP_003676610.1
NCAS_0E01810	XP_003676611.1
NCAS_0E01820	XP_003676612.1
NCAS_0E01830	XP_003676613.1
NCAS_0E01840	XP_003676614.1
NCAS_0E01850	XP_003676615.1
NCAS_0E01860	XP_003676616.1
NCAS_0E01870	XP_003676617.1
NCAS_0E01870	XP_003676617.1
NCAS_0E01880	XP_003676618.1
NCAS_0E01890	XP_003676619.1
NCAS_0E01900	XP_003676620.1
NCAS_0E01910	XP_003676621.1
NCAS_0E01910	XP_003676621.1
NCAS_0E01920	XP_003676622.1
NCAS_0E01930	XP_003676623.1
NCAS_0E01940	XP_003676624.1
NCAS_0E01950	XP_003676625.1
NCAS_0E01960	XP_003676626.1
NCAS_0E01960	XP_003676626.1
NCAS_0E01970	XP_003676627.1
NCAS_0E01980	XP_003676628.1
NCAS_0E01990	XP_003676629.1
NCAS_0E02000	XP_003676630.1
NCAS_0E02010	XP_003676631.1
NCAS_0E02030	XP_003676632.1
NCAS_0E02040	XP_003676633.1
NCAS_0E02050	XP_003676634.1
NCAS_0E02060	XP_003676635.1
NCAS_0E02070	XP_003676636.1
NCAS_0E02080	XP_003676637.1
NCAS_0E02090	XP_003676638.1
NCAS_0E02100	XP_003676639.1
NCAS_0E02110	XP_003676640.1
NCAS_0E02120	XP_003676641.1
NCAS_0E02130	XP_003676642.1
NCAS_0E02140	XP_003676643.1
NCAS_0E02150	XP_003676644.1
NCAS_0E02150	XP_003676644.1
NCAS_0E02160	XP_003676645.1
NCAS_0E02170	XP_003676646.1
NCAS_0E02180	XP_003676647.1
NCAS_0E02190	XP_003676648.1
NCAS_0E02200	XP_003676649.1
NCAS_0E02210	XP_003676650.1
NCAS_0E02220	XP_003676651.1
NCAS_0E02230	XP_003676652.1
NCAS_0E02230	XP_003676652.1
NCAS_0E02240	XP_003676653.1
NCAS_0E02250	XP_003676654.1
NCAS_0E02260	XP_003676655.1
NCAS_0E02270	XP_003676656.1
NCAS_0E02280	XP_003676657.1
NCAS_0E02290	XP_003676658.1
NCAS_0E02300	XP_003676659.1
NCAS_0E02310	XP_003676660.1
NCAS_0E02320	XP_003676661.1
NCAS_0E02330	XP_003676662.1
NCAS_0E02340	XP_003676663.1
NCAS_0E02350	XP_003676664.1
NCAS_0E02360	XP_003676665.1
NCAS_0E02370	XP_003676666.1
NCAS_0E02380	XP_003676667.1
NCAS_0E02390	XP_003676668.1
NCAS_0E02400	XP_003676669.1
NCAS_0E02410	XP_003676670.1
NCAS_0E02420	XP_003676671.1
NCAS_0E02430	XP_003676672.1
NCAS_0E02440	XP_003676673.1
NCAS_0E02450	XP_003676674.1
NCAS_0E02460	XP_003676675.1
NCAS_0E02460	XP_003676675.1
NCAS_0E02470	XP_003676676.1
NCAS_0E02480	XP_003676677.1
NCAS_0E02490	XP_003676678.1
NCAS_0E02500	XP_003676679.1
NCAS_0E02510	XP_003676680.1
NCAS_0E02520	XP_003676681.1
NCAS_0E02530	XP_003676682.1
NCAS_0E02540	XP_003676683.1
NCAS_0E02550	XP_003676684.1
NCAS_0E02560	XP_003676685.1
NCAS_0E02570	XP_003676686.1
NCAS_0E02580	XP_003676687.1
NCAS_0E02590	XP_003676688.1
NCAS_0E02600	XP_003676689.1
NCAS_0E02610	XP_003676690.1
NCAS_0E02620	XP_003676691.1
NCAS_0E02630	XP_003676692.1
NCAS_0E02640	XP_003676693.1
NCAS_0E02650	XP_003676694.1
NCAS_0E02660	XP_003676695.1
NCAS_0E02670	XP_003676696.1
NCAS_0E02670	XP_003676696.1
NCAS_0E02680	XP_003676697.1
NCAS_0E02680	XP_003676697.1
NCAS_0E02690	XP_003676698.1
NCAS_0E02700	XP_003676699.1
NCAS_0E02710	XP_003676700.1
NCAS_0E02720	XP_003676701.1
NCAS_0E02730	XP_003676702.1
NCAS_0E02740	XP_003676703.1
NCAS_0E02750	XP_003676704.1
NCAS_0E02760	XP_003676705.1
NCAS_0E02770	XP_003676706.1
NCAS_0E02780	XP_003676707.1
NCAS_0E02790	XP_003676708.1
NCAS_0E02800	XP_003676709.1
NCAS_0E02810	XP_003676710.1
NCAS_0E02820	XP_003676711.1
NCAS_0E02830	XP_003676712.1
NCAS_0E02840	XP_003676713.1
NCAS_0E02850	XP_003676714.1
NCAS_0E02850	XP_003676714.1
NCAS_0E02860	XP_003676715.1
NCAS_0E02870	XP_003676716.1
NCAS_0E02880	XP_003676717.1
NCAS_0E02890	XP_003676718.1
NCAS_0E02900	XP_003676719.1
NCAS_0E02910	XP_003676720.1
NCAS_0E02920	XP_003676721.1
NCAS_0E02930	XP_003676722.1
NCAS_0E02940	XP_003676723.1
NCAS_0E02970	XP_003676724.1
NCAS_0E02980	XP_003676725.1
NCAS_0E02990	XP_003676726.1
NCAS_0E03000	XP_003676727.1
NCAS_0E03010	XP_003676728.1
NCAS_0E03020	XP_003676729.1
NCAS_0E03030	XP_003676730.1
NCAS_0E03040	XP_003676731.1
NCAS_0E03050	XP_003676732.1
NCAS_0E03060	XP_003676733.1
NCAS_0E03070	XP_003676734.1
NCAS_0E03080	XP_003676735.1
NCAS_0E03090	XP_003676736.1
NCAS_0E03100	XP_003676737.1
NCAS_0E03110	XP_003676738.1
NCAS_0E03120	XP_003676739.1
NCAS_0E03130	XP_003676740.1
NCAS_0E03140	XP_003676741.1
NCAS_0E03150	XP_003676742.1
NCAS_0E03160	XP_003676743.1
NCAS_0E03170	XP_003676744.1
NCAS_0E03180	XP_003676745.1
NCAS_0E03190	XP_003676746.1
NCAS_0E03200	XP_003676747.1
NCAS_0E03210	XP_003676748.1
NCAS_0E03220	XP_003676749.1
NCAS_0E03230	XP_003676750.1
NCAS_0E03240	XP_003676751.1
NCAS_0E03250	XP_003676752.1
NCAS_0E03250	XP_003676752.1
NCAS_0E03260	XP_003676753.1
NCAS_0E03270	XP_003676754.1
NCAS_0E03280	XP_003676755.1
NCAS_0E03290	XP_003676756.1
NCAS_0E03300	XP_003676757.1
NCAS_0E03310	XP_003676758.1
NCAS_0E03320	XP_003676759.1
NCAS_0E03330	XP_003676760.1
NCAS_0E03340	XP_003676761.1
NCAS_0E03350	XP_003676762.1
NCAS_0E03360	XP_003676763.1
NCAS_0E03370	XP_003676764.1
NCAS_0E03380	XP_003676765.1
NCAS_0E03390	XP_003676766.1
NCAS_0E03400	XP_003676767.1
NCAS_0E03400	XP_003676767.1
NCAS_0E03410	XP_003676768.1
NCAS_0E03410	XP_003676768.1
NCAS_0E03410	XP_003676768.1
NCAS_0E03420	XP_003676769.1
NCAS_0E03430	XP_003676770.1
NCAS_0E03440	XP_003676771.1
NCAS_0E03450	XP_003676772.1
NCAS_0E03460	XP_003676773.1
NCAS_0E03470	XP_003676774.1
NCAS_0E03480	XP_003676775.1
NCAS_0E03490	XP_003676776.1
NCAS_0E03500	XP_003676777.1
NCAS_0E03510	XP_003676778.1
NCAS_0E03520	XP_003676779.1
NCAS_0E03530	XP_003676780.1
NCAS_0E03540	XP_003676781.1
NCAS_0E03550	XP_003676782.1
NCAS_0E03560	XP_003676783.1
NCAS_0E03570	XP_003676784.1
NCAS_0E03580	XP_003676785.1
NCAS_0E03590	XP_003676786.1
NCAS_0E03600	XP_003676787.1
NCAS_0E03610	XP_003676788.1
NCAS_0E03620	XP_003676789.1
NCAS_0E03620	XP_003676789.1
NCAS_0E03630	XP_003676790.1
NCAS_0E03640	XP_003676791.1
NCAS_0E03650	XP_003676792.1
NCAS_0E03670	XP_003676794.1
NCAS_0E03680	XP_003676795.1
NCAS_0E03690	XP_003676796.1
NCAS_0E03700	XP_003676797.1
NCAS_0E03710	XP_003676798.1
NCAS_0E03710	XP_003676798.1
NCAS_0E03720	XP_003676799.1
NCAS_0E03730	XP_003676800.1
NCAS_0E03740	XP_003676801.1
NCAS_0E03750	XP_003676802.1
NCAS_0E03760	XP_003676803.1
NCAS_0E03770	XP_003676804.1
NCAS_0E03780	XP_003676805.1
NCAS_0E03790	XP_003676806.1
NCAS_0E03800	XP_003676807.1
NCAS_0E03810	XP_003676808.1
NCAS_0E03820	XP_003676809.1
NCAS_0E03830	XP_003676810.1
NCAS_0E03840	XP_003676811.1
NCAS_0E03850	XP_003676812.1
NCAS_0E03860	XP_003676813.1
NCAS_0E03870	XP_003676814.1
NCAS_0E03880	XP_003676815.1
NCAS_0E03890	XP_003676816.1
NCAS_0E03900	XP_003676817.1
NCAS_0E03910	XP_003676818.1
NCAS_0E03920	XP_003676819.1
NCAS_0E03930	XP_003676820.1
NCAS_0E03950	XP_003676821.1
NCAS_0E03960	XP_003676822.1
NCAS_0E03970	XP_003676823.1
NCAS_0E03980	XP_003676824.1
NCAS_0E03990	XP_003676825.1
NCAS_0E04000	XP_003676826.1
NCAS_0E04010	XP_003676827.1
NCAS_0E04020	XP_003676828.1
NCAS_0E04030	XP_003676829.1
NCAS_0E04040	XP_003676830.1
NCAS_0E04050	XP_003676831.1
NCAS_0E04060	XP_003676832.1
NCAS_0E04070	XP_003676833.1
NCAS_0E04080	XP_003676834.1
NCAS_0E04090	XP_003676835.1
NCAS_0E04100	XP_003676836.1
NCAS_0E04110	XP_003676837.1
NCAS_0E04120	XP_003676838.1
NCAS_0E04130	XP_003676839.1
NCAS_0E04140	XP_003676840.1
NCAS_0E04150	XP_003676841.1
NCAS_0E04160	XP_003676842.1
NCAS_0E04170	XP_003676843.1
NCAS_0E04180	XP_003676844.1
NCAS_0E04190	XP_003676845.1
NCAS_0E04200	XP_003676846.1
NCAS_0E04210	XP_003676847.1
NCAS_0E04220	XP_003676848.1
NCAS_0E04230	XP_003676849.1
NCAS_0F00100	XP_003676850.1
NCAS_0F00110	XP_003676851.1
NCAS_0F00120	XP_003676852.1
NCAS_0F00130	XP_003676853.1
NCAS_0F00140	XP_003676854.1
NCAS_0F00150	XP_003676855.1
NCAS_0F00160	XP_003676856.1
NCAS_0F00170	XP_003676857.1
NCAS_0F00180	XP_003676858.1
NCAS_0F00190	XP_003676859.1
NCAS_0F00200	XP_003676860.1
NCAS_0F00210	XP_003676861.1
NCAS_0F00220	XP_003676862.1
NCAS_0F00230	XP_003676863.1
NCAS_0F00240	XP_003676864.1
NCAS_0F00250	XP_003676865.1
NCAS_0F00260	XP_003676866.1
NCAS_0F00270	XP_003676867.1
NCAS_0F00280	XP_003676868.1
NCAS_0F00290	XP_003676869.1
NCAS_0F00300	XP_003676870.1
NCAS_0F00310	XP_003676871.1
NCAS_0F00320	XP_003676872.1
NCAS_0F00330	XP_003676873.1
NCAS_0F00340	XP_003676874.1
NCAS_0F00350	XP_003676875.1
NCAS_0F00360	XP_003676876.1
NCAS_0F00370	XP_003676877.1
NCAS_0F00380	XP_003676878.1
NCAS_0F00390	XP_003676879.1
NCAS_0F00400	XP_003676880.1
NCAS_0F00400	XP_003676880.1
NCAS_0F00410	XP_003676881.1
NCAS_0F00420	XP_003676882.1
NCAS_0F00430	XP_003676883.1
NCAS_0F00440	XP_003676884.1
NCAS_0F00450	XP_003676885.1
NCAS_0F00460	XP_003676886.1
NCAS_0F00470	XP_003676887.1
NCAS_0F00480	XP_003676888.1
NCAS_0F00490	XP_003676889.1
NCAS_0F00500	XP_003676890.1
NCAS_0F00510	XP_003676891.1
NCAS_0F00520	XP_003676892.1
NCAS_0F00530	XP_003676893.1
NCAS_0F00540	XP_003676894.1
NCAS_0F00550	XP_003676895.1
NCAS_0F00560	XP_003676896.1
NCAS_0F00570	XP_003676897.1
NCAS_0F00580	XP_003676898.1
NCAS_0F00590	XP_003676899.1
NCAS_0F00600	XP_003676900.1
NCAS_0F00610	XP_003676901.1
NCAS_0F00620	XP_003676902.1
NCAS_0F00630	XP_003676903.1
NCAS_0F00640	XP_003676904.1
NCAS_0F00640	XP_003676904.1
NCAS_0F00650	XP_003676905.1
NCAS_0F00660	XP_003676906.1
NCAS_0F00670	XP_003676907.1
NCAS_0F00680	XP_003676908.1
NCAS_0F00690	XP_003676909.1
NCAS_0F00700	XP_003676910.1
NCAS_0F00710	XP_003676911.1
NCAS_0F00720	XP_003676912.1
NCAS_0F00730	XP_003676913.1
NCAS_0F00740	XP_003676914.1
NCAS_0F00750	XP_003676915.1
NCAS_0F00760	XP_003676916.1
NCAS_0F00770	XP_003676917.1
NCAS_0F00780	XP_003676918.1
NCAS_0F00790	XP_003676919.1
NCAS_0F00800	XP_003676920.1
NCAS_0F00810	XP_003676921.1
NCAS_0F00820	XP_003676922.1
NCAS_0F00830	XP_003676923.1
NCAS_0F00840	XP_003676924.1
NCAS_0F00850	XP_003676925.1
NCAS_0F00860	XP_003676926.1
NCAS_0F00870	XP_003676927.1
NCAS_0F00880	XP_003676928.1
NCAS_0F00890	XP_003676929.1
NCAS_0F00900	XP_003676930.1
NCAS_0F00910	XP_003676931.1
NCAS_0F00920	XP_003676932.1
NCAS_0F00940	XP_003676933.1
NCAS_0F00950	XP_003676934.1
NCAS_0F00950	XP_003676934.1
NCAS_0F00960	XP_003676935.1
NCAS_0F00970	XP_003676936.1
NCAS_0F00980	XP_003676937.1
NCAS_0F00990	XP_003676938.1
NCAS_0F01000	XP_003676939.1
NCAS_0F01010	XP_003676940.1
NCAS_0F01020	XP_003676941.1
NCAS_0F01030	XP_003676942.1
NCAS_0F01040	XP_003676943.1
NCAS_0F01050	XP_003676944.1
NCAS_0F01060	XP_003676945.1
NCAS_0F01070	XP_003676946.1
NCAS_0F01080	XP_003676947.1
NCAS_0F01090	XP_003676948.1
NCAS_0F01100	XP_003676949.1
NCAS_0F01110	XP_003676950.1
NCAS_0F01110	XP_003676950.1
NCAS_0F01110	XP_003676950.1
NCAS_0F01120	XP_003676951.1
NCAS_0F01130	XP_003676952.1
NCAS_0F01140	XP_003676953.1
NCAS_0F01150	XP_003676954.1
NCAS_0F01160	XP_003676955.1
NCAS_0F01170	XP_003676956.1
NCAS_0F01180	XP_003676957.1
NCAS_0F01190	XP_003676958.1
NCAS_0F01200	XP_003676959.1
NCAS_0F01210	XP_003676960.1
NCAS_0F01220	XP_003676961.1
NCAS_0F01230	XP_003676962.1
NCAS_0F01240	XP_003676963.1
NCAS_0F01250	XP_003676964.1
NCAS_0F01260	XP_003676965.1
NCAS_0F01270	XP_003676966.1
NCAS_0F01280	XP_003676967.1
NCAS_0F01280	XP_003676967.1
NCAS_0F01290	XP_003676968.1
NCAS_0F01300	XP_003676969.1
NCAS_0F01310	XP_003676970.1
NCAS_0F01310	XP_003676970.1
NCAS_0F01320	XP_003676971.1
NCAS_0F01330	XP_003676972.1
NCAS_0F01340	XP_003676973.1
NCAS_0F01350	XP_003676974.1
NCAS_0F01360	XP_003676975.1
NCAS_0F01370	XP_003676976.1
NCAS_0F01380	XP_003676977.1
NCAS_0F01390	XP_003676978.1
NCAS_0F01400	XP_003676979.1
NCAS_0F01410	XP_003676980.1
NCAS_0F01420	XP_003676981.1
NCAS_0F01430	XP_003676982.1
NCAS_0F01440	XP_003676983.1
NCAS_0F01450	XP_003676984.1
NCAS_0F01460	XP_003676985.1
NCAS_0F01470	XP_003676986.1
NCAS_0F01480	XP_003676987.1
NCAS_0F01490	XP_003676988.1
NCAS_0F01500	XP_003676989.1
NCAS_0F01510	XP_003676990.1
NCAS_0F01520	XP_003676991.1
NCAS_0F01530	XP_003676992.1
NCAS_0F01540	XP_003676993.1
NCAS_0F01550	XP_003676994.1
NCAS_0F01560	XP_003676995.1
NCAS_0F01570	XP_003676996.1
NCAS_0F01580	XP_003676997.1
NCAS_0F01590	XP_003676998.1
NCAS_0F01600	XP_003676999.1
NCAS_0F01610	XP_003677000.1
NCAS_0F01620	XP_003677001.1
NCAS_0F01630	XP_003677002.1
NCAS_0F01640	XP_003677003.1
NCAS_0F01650	XP_003677004.1
NCAS_0F01660	XP_003677005.1
NCAS_0F01670	XP_003677006.1
NCAS_0F01680	XP_003677007.1
NCAS_0F01690	XP_003677008.1
NCAS_0F01700	XP_003677009.1
NCAS_0F01710	XP_003677010.1
NCAS_0F01720	XP_003677011.1
NCAS_0F01730	XP_003677012.1
NCAS_0F01740	XP_003677013.1
NCAS_0F01750	XP_003677014.1
NCAS_0F01760	XP_003677015.1
NCAS_0F01770	XP_003677016.1
NCAS_0F01780	XP_003677017.1
NCAS_0F01790	XP_003677018.1
NCAS_0F01800	XP_003677019.1
NCAS_0F01810	XP_003677020.1
NCAS_0F01820	XP_003677021.1
NCAS_0F01830	XP_003677022.1
NCAS_0F01840	XP_003677023.1
NCAS_0F01850	XP_003677024.1
NCAS_0F01850	XP_003677024.1
NCAS_0F01860	XP_003677025.1
NCAS_0F01870	XP_003677026.1
NCAS_0F01880	XP_003677027.1
NCAS_0F01890	XP_003677028.1
NCAS_0F01900	XP_003677029.1
NCAS_0F01910	XP_003677030.1
NCAS_0F01920	XP_003677031.1
NCAS_0F01930	XP_003677032.1
NCAS_0F01940	XP_003677033.1
NCAS_0F01950	XP_003677034.1
NCAS_0F01960	XP_003677035.1
NCAS_0F01970	XP_003677036.1
NCAS_0F01980	XP_003677037.1
NCAS_0F01990	XP_003677038.1
NCAS_0F02000	XP_003677039.1
NCAS_0F02010	XP_003677040.1
NCAS_0F02020	XP_003677041.1
NCAS_0F02030	XP_003677042.1
NCAS_0F02040	XP_003677043.1
NCAS_0F02050	XP_003677044.1
NCAS_0F02060	XP_003677045.1
NCAS_0F02070	XP_003677046.1
NCAS_0F02080	XP_003677047.1
NCAS_0F02080	XP_003677047.1
NCAS_0F02090	XP_003677048.1
NCAS_0F02100	XP_003677049.1
NCAS_0F02110	XP_003677050.1
NCAS_0F02120	XP_003677051.1
NCAS_0F02130	XP_003677052.1
NCAS_0F02140	XP_003677053.1
NCAS_0F02150	XP_003677054.1
NCAS_0F02160	XP_003677055.1
NCAS_0F02170	XP_003677056.1
NCAS_0F02180	XP_003677057.1
NCAS_0F02190	XP_003677058.1
NCAS_0F02200	XP_003677059.1
NCAS_0F02210	XP_003677060.1
NCAS_0F02220	XP_003677061.1
NCAS_0F02230	XP_003677062.1
NCAS_0F02240	XP_003677063.1
NCAS_0F02250	XP_003677064.1
NCAS_0F02260	XP_003677065.1
NCAS_0F02270	XP_003677066.1
NCAS_0F02280	XP_003677067.1
NCAS_0F02290	XP_003677068.1
NCAS_0F02300	XP_003677069.1
NCAS_0F02310	XP_003677070.1
NCAS_0F02320	XP_003677071.1
NCAS_0F02330	XP_003677072.1
NCAS_0F02340	XP_003677073.1
NCAS_0F02350	XP_003677074.1
NCAS_0F02360	XP_003677075.1
NCAS_0F02370	XP_003677076.1
NCAS_0F02380	XP_003677077.1
NCAS_0F02390	XP_003677078.1
NCAS_0F02400	XP_003677079.1
NCAS_0F02400	XP_003677079.1
NCAS_0F02410	XP_003677080.1
NCAS_0F02420	XP_003677081.1
NCAS_0F02430	XP_003677082.1
NCAS_0F02440	XP_003677083.1
NCAS_0F02450	XP_003677084.1
NCAS_0F02460	XP_003677085.1
NCAS_0F02470	XP_003677086.1
NCAS_0F02480	XP_003677087.1
NCAS_0F02490	XP_003677088.1
NCAS_0F02500	XP_003677089.1
NCAS_0F02500	XP_003677089.1
NCAS_0F02510	XP_003677090.1
NCAS_0F02520	XP_003677091.1
NCAS_0F02530	XP_003677092.1
NCAS_0F02540	XP_003677093.1
NCAS_0F02550	XP_003677094.1
NCAS_0F02560	XP_003677095.1
NCAS_0F02570	XP_003677096.1
NCAS_0F02580	XP_003677097.1
NCAS_0F02590	XP_003677098.1
NCAS_0F02600	XP_003677099.1
NCAS_0F02610	XP_003677100.1
NCAS_0F02620	XP_003677101.1
NCAS_0F02630	XP_003677102.1
NCAS_0F02640	XP_003677103.1
NCAS_0F02650	XP_003677104.1
NCAS_0F02660	XP_003677105.1
NCAS_0F02670	XP_003677106.1
NCAS_0F02680	XP_003677107.1
NCAS_0F02690	XP_003677108.1
NCAS_0F02700	XP_003677109.1
NCAS_0F02710	XP_003677110.1
NCAS_0F02720	XP_003677111.1
NCAS_0F02730	XP_003677112.1
NCAS_0F02740	XP_003677113.1
NCAS_0F02750	XP_003677114.1
NCAS_0F02760	XP_003677115.1
NCAS_0F02770	XP_003677116.1
NCAS_0F02780	XP_003677117.1
NCAS_0F02790	XP_003677118.1
NCAS_0F02800	XP_003677119.1
NCAS_0F02810	XP_003677120.1
NCAS_0F02820	XP_003677121.1
NCAS_0F02830	XP_003677122.1
NCAS_0F02840	XP_003677123.1
NCAS_0F02850	XP_003677124.1
NCAS_0F02860	XP_003677125.1
NCAS_0F02870	XP_003677126.1
NCAS_0F02880	XP_003677127.1
NCAS_0F02890	XP_003677128.1
NCAS_0F02900	XP_003677129.1
NCAS_0F02920	XP_003677130.1
NCAS_0F02930	XP_003677131.1
NCAS_0F02940	XP_003677132.1
NCAS_0F02950	XP_003677133.1
NCAS_0F02960	XP_003677134.1
NCAS_0F02970	XP_003677135.1
NCAS_0F02980	XP_003677136.1
NCAS_0F02990	XP_003677137.1
NCAS_0F03000	XP_003677138.1
NCAS_0F03010	XP_003677139.1
NCAS_0F03020	XP_003677140.1
NCAS_0F03030	XP_003677141.1
NCAS_0F03040	XP_003677142.1
NCAS_0F03050	XP_003677143.1
NCAS_0F03060	XP_003677144.1
NCAS_0F03070	XP_003677145.1
NCAS_0F03080	XP_003677146.1
NCAS_0F03090	XP_003677147.1
NCAS_0F03100	XP_003677148.1
NCAS_0F03110	XP_003677149.1
NCAS_0F03120	XP_003677150.1
NCAS_0F03130	XP_003677151.1
NCAS_0F03140	XP_003677152.1
NCAS_0F03150	XP_003677153.1
NCAS_0F03160	XP_003677154.1
NCAS_0F03170	XP_003677155.1
NCAS_0F03180	XP_003677156.1
NCAS_0F03190	XP_003677157.1
NCAS_0F03200	XP_003677158.1
NCAS_0F03210	XP_003677159.1
NCAS_0F03220	XP_003677160.1
NCAS_0F03230	XP_003677161.1
NCAS_0F03240	XP_003677162.1
NCAS_0F03250	XP_003677163.1
NCAS_0F03260	XP_003677164.1
NCAS_0F03270	XP_003677165.1
NCAS_0F03280	XP_003677166.1
NCAS_0F03290	XP_003677167.1
NCAS_0F03300	XP_003677168.1
NCAS_0F03310	XP_003677169.1
NCAS_0F03320	XP_003677170.1
NCAS_0F03330	XP_003677171.1
NCAS_0F03340	XP_003677172.1
NCAS_0F03350	XP_003677173.1
NCAS_0F03360	XP_003677174.1
NCAS_0F03370	XP_003677175.1
NCAS_0F03370	XP_003677175.1
NCAS_0F03380	XP_003677176.1
NCAS_0F03390	XP_003677177.1
NCAS_0F03400	XP_003677178.1
NCAS_0F03410	XP_003677179.1
NCAS_0F03430	XP_003677180.1
NCAS_0F03440	XP_003677181.1
NCAS_0F03450	XP_003677182.1
NCAS_0F03460	XP_003677183.1
NCAS_0F03470	XP_003677184.1
NCAS_0F03480	XP_003677185.1
NCAS_0F03490	XP_003677186.1
NCAS_0F03500	XP_003677187.1
NCAS_0F03510	XP_003677188.1
NCAS_0F03520	XP_003677189.1
NCAS_0F03530	XP_003677190.1
NCAS_0F03540	XP_003677191.1
NCAS_0F03550	XP_003677192.1
NCAS_0F03560	XP_003677193.1
NCAS_0F03570	XP_003677194.1
NCAS_0F03580	XP_003677195.1
NCAS_0F03590	XP_003677196.1
NCAS_0F03600	XP_003677197.1
NCAS_0F03610	XP_003677198.1
NCAS_0F03620	XP_003677199.1
NCAS_0F03630	XP_003677200.1
NCAS_0F03640	XP_003677201.1
NCAS_0F03650	XP_003677202.1
NCAS_0F03660	XP_003677203.1
NCAS_0F03670	XP_003677204.1
NCAS_0F03680	XP_003677205.1
NCAS_0F03690	XP_003677206.1
NCAS_0F03700	XP_003677207.1
NCAS_0F03710	XP_003677208.1
NCAS_0F03720	XP_003677209.1
NCAS_0F03730	XP_003677210.1
NCAS_0F03740	XP_003677211.1
NCAS_0F03750	XP_003677212.1
NCAS_0F03760	XP_003677213.1
NCAS_0F03770	XP_003677214.1
NCAS_0F03780	XP_003677215.1
NCAS_0F03790	XP_003677216.1
NCAS_0F03800	XP_003677217.1
NCAS_0F03810	XP_003677218.1
NCAS_0F03820	XP_003677219.1
NCAS_0F03830	XP_003677220.1
NCAS_0F03840	XP_003677221.1
NCAS_0F03850	XP_003677222.1
