KAFR_0A00100	XP_003954583.1
KAFR_0F04020	XP_003958132.1
KAFR_0F04030	XP_003958133.1
KAFR_0F04040	XP_003958134.1
KAFR_0F04050	XP_003958135.1
KAFR_0F04060	XP_003958136.1
KAFR_0F04070	XP_003958137.1
KAFR_0F04080	XP_003958138.1
KAFR_0F04090	XP_003958139.1
KAFR_0F04100	XP_003958140.1
KAFR_0F04110	XP_003958141.1
KAFR_0F04120	XP_003958142.1
KAFR_0F04130	XP_003958143.1
KAFR_0F04140	XP_003958144.1
KAFR_0F04150	XP_003958145.1
KAFR_0F04160	XP_003958146.1
KAFR_0F04170	XP_003958147.1
KAFR_0F04180	XP_003958148.1
KAFR_0F04190	XP_003958149.1
KAFR_0F04200	XP_003958150.1
KAFR_0F04210	XP_003958151.1
KAFR_0F04220	XP_003958152.1
KAFR_0F04230	XP_003958153.1
KAFR_0F04240	XP_003958154.1
KAFR_0F04250	XP_003958155.1
KAFR_0F04260	XP_003958156.1
KAFR_0F04270	XP_003958157.1
KAFR_0F04280	XP_003958158.1
KAFR_0F04290	XP_003958159.1
KAFR_0F04300	XP_003958160.1
KAFR_0F04310	XP_003958161.1
KAFR_0F04320	XP_003958162.1
KAFR_0F04330	XP_003958163.1
KAFR_0F04340	XP_003958164.1
KAFR_0F04350	XP_003958165.1
KAFR_0F04360	XP_003958166.1
KAFR_0F04370	XP_003958167.1
KAFR_0F04380	XP_003958168.1
KAFR_0F04390	XP_003958169.1
KAFR_0F04400	XP_003958170.1
KAFR_0F04410	XP_003958171.1
KAFR_0F04420	XP_003958172.1
KAFR_0F04430	XP_003958173.1
KAFR_0F04440	XP_003958174.1
KAFR_0F04445	XP_003958175.1
KAFR_0F04447	XP_003958176.1
KAFR_0G00095	XP_003958177.1
KAFR_0G00100	XP_003958178.1
KAFR_0G00110	XP_003958179.1
KAFR_0G00120	XP_003958180.1
KAFR_0G00130	XP_003958181.1
KAFR_0G00140	XP_003958182.1
KAFR_0G00150	XP_003958183.1
KAFR_0G00160	XP_003958184.1
KAFR_0G00170	XP_003958185.1
KAFR_0G00180	XP_003958186.1
KAFR_0G00180	XP_003958186.1
KAFR_0G00190	XP_003958187.1
KAFR_0G00200	XP_003958188.1
KAFR_0G00210	XP_003958189.1
KAFR_0G00220	XP_003958190.1
KAFR_0G00230	XP_003958191.1
KAFR_0G00240	XP_003958192.1
KAFR_0G00250	XP_003958193.1
KAFR_0G00260	XP_003958194.1
KAFR_0G00270	XP_003958195.1
KAFR_0G00270	XP_003958195.1
KAFR_0G00280	XP_003958196.1
KAFR_0G00290	XP_003958197.1
KAFR_0G00290	XP_003958197.1
KAFR_0G00300	XP_003958198.1
KAFR_0G00310	XP_003958199.1
KAFR_0G00320	XP_003958200.1
KAFR_0G00330	XP_003958201.1
KAFR_0G00340	XP_003958202.1
KAFR_0G00350	XP_003958203.1
KAFR_0G00360	XP_003958204.1
KAFR_0G00370	XP_003958205.1
KAFR_0G00380	XP_003958206.1
KAFR_0G00390	XP_003958207.1
KAFR_0G00400	XP_003958208.1
KAFR_0G00410	XP_003958209.1
KAFR_0G00420	XP_003958210.1
KAFR_0G00430	XP_003958211.1
KAFR_0G00440	XP_003958212.1
KAFR_0G00450	XP_003958213.1
KAFR_0G00460	XP_003958214.1
KAFR_0G00470	XP_003958215.1
KAFR_0G00480	XP_003958216.1
KAFR_0G00490	XP_003958217.1
KAFR_0G00500	XP_003958218.1
KAFR_0G00510	XP_003958219.1
KAFR_0G00520	XP_003958220.1
KAFR_0G00530	XP_003958221.1
KAFR_0G00540	XP_003958222.1
KAFR_0G00550	XP_003958223.1
KAFR_0G00560	XP_003958224.1
KAFR_0G00570	XP_003958225.1
KAFR_0G00580	XP_003958226.1
KAFR_0G00590	XP_003958227.1
KAFR_0G00600	XP_003958228.1
KAFR_0G00610	XP_003958229.1
KAFR_0G00620	XP_003958230.1
KAFR_0G00630	XP_003958231.1
KAFR_0G00640	XP_003958232.1
KAFR_0G00650	XP_003958233.1
KAFR_0G00660	XP_003958234.1
KAFR_0G00670	XP_003958235.1
KAFR_0G00680	XP_003958236.1
KAFR_0G00690	XP_003958237.1
KAFR_0G00700	XP_003958238.1
KAFR_0G00710	XP_003958239.1
KAFR_0G00720	XP_003958240.1
KAFR_0G00730	XP_003958241.1
KAFR_0G00740	XP_003958242.1
KAFR_0G00750	XP_003958243.1
KAFR_0G00760	XP_003958244.1
KAFR_0G00770	XP_003958245.1
KAFR_0G00780	XP_003958246.1
KAFR_0G00790	XP_003958247.1
KAFR_0G00800	XP_003958248.1
KAFR_0G00810	XP_003958249.1
KAFR_0G00820	XP_003958250.1
KAFR_0G00830	XP_003958251.1
KAFR_0G00840	XP_003958252.1
KAFR_0G00850	XP_003958253.1
KAFR_0G00860	XP_003958254.1
KAFR_0G00870	XP_003958255.1
KAFR_0G00880	XP_003958256.1
KAFR_0G00890	XP_003958257.1
KAFR_0G00900	XP_003958258.1
KAFR_0G00910	XP_003958259.1
KAFR_0G00920	XP_003958260.1
KAFR_0G00930	XP_003958261.1
KAFR_0G00940	XP_003958262.1
KAFR_0G00950	XP_003958263.1
KAFR_0G00960	XP_003958264.1
KAFR_0G00970	XP_003958265.1
KAFR_0G00980	XP_003958266.1
KAFR_0G00990	XP_003958267.1
KAFR_0G01000	XP_003958268.1
KAFR_0G01010	XP_003958269.1
KAFR_0G01020	XP_003958270.1
KAFR_0G01030	XP_003958271.1
KAFR_0G01040	XP_003958272.1
KAFR_0G01050	XP_003958273.1
KAFR_0G01060	XP_003958274.1
KAFR_0G01070	XP_003958275.1
KAFR_0G01080	XP_003958276.1
KAFR_0G01090	XP_003958277.1
KAFR_0G01100	XP_003958278.1
KAFR_0G01110	XP_003958279.1
KAFR_0G01120	XP_003958280.1
KAFR_0G01130	XP_003958281.1
KAFR_0G01140	XP_003958282.1
KAFR_0G01150	XP_003958283.1
KAFR_0G01160	XP_003958284.1
KAFR_0G01170	XP_003958285.1
KAFR_0G01180	XP_003958286.1
KAFR_0G01185	XP_003958287.1
KAFR_0G01190	XP_003958288.1
KAFR_0G01200	XP_003958289.1
KAFR_0G01210	XP_003958290.1
KAFR_0G01220	XP_003958291.1
KAFR_0G01230	XP_003958292.1
KAFR_0G01240	XP_003958293.1
KAFR_0G01250	XP_003958294.1
KAFR_0G01260	XP_003958295.1
KAFR_0G01270	XP_003958296.1
KAFR_0G01280	XP_003958297.1
KAFR_0G01290	XP_003958298.1
KAFR_0G01300	XP_003958299.1
KAFR_0G01310	XP_003958300.1
KAFR_0G01320	XP_003958301.1
KAFR_0G01330	XP_003958302.1
KAFR_0G01340	XP_003958303.1
KAFR_0G01350	XP_003958304.1
KAFR_0G01360	XP_003958305.1
KAFR_0G01370	XP_003958306.1
KAFR_0G01380	XP_003958307.1
KAFR_0G01390	XP_003958308.1
KAFR_0G01400	XP_003958309.1
KAFR_0G01410	XP_003958310.1
KAFR_0G01420	XP_003958311.1
KAFR_0G01430	XP_003958312.1
KAFR_0G01440	XP_003958313.1
KAFR_0G01450	XP_003958314.1
KAFR_0G01460	XP_003958315.1
KAFR_0G01470	XP_003958316.1
KAFR_0G01480	XP_003958317.1
KAFR_0G01490	XP_003958318.1
KAFR_0G01500	XP_003958319.1
KAFR_0G01510	XP_003958320.1
KAFR_0G01520	XP_003958321.1
KAFR_0G01530	XP_003958322.1
KAFR_0G01540	XP_003958323.1
KAFR_0G01550	XP_003958324.1
KAFR_0G01560	XP_003958325.1
KAFR_0G01570	XP_003958326.1
KAFR_0G01580	XP_003958327.1
KAFR_0G01590	XP_003958328.1
KAFR_0G01600	XP_003958329.1
KAFR_0G01610	XP_003958330.1
KAFR_0G01620	XP_003958331.1
KAFR_0G01630	XP_003958332.1
KAFR_0G01640	XP_003958333.1
KAFR_0G01650	XP_003958334.1
KAFR_0G01660	XP_003958335.1
KAFR_0G01670	XP_003958336.1
KAFR_0G01680	XP_003958337.1
KAFR_0G01690	XP_003958338.1
KAFR_0G01700	XP_003958339.1
KAFR_0G01710	XP_003958340.1
KAFR_0G01720	XP_003958341.1
KAFR_0G01730	XP_003958342.1
KAFR_0G01740	XP_003958343.1
KAFR_0G01750	XP_003958344.1
KAFR_0G01760	XP_003958345.1
KAFR_0G01770	XP_003958346.1
KAFR_0G01780	XP_003958347.1
KAFR_0G01790	XP_003958348.1
KAFR_0G01800	XP_003958349.1
KAFR_0G01810	XP_003958350.1
KAFR_0G01820	XP_003958351.1
KAFR_0G01830	XP_003958352.1
KAFR_0G01840	XP_003958353.1
KAFR_0G01850	XP_003958354.1
KAFR_0G01860	XP_003958355.1
KAFR_0G01870	XP_003958356.1
KAFR_0G01880	XP_003958357.1
KAFR_0G01890	XP_003958358.1
KAFR_0G01900	XP_003958359.1
KAFR_0G01910	XP_003958360.1
KAFR_0G01920	XP_003958361.1
KAFR_0G01930	XP_003958362.1
KAFR_0G01940	XP_003958363.1
KAFR_0G01950	XP_003958364.1
KAFR_0G01950	XP_003958364.1
KAFR_0G01960	XP_003958365.1
KAFR_0G01970	XP_003958366.1
KAFR_0G01980	XP_003958367.1
KAFR_0G01990	XP_003958368.1
KAFR_0G02000	XP_003958369.1
KAFR_0G02010	XP_003958370.1
KAFR_0G02020	XP_003958371.1
KAFR_0G02030	XP_003958372.1
KAFR_0G02040	XP_003958373.1
KAFR_0G02050	XP_003958374.1
KAFR_0G02060	XP_003958375.1
KAFR_0G02070	XP_003958376.1
KAFR_0G02080	XP_003958377.1
KAFR_0G02090	XP_003958378.1
KAFR_0G02100	XP_003958379.1
KAFR_0G02110	XP_003958380.1
KAFR_0G02120	XP_003958381.1
KAFR_0G02130	XP_003958382.1
KAFR_0G02140	XP_003958383.1
KAFR_0G02160	XP_003958384.1
KAFR_0G02170	XP_003958385.1
KAFR_0G02175	XP_003958386.1
KAFR_0G02175	XP_003958386.1
KAFR_0G02180	XP_003958387.1
KAFR_0G02190	XP_003958388.1
KAFR_0G02200	XP_003958389.1
KAFR_0G02210	XP_003958390.1
KAFR_0G02220	XP_003958391.1
KAFR_0G02230	XP_003958392.1
KAFR_0G02240	XP_003958393.1
KAFR_0G02250	XP_003958394.1
KAFR_0G02260	XP_003958395.1
KAFR_0G02270	XP_003958396.1
KAFR_0G02280	XP_003958397.1
KAFR_0G02290	XP_003958398.1
KAFR_0G02300	XP_003958399.1
KAFR_0G02310	XP_003958400.1
KAFR_0G02320	XP_003958401.1
KAFR_0G02330	XP_003958402.1
KAFR_0G02340	XP_003958403.1
KAFR_0G02350	XP_003958404.1
KAFR_0G02360	XP_003958405.1
KAFR_0G02370	XP_003958406.1
KAFR_0G02380	XP_003958407.1
KAFR_0G02390	XP_003958408.1
KAFR_0G02400	XP_003958409.1
KAFR_0G02410	XP_003958410.1
KAFR_0G02410	XP_003958410.1
KAFR_0G02420	XP_003958411.1
KAFR_0G02430	XP_003958412.1
KAFR_0G02450	XP_003958413.1
KAFR_0G02460	XP_003958414.1
KAFR_0G02470	XP_003958415.1
KAFR_0G02480	XP_003958416.1
KAFR_0G02490	XP_003958417.1
KAFR_0G02500	XP_003958418.1
KAFR_0G02510	XP_003958419.1
KAFR_0G02520	XP_003958420.1
KAFR_0G02540	XP_003958421.1
KAFR_0G02550	XP_003958422.1
KAFR_0G02560	XP_003958423.1
KAFR_0G02570	XP_003958424.1
KAFR_0G02580	XP_003958425.1
KAFR_0G02590	XP_003958426.1
KAFR_0G02600	XP_003958427.1
KAFR_0G02610	XP_003958428.1
KAFR_0G02620	XP_003958429.1
KAFR_0G02640	XP_003958430.1
KAFR_0G02650	XP_003958431.1
KAFR_0G02660	XP_003958432.1
KAFR_0G02670	XP_003958433.1
KAFR_0G02680	XP_003958434.1
KAFR_0G02690	XP_003958435.1
KAFR_0G02700	XP_003958436.1
KAFR_0G02710	XP_003958437.1
KAFR_0G02720	XP_003958438.1
KAFR_0G02730	XP_003958439.1
KAFR_0G02740	XP_003958440.1
KAFR_0G02750	XP_003958441.1
KAFR_0G02760	XP_003958442.1
KAFR_0G02770	XP_003958443.1
KAFR_0G02780	XP_003958444.1
KAFR_0G02790	XP_003958445.1
KAFR_0G02800	XP_003958446.1
KAFR_0G02805	XP_003958447.1
KAFR_0G02810	XP_003958448.1
KAFR_0G02820	XP_003958449.1
KAFR_0G02830	XP_003958450.1
KAFR_0G02840	XP_003958451.1
KAFR_0G02850	XP_003958452.1
KAFR_0G02860	XP_003958453.1
KAFR_0G02870	XP_003958454.1
KAFR_0G02880	XP_003958455.1
KAFR_0G02880	XP_003958455.1
KAFR_0G02890	XP_003958456.1
KAFR_0G02900	XP_003958457.1
KAFR_0G02910	XP_003958458.1
KAFR_0G02920	XP_003958459.1
KAFR_0G02930	XP_003958460.1
KAFR_0G02940	XP_003958461.1
KAFR_0G02940	XP_003958461.1
KAFR_0G02950	XP_003958462.1
KAFR_0G02960	XP_003958463.1
KAFR_0G02970	XP_003958464.1
KAFR_0G02970	XP_003958464.1
KAFR_0G02980	XP_003958465.1
KAFR_0G02990	XP_003958466.1
KAFR_0G03000	XP_003958467.1
KAFR_0G03010	XP_003958468.1
KAFR_0G03020	XP_003958469.1
KAFR_0G03030	XP_003958470.1
KAFR_0G03040	XP_003958471.1
KAFR_0G03040	XP_003958471.1
KAFR_0G03050	XP_003958472.1
KAFR_0G03060	XP_003958473.1
KAFR_0G03070	XP_003958474.1
KAFR_0G03070	XP_003958474.1
KAFR_0G03080	XP_003958475.1
KAFR_0G03090	XP_003958476.1
KAFR_0G03100	XP_003958477.1
KAFR_0G03110	XP_003958478.1
KAFR_0G03120	XP_003958479.1
KAFR_0G03130	XP_003958480.1
KAFR_0G03140	XP_003958481.1
KAFR_0G03150	XP_003958482.1
KAFR_0G03160	XP_003958483.1
KAFR_0G03170	XP_003958484.1
KAFR_0G03180	XP_003958485.1
KAFR_0G03190	XP_003958486.1
KAFR_0G03200	XP_003958487.1
KAFR_0G03210	XP_003958488.1
KAFR_0G03220	XP_003958489.1
KAFR_0G03230	XP_003958490.1
KAFR_0G03240	XP_003958491.1
KAFR_0G03250	XP_003958492.1
KAFR_0G03260	XP_003958493.1
KAFR_0G03270	XP_003958494.1
KAFR_0G03280	XP_003958495.1
KAFR_0G03290	XP_003958496.1
KAFR_0G03300	XP_003958497.1
KAFR_0G03310	XP_003958498.1
KAFR_0G03320	XP_003958499.1
KAFR_0G03320	XP_003958499.1
KAFR_0G03330	XP_003958500.1
KAFR_0G03340	XP_003958501.1
KAFR_0G03350	XP_003958502.1
KAFR_0G03360	XP_003958503.1
KAFR_0G03370	XP_003958504.1
KAFR_0G03380	XP_003958505.1
KAFR_0G03390	XP_003958506.1
KAFR_0G03400	XP_003958507.1
KAFR_0G03410	XP_003958508.1
KAFR_0G03420	XP_003958509.1
KAFR_0G03430	XP_003958510.1
KAFR_0G03440	XP_003958511.1
KAFR_0G03450	XP_003958512.1
KAFR_0G03460	XP_003958513.1
KAFR_0G03470	XP_003958514.1
KAFR_0G03480	XP_003958515.1
KAFR_0G03490	XP_003958516.1
KAFR_0G03500	XP_003958517.1
KAFR_0G03510	XP_003958518.1
KAFR_0G03520	XP_003958519.1
KAFR_0G03530	XP_003958520.1
KAFR_0G03540	XP_003958521.1
KAFR_0G03540	XP_003958521.1
KAFR_0G03550	XP_003958522.1
KAFR_0G03560	XP_003958523.1
KAFR_0G03570	XP_003958524.1
KAFR_0G03580	XP_003958525.1
KAFR_0G03590	XP_003958526.1
KAFR_0G03600	XP_003958527.1
KAFR_0G03610	XP_003958528.1
KAFR_0G03620	XP_003958529.1
KAFR_0G03630	XP_003958530.1
KAFR_0G03640	XP_003958531.1
KAFR_0G03650	XP_003958532.1
KAFR_0G03660	XP_003958533.1
KAFR_0G03670	XP_003958534.1
KAFR_0G03675	XP_003958535.1
KAFR_0G03680	XP_003958536.1
KAFR_0G03690	XP_003958537.1
KAFR_0G03700	XP_003958538.1
KAFR_0G03710	XP_003958539.1
KAFR_0G03720	XP_003958540.1
KAFR_0G03730	XP_003958541.1
KAFR_0G03730	XP_003958541.1
KAFR_0G03740	XP_003958542.1
KAFR_0G03750	XP_003958543.1
KAFR_0G03760	XP_003958544.1
KAFR_0G03770	XP_003958545.1
KAFR_0G03780	XP_003958546.1
KAFR_0G03790	XP_003958547.1
KAFR_0G03800	XP_003958548.1
KAFR_0G03810	XP_003958549.1
KAFR_0G03820	XP_003958550.1
KAFR_0G03830	XP_003958551.1
KAFR_0G03840	XP_003958552.1
KAFR_0G03850	XP_003958553.1
KAFR_0G03860	XP_003958554.1
KAFR_0H00100	XP_003958555.1
KAFR_0H00110	XP_003958556.1
KAFR_0H00120	XP_003958557.1
KAFR_0H00130	XP_003958558.1
KAFR_0H00150	XP_003958559.1
KAFR_0H00160	XP_003958560.1
KAFR_0H00170	XP_003958561.1
KAFR_0H00180	XP_003958562.1
KAFR_0H00190	XP_003958563.1
KAFR_0H00190	XP_003958563.1
KAFR_0H00200	XP_003958564.1
KAFR_0H00210	XP_003958565.1
KAFR_0H00220	XP_003958566.1
KAFR_0H00220	XP_003958566.1
KAFR_0H00230	XP_003958567.1
KAFR_0H00240	XP_003958568.1
KAFR_0H00250	XP_003958569.1
KAFR_0H00260	XP_003958570.1
KAFR_0H00270	XP_003958571.1
KAFR_0H00280	XP_003958572.1
KAFR_0H00290	XP_003958573.1
KAFR_0H00300	XP_003958574.1
KAFR_0H00310	XP_003958575.1
KAFR_0H00320	XP_003958576.1
KAFR_0H00330	XP_003958577.1
KAFR_0H00340	XP_003958578.1
KAFR_0H00350	XP_003958579.1
KAFR_0H00360	XP_003958580.1
KAFR_0H00370	XP_003958581.1
KAFR_0H00380	XP_003958582.1
KAFR_0H00390	XP_003958583.1
KAFR_0H00400	XP_003958584.1
KAFR_0H00410	XP_003958585.1
KAFR_0H00420	XP_003958586.1
KAFR_0H00430	XP_003958587.1
KAFR_0H00440	XP_003958588.1
KAFR_0H00450	XP_003958589.1
KAFR_0H00460	XP_003958590.1
KAFR_0H00470	XP_003958591.1
KAFR_0H00480	XP_003958592.1
KAFR_0H00490	XP_003958593.1
KAFR_0H00500	XP_003958594.1
KAFR_0H00510	XP_003958595.1
KAFR_0H00520	XP_003958596.1
KAFR_0H00530	XP_003958597.1
KAFR_0H00540	XP_003958598.1
KAFR_0H00550	XP_003958599.1
KAFR_0H00560	XP_003958600.1
KAFR_0H00570	XP_003958601.1
KAFR_0H00580	XP_003958602.1
KAFR_0H00590	XP_003958603.1
KAFR_0H00600	XP_003958604.1
KAFR_0H00610	XP_003958605.1
KAFR_0H00620	XP_003958606.1
KAFR_0H00630	XP_003958607.1
KAFR_0H00640	XP_003958608.1
KAFR_0H00650	XP_003958609.1
KAFR_0H00660	XP_003958610.1
KAFR_0H00670	XP_003958611.1
KAFR_0H00680	XP_003958612.1
KAFR_0H00690	XP_003958613.1
KAFR_0H00700	XP_003958614.1
KAFR_0H00710	XP_003958615.1
KAFR_0H00720	XP_003958616.1
KAFR_0H00730	XP_003958617.1
KAFR_0H00740	XP_003958618.1
KAFR_0H00750	XP_003958619.1
KAFR_0H00760	XP_003958620.1
KAFR_0H00770	XP_003958621.1
KAFR_0H00780	XP_003958622.1
KAFR_0H00790	XP_003958623.1
KAFR_0H00800	XP_003958624.1
KAFR_0H00810	XP_003958625.1
KAFR_0H00820	XP_003958626.1
KAFR_0H00825	XP_003958627.1
KAFR_0H00830	XP_003958628.1
KAFR_0H00840	XP_003958629.1
KAFR_0H00850	XP_003958630.1
KAFR_0H00860	XP_003958631.1
KAFR_0H00870	XP_003958632.1
KAFR_0H00880	XP_003958633.1
KAFR_0H00890	XP_003958634.1
KAFR_0H00900	XP_003958635.1
KAFR_0H00910	XP_003958636.1
KAFR_0H00920	XP_003958637.1
KAFR_0H00930	XP_003958638.1
KAFR_0H00940	XP_003958639.1
KAFR_0H00950	XP_003958640.1
KAFR_0H00960	XP_003958641.1
KAFR_0H00960	XP_003958641.1
KAFR_0H00970	XP_003958642.1
KAFR_0H00980	XP_003958643.1
KAFR_0H00990	XP_003958644.1
KAFR_0H01000	XP_003958645.1
KAFR_0H01010	XP_003958646.1
KAFR_0H01020	XP_003958647.1
KAFR_0H01030	XP_003958648.1
KAFR_0H01040	XP_003958649.1
KAFR_0H01050	XP_003958650.1
KAFR_0H01060	XP_003958651.1
KAFR_0H01070	XP_003958652.1
KAFR_0H01080	XP_003958653.1
KAFR_0H01090	XP_003958654.1
KAFR_0H01100	XP_003958655.1
KAFR_0H01110	XP_003958656.1
KAFR_0H01120	XP_003958657.1
KAFR_0H01130	XP_003958658.1
KAFR_0H01140	XP_003958659.1
KAFR_0H01150	XP_003958660.1
KAFR_0H01160	XP_003958661.1
KAFR_0H01170	XP_003958662.1
KAFR_0H01180	XP_003958663.1
KAFR_0H01190	XP_003958664.1
KAFR_0H01200	XP_003958665.1
KAFR_0H01210	XP_003958666.1
KAFR_0H01210	XP_003958666.1
KAFR_0H01220	XP_003958667.1
KAFR_0H01230	XP_003958668.1
KAFR_0H01240	XP_003958669.1
KAFR_0H01250	XP_003958670.1
KAFR_0H01260	XP_003958671.1
KAFR_0H01260	XP_003958671.1
KAFR_0H01270	XP_003958672.1
KAFR_0H01280	XP_003958673.1
KAFR_0H01290	XP_003958674.1
KAFR_0H01300	XP_003958675.1
KAFR_0H01310	XP_003958676.1
KAFR_0H01320	XP_003958677.1
KAFR_0H01330	XP_003958678.1
KAFR_0H01340	XP_003958679.1
KAFR_0H01350	XP_003958680.1
KAFR_0H01360	XP_003958681.1
KAFR_0H01370	XP_003958682.1
KAFR_0H01370	XP_003958682.1
KAFR_0H01380	XP_003958683.1
KAFR_0H01390	XP_003958684.1
KAFR_0H01400	XP_003958685.1
KAFR_0H01410	XP_003958686.1
KAFR_0H01420	XP_003958687.1
KAFR_0H01430	XP_003958688.1
KAFR_0H01440	XP_003958689.1
KAFR_0H01450	XP_003958690.1
KAFR_0H01460	XP_003958691.1
KAFR_0H01470	XP_003958692.1
KAFR_0H01480	XP_003958693.1
KAFR_0H01490	XP_003958694.1
KAFR_0H01500	XP_003958695.1
KAFR_0H01510	XP_003958696.1
KAFR_0H01520	XP_003958697.1
KAFR_0H01530	XP_003958698.1
KAFR_0H01540	XP_003958699.1
KAFR_0H01550	XP_003958700.1
KAFR_0H01560	XP_003958701.1
KAFR_0H01570	XP_003958702.1
KAFR_0H01580	XP_003958703.1
KAFR_0H01590	XP_003958704.1
KAFR_0H01600	XP_003958705.1
KAFR_0H01610	XP_003958706.1
KAFR_0H01620	XP_003958707.1
KAFR_0H01630	XP_003958708.1
KAFR_0H01640	XP_003958709.1
KAFR_0H01650	XP_003958710.1
KAFR_0H01660	XP_003958711.1
KAFR_0H01670	XP_003958712.1
KAFR_0H01680	XP_003958713.1
KAFR_0H01690	XP_003958714.1
KAFR_0H01700	XP_003958715.1
KAFR_0H01710	XP_003958716.1
KAFR_0H01720	XP_003958717.1
KAFR_0H01730	XP_003958718.1
KAFR_0H01740	XP_003958719.1
KAFR_0H01750	XP_003958720.1
KAFR_0H01760	XP_003958721.1
KAFR_0H01770	XP_003958722.1
KAFR_0H01780	XP_003958723.1
KAFR_0H01790	XP_003958724.1
KAFR_0H01800	XP_003958725.1
KAFR_0H01810	XP_003958726.1
KAFR_0H01820	XP_003958727.1
KAFR_0H01830	XP_003958728.1
KAFR_0H01840	XP_003958729.1
KAFR_0H01860	XP_003958730.1
KAFR_0H01870	XP_003958731.1
KAFR_0H01880	XP_003958732.1
KAFR_0H01890	XP_003958733.1
KAFR_0H01900	XP_003958734.1
KAFR_0H01910	XP_003958735.1
KAFR_0H01920	XP_003958736.1
KAFR_0H01930	XP_003958737.1
KAFR_0H01940	XP_003958738.1
KAFR_0H01950	XP_003958739.1
KAFR_0H01960	XP_003958740.1
KAFR_0H01970	XP_003958741.1
KAFR_0H01980	XP_003958742.1
KAFR_0H01990	XP_003958743.1
KAFR_0H02000	XP_003958744.1
KAFR_0H02010	XP_003958745.1
KAFR_0H02020	XP_003958746.1
KAFR_0H02030	XP_003958747.1
KAFR_0H02040	XP_003958748.1
KAFR_0H02050	XP_003958749.1
KAFR_0H02060	XP_003958750.1
KAFR_0H02070	XP_003958751.1
KAFR_0H02080	XP_003958752.1
KAFR_0H02090	XP_003958753.1
KAFR_0H02100	XP_003958754.1
KAFR_0H02110	XP_003958755.1
KAFR_0H02120	XP_003958756.1
KAFR_0H02130	XP_003958757.1
KAFR_0H02140	XP_003958758.1
KAFR_0H02150	XP_003958759.1
KAFR_0H02160	XP_003958760.1
KAFR_0H02170	XP_003958761.1
KAFR_0H02180	XP_003958762.1
KAFR_0H02190	XP_003958763.1
KAFR_0H02200	XP_003958764.1
KAFR_0H02210	XP_003958765.1
KAFR_0H02220	XP_003958766.1
KAFR_0H02230	XP_003958767.1
KAFR_0H02240	XP_003958768.1
KAFR_0H02250	XP_003958769.1
KAFR_0H02260	XP_003958770.1
KAFR_0H02270	XP_003958771.1
KAFR_0H02280	XP_003958772.1
KAFR_0H02290	XP_003958773.1
KAFR_0H02300	XP_003958774.1
KAFR_0H02310	XP_003958775.1
KAFR_0H02320	XP_003958776.1
KAFR_0H02330	XP_003958777.1
KAFR_0H02340	XP_003958778.1
KAFR_0H02350	XP_003958779.1
KAFR_0H02360	XP_003958780.1
KAFR_0H02370	XP_003958781.1
KAFR_0H02380	XP_003958782.1
KAFR_0H02390	XP_003958783.1
KAFR_0H02400	XP_003958784.1
KAFR_0H02410	XP_003958785.1
KAFR_0H02420	XP_003958786.1
KAFR_0H02430	XP_003958787.1
KAFR_0H02440	XP_003958788.1
KAFR_0H02450	XP_003958789.1
KAFR_0H02460	XP_003958790.1
KAFR_0H02470	XP_003958791.1
KAFR_0H02480	XP_003958792.1
KAFR_0H02490	XP_003958793.1
KAFR_0H02500	XP_003958794.1
KAFR_0H02510	XP_003958795.1
KAFR_0H02520	XP_003958796.1
KAFR_0H02530	XP_003958797.1
KAFR_0H02530	XP_003958797.1
KAFR_0H02540	XP_003958798.1
KAFR_0H02550	XP_003958799.1
KAFR_0H02560	XP_003958800.1
KAFR_0H02570	XP_003958801.1
KAFR_0H02580	XP_003958802.1
KAFR_0H02590	XP_003958803.1
KAFR_0H02600	XP_003958804.1
KAFR_0H02610	XP_003958805.1
KAFR_0H02620	XP_003958806.1
KAFR_0H02630	XP_003958807.1
KAFR_0H02640	XP_003958808.1
KAFR_0H02650	XP_003958809.1
KAFR_0H02650	XP_003958809.1
KAFR_0H02660	XP_003958810.1
KAFR_0H02670	XP_003958811.1
KAFR_0H02680	XP_003958812.1
KAFR_0H02690	XP_003958813.1
KAFR_0H02700	XP_003958814.1
KAFR_0H02710	XP_003958815.1
KAFR_0H02720	XP_003958816.1
KAFR_0H02730	XP_003958817.1
KAFR_0H02740	XP_003958818.1
KAFR_0H02750	XP_003958819.1
KAFR_0H02760	XP_003958820.1
KAFR_0H02770	XP_003958821.1
KAFR_0H02780	XP_003958822.1
KAFR_0H02790	XP_003958823.1
KAFR_0H02800	XP_003958824.1
KAFR_0H02810	XP_003958825.1
KAFR_0H02820	XP_003958826.1
KAFR_0H02830	XP_003958827.1
KAFR_0H02840	XP_003958828.1
KAFR_0H02850	XP_003958829.1
KAFR_0H02860	XP_003958830.1
KAFR_0H02870	XP_003958831.1
KAFR_0H02880	XP_003958832.1
KAFR_0H02890	XP_003958833.1
KAFR_0H02900	XP_003958834.1
KAFR_0H02910	XP_003958835.1
KAFR_0H02920	XP_003958836.1
KAFR_0H02930	XP_003958837.1
KAFR_0H02940	XP_003958838.1
KAFR_0H02950	XP_003958839.1
KAFR_0H02960	XP_003958840.1
KAFR_0H02970	XP_003958841.1
KAFR_0H02980	XP_003958842.1
KAFR_0H02990	XP_003958843.1
KAFR_0H02995	XP_003958844.1
